vehicle_id,provider,vehicle_type,city,state,pickup_location,drop_location,price,currency,capacity
CAR00234,QuickCab,Luxury Sedan,Manali,Himachal Pradesh,Manali Airport,Manali Bus Stand,2993,INR,7
CAR00235,UrbanMove,SUV,Mysuru,Karnataka,Mysuru Airport,Mysuru Railway Station,4427,INR,6
CAR00236,QuickCab,Sedan,Mumbai,Maharashtra,Mumbai Airport,Mumbai Railway Station,939,INR,6
CAR00237,UrbanMove,SUV,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Railway Station,4606,INR,6
CAR00238,UrbanMove,SUV,Mumbai,Maharashtra,Mumbai Airport,Mumbai City Centre,1997,INR,7
CAR00239,QuickCab,SUV,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Railway Station,4978,INR,4
CAR00240,CityRide,SUV,Mysuru,Karnataka,Mysuru Airport,Mysuru City Centre,4006,INR,6
CAR00241,CityRide,Luxury Sedan,Manali,Himachal Pradesh,Manali Airport,Manali Railway Station,2861,INR,6
CAR00242,TravelGo,Tempo Traveller,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Bus Stand,1841,INR,5
CAR00243,UrbanMove,Sedan,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Bus Stand,4370,INR,7
CAR00244,CityRide,Hatchback,Delhi,Delhi,Delhi Airport,Delhi Bus Stand,744,INR,5
CAR00245,TravelGo,Sedan,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru City Centre,2507,INR,7
CAR00246,TravelGo,Hatchback,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Railway Station,2831,INR,7
CAR00247,UrbanMove,Hatchback,Kolkata,West Bengal,Kolkata Airport,Kolkata Railway Station,1414,INR,4
CAR00248,CityRide,Tempo Traveller,Kochi,Kerala,Kochi Airport,Kochi City Centre,1063,INR,7
CAR00249,QuickCab,Tempo Traveller,Delhi,Delhi,Delhi Airport,Delhi City Centre,2438,INR,4
CAR00250,UrbanMove,Hatchback,Manali,Himachal Pradesh,Manali Airport,Manali Bus Stand,1189,INR,4
CAR00251,BookGuard Cars,Tempo Traveller,Kochi,Kerala,Kochi Airport,Kochi Railway Station,3383,INR,5
CAR00252,CityRide,Sedan,Delhi,Delhi,Delhi Airport,Delhi Bus Stand,1638,INR,4
CAR00253,CityRide,Hatchback,Manali,Himachal Pradesh,Manali Airport,Manali Railway Station,1750,INR,4
CAR00254,TravelGo,Luxury Sedan,Chennai,Tamil Nadu,Chennai Airport,Chennai City Centre,3086,INR,7
CAR00255,QuickCab,Sedan,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Bus Stand,4780,INR,5
CAR00256,CityRide,Sedan,Pune,Maharashtra,Pune Airport,Pune City Centre,4560,INR,5
CAR00257,UrbanMove,Hatchback,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad City Centre,3509,INR,5
CAR00258,TravelGo,SUV,Pune,Maharashtra,Pune Airport,Pune City Centre,2997,INR,7
CAR00259,UrbanMove,Tempo Traveller,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow Railway Station,4357,INR,4
CAR00260,TravelGo,Tempo Traveller,Mysuru,Karnataka,Mysuru Airport,Mysuru Railway Station,2104,INR,7
CAR00261,UrbanMove,Luxury Sedan,Mysuru,Karnataka,Mysuru Airport,Mysuru City Centre,2864,INR,5
CAR00262,UrbanMove,Luxury Sedan,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Bus Stand,2826,INR,4
CAR00263,TravelGo,Tempo Traveller,Manali,Himachal Pradesh,Manali Airport,Manali City Centre,1113,INR,6
CAR00264,UrbanMove,Luxury Sedan,Udaipur,Rajasthan,Udaipur Airport,Udaipur Bus Stand,4784,INR,7
CAR00265,TravelGo,SUV,Hyderabad,Telangana,Hyderabad Airport,Hyderabad City Centre,1218,INR,6
CAR00266,QuickCab,Tempo Traveller,Pune,Maharashtra,Pune Airport,Pune City Centre,1834,INR,6
CAR00267,UrbanMove,Sedan,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Railway Station,1560,INR,5
CAR00268,CityRide,Luxury Sedan,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru City Centre,1443,INR,6
CAR00269,CityRide,Luxury Sedan,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow City Centre,3262,INR,4
CAR00270,QuickCab,Luxury Sedan,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Railway Station,2708,INR,6
CAR00271,TravelGo,Hatchback,Kochi,Kerala,Kochi Airport,Kochi City Centre,2493,INR,7
CAR00272,CityRide,Hatchback,Jaipur,Rajasthan,Jaipur Airport,Jaipur Railway Station,3516,INR,6
CAR00273,CityRide,Hatchback,Jaipur,Rajasthan,Jaipur Airport,Jaipur City Centre,4712,INR,6
CAR00274,CityRide,Hatchback,Goa,Goa,Goa Airport,Goa Bus Stand,4174,INR,7
CAR00275,BookGuard Cars,Tempo Traveller,Udaipur,Rajasthan,Udaipur Airport,Udaipur City Centre,3482,INR,7
CAR00276,UrbanMove,Hatchback,Mysuru,Karnataka,Mysuru Airport,Mysuru Railway Station,3503,INR,6
CAR00277,UrbanMove,Luxury Sedan,Pune,Maharashtra,Pune Airport,Pune City Centre,3509,INR,5
CAR00278,UrbanMove,Luxury Sedan,Mysuru,Karnataka,Mysuru Airport,Mysuru City Centre,1563,INR,4
CAR00279,TravelGo,Hatchback,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,4093,INR,5
CAR00280,UrbanMove,Luxury Sedan,Kochi,Kerala,Kochi Airport,Kochi City Centre,3182,INR,7
CAR00281,QuickCab,Sedan,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Bus Stand,3016,INR,6
CAR00282,UrbanMove,Sedan,Kolkata,West Bengal,Kolkata Airport,Kolkata Railway Station,4775,INR,7
CAR00283,BookGuard Cars,Sedan,Chennai,Tamil Nadu,Chennai Airport,Chennai Railway Station,3120,INR,6
CAR00284,TravelGo,Hatchback,Chennai,Tamil Nadu,Chennai Airport,Chennai City Centre,4205,INR,4
CAR00285,TravelGo,Luxury Sedan,Mumbai,Maharashtra,Mumbai Airport,Mumbai Bus Stand,4034,INR,5
CAR00286,BookGuard Cars,Sedan,Goa,Goa,Goa Airport,Goa Railway Station,3492,INR,5
CAR00287,QuickCab,Sedan,Manali,Himachal Pradesh,Manali Airport,Manali City Centre,825,INR,5
CAR00288,BookGuard Cars,SUV,Mumbai,Maharashtra,Mumbai Airport,Mumbai Railway Station,3778,INR,7
CAR00289,TravelGo,Tempo Traveller,Hyderabad,Telangana,Hyderabad Airport,Hyderabad City Centre,1941,INR,4
CAR00290,QuickCab,Tempo Traveller,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Railway Station,2952,INR,4
CAR00291,TravelGo,SUV,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow City Centre,3812,INR,5
CAR00292,TravelGo,Hatchback,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,1998,INR,7
CAR00293,UrbanMove,SUV,Kochi,Kerala,Kochi Airport,Kochi Bus Stand,2705,INR,7
CAR00294,QuickCab,Luxury Sedan,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Bus Stand,4629,INR,7
CAR00295,QuickCab,Tempo Traveller,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Railway Station,695,INR,6
CAR00296,BookGuard Cars,Luxury Sedan,Udaipur,Rajasthan,Udaipur Airport,Udaipur City Centre,1937,INR,6
CAR00297,BookGuard Cars,Luxury Sedan,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,2617,INR,6
CAR00298,QuickCab,Luxury Sedan,Manali,Himachal Pradesh,Manali Airport,Manali Railway Station,3919,INR,7
CAR00299,QuickCab,Sedan,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Railway Station,274,INR,4
CAR00300,CityRide,Tempo Traveller,Mysuru,Karnataka,Mysuru Airport,Mysuru Bus Stand,3525,INR,6
CAR00301,BookGuard Cars,Tempo Traveller,Kochi,Kerala,Kochi Airport,Kochi Bus Stand,4378,INR,5
CAR00302,UrbanMove,Sedan,Chennai,Tamil Nadu,Chennai Airport,Chennai City Centre,4975,INR,7
CAR00303,UrbanMove,Hatchback,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Bus Stand,1423,INR,6
CAR00304,QuickCab,SUV,Manali,Himachal Pradesh,Manali Airport,Manali City Centre,1511,INR,5
CAR00305,CityRide,Sedan,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,1561,INR,7
CAR00306,TravelGo,Sedan,Chennai,Tamil Nadu,Chennai Airport,Chennai City Centre,250,INR,4
CAR00307,BookGuard Cars,Hatchback,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Railway Station,4188,INR,5
CAR00308,CityRide,SUV,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow Railway Station,614,INR,5
CAR00309,CityRide,Hatchback,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,1611,INR,5
CAR00310,TravelGo,Tempo Traveller,Pune,Maharashtra,Pune Airport,Pune Railway Station,628,INR,4
CAR00311,UrbanMove,Luxury Sedan,Delhi,Delhi,Delhi Airport,Delhi City Centre,4020,INR,5
CAR00312,QuickCab,Luxury Sedan,Manali,Himachal Pradesh,Manali Airport,Manali Bus Stand,4746,INR,7
CAR00313,TravelGo,Luxury Sedan,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,4481,INR,5
CAR00314,UrbanMove,Luxury Sedan,Mumbai,Maharashtra,Mumbai Airport,Mumbai City Centre,4819,INR,5
CAR00315,UrbanMove,Luxury Sedan,Mysuru,Karnataka,Mysuru Airport,Mysuru City Centre,479,INR,6
CAR00316,CityRide,Hatchback,Chennai,Tamil Nadu,Chennai Airport,Chennai City Centre,1363,INR,5
CAR00317,TravelGo,Hatchback,Chennai,Tamil Nadu,Chennai Airport,Chennai Bus Stand,407,INR,5
CAR00318,TravelGo,Tempo Traveller,Pune,Maharashtra,Pune Airport,Pune Railway Station,3994,INR,7
CAR00319,BookGuard Cars,SUV,Chennai,Tamil Nadu,Chennai Airport,Chennai City Centre,4377,INR,4
CAR00320,TravelGo,Sedan,Udaipur,Rajasthan,Udaipur Airport,Udaipur Bus Stand,4989,INR,7
CAR00321,QuickCab,Hatchback,Goa,Goa,Goa Airport,Goa Railway Station,2448,INR,5
CAR00322,CityRide,Sedan,Mysuru,Karnataka,Mysuru Airport,Mysuru City Centre,2676,INR,7
CAR00323,CityRide,Hatchback,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,3197,INR,5
CAR00324,UrbanMove,Luxury Sedan,Mysuru,Karnataka,Mysuru Airport,Mysuru Bus Stand,294,INR,4
CAR00325,BookGuard Cars,Tempo Traveller,Udaipur,Rajasthan,Udaipur Airport,Udaipur City Centre,2833,INR,4
CAR00326,UrbanMove,Hatchback,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad City Centre,1594,INR,5
CAR00327,BookGuard Cars,SUV,Kochi,Kerala,Kochi Airport,Kochi City Centre,1531,INR,4
CAR00328,CityRide,Hatchback,Pune,Maharashtra,Pune Airport,Pune Bus Stand,4283,INR,7
CAR00329,UrbanMove,Sedan,Kolkata,West Bengal,Kolkata Airport,Kolkata Railway Station,2998,INR,6
CAR00330,QuickCab,Hatchback,Goa,Goa,Goa Airport,Goa Railway Station,4832,INR,7
CAR00331,UrbanMove,Hatchback,Manali,Himachal Pradesh,Manali Airport,Manali City Centre,894,INR,7
CAR00332,UrbanMove,Tempo Traveller,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow Railway Station,1955,INR,6
CAR00333,CityRide,Tempo Traveller,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Bus Stand,2745,INR,6
CAR00334,UrbanMove,Hatchback,Kochi,Kerala,Kochi Airport,Kochi Railway Station,3143,INR,4
CAR00335,QuickCab,SUV,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Railway Station,919,INR,4
CAR00336,TravelGo,SUV,Kochi,Kerala,Kochi Airport,Kochi Railway Station,1846,INR,6
CAR00337,TravelGo,Hatchback,Goa,Goa,Goa Airport,Goa Railway Station,1016,INR,6
CAR00338,TravelGo,Tempo Traveller,Mumbai,Maharashtra,Mumbai Airport,Mumbai Railway Station,4074,INR,4
CAR00339,QuickCab,SUV,Manali,Himachal Pradesh,Manali Airport,Manali City Centre,708,INR,4
CAR00340,BookGuard Cars,Tempo Traveller,Manali,Himachal Pradesh,Manali Airport,Manali Bus Stand,4125,INR,5
CAR00341,TravelGo,Tempo Traveller,Mumbai,Maharashtra,Mumbai Airport,Mumbai Bus Stand,2142,INR,7
CAR00342,QuickCab,SUV,Delhi,Delhi,Delhi Airport,Delhi Railway Station,3552,INR,7
CAR00343,TravelGo,Sedan,Manali,Himachal Pradesh,Manali Airport,Manali Bus Stand,2385,INR,7
CAR00344,UrbanMove,Tempo Traveller,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Bus Stand,3875,INR,4
CAR00345,TravelGo,Tempo Traveller,Chennai,Tamil Nadu,Chennai Airport,Chennai Railway Station,3117,INR,4
CAR00346,CityRide,Hatchback,Kochi,Kerala,Kochi Airport,Kochi City Centre,1235,INR,5
CAR00347,QuickCab,Sedan,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Railway Station,1535,INR,6
CAR00348,UrbanMove,Luxury Sedan,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,260,INR,5
CAR00349,UrbanMove,SUV,Jaipur,Rajasthan,Jaipur Airport,Jaipur Railway Station,1543,INR,7
CAR00350,TravelGo,Sedan,Kochi,Kerala,Kochi Airport,Kochi Bus Stand,1428,INR,7
CAR00351,TravelGo,Luxury Sedan,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Bus Stand,766,INR,6
CAR00352,CityRide,Tempo Traveller,Chennai,Tamil Nadu,Chennai Airport,Chennai Railway Station,1605,INR,7
CAR00353,QuickCab,SUV,Manali,Himachal Pradesh,Manali Airport,Manali City Centre,4894,INR,7
CAR00354,BookGuard Cars,Tempo Traveller,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,4790,INR,5
CAR00355,UrbanMove,SUV,Udaipur,Rajasthan,Udaipur Airport,Udaipur Bus Stand,1308,INR,6
CAR00356,QuickCab,Sedan,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,2742,INR,4
CAR00357,TravelGo,Tempo Traveller,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad City Centre,3355,INR,4
CAR00358,UrbanMove,Sedan,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Railway Station,1130,INR,5
CAR00359,BookGuard Cars,Tempo Traveller,Udaipur,Rajasthan,Udaipur Airport,Udaipur Bus Stand,736,INR,4
CAR00360,UrbanMove,SUV,Delhi,Delhi,Delhi Airport,Delhi City Centre,544,INR,5
CAR00361,QuickCab,Luxury Sedan,Chennai,Tamil Nadu,Chennai Airport,Chennai City Centre,4738,INR,4
CAR00362,UrbanMove,Tempo Traveller,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,2721,INR,4
CAR00363,UrbanMove,SUV,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,3196,INR,4
CAR00364,CityRide,Hatchback,Kolkata,West Bengal,Kolkata Airport,Kolkata Bus Stand,1676,INR,6
CAR00365,QuickCab,Luxury Sedan,Goa,Goa,Goa Airport,Goa Railway Station,2014,INR,7
CAR00366,CityRide,Tempo Traveller,Goa,Goa,Goa Airport,Goa Bus Stand,1803,INR,4
CAR00367,UrbanMove,Hatchback,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru City Centre,4196,INR,5
CAR00368,BookGuard Cars,Sedan,Mysuru,Karnataka,Mysuru Airport,Mysuru City Centre,3574,INR,7
CAR00369,TravelGo,SUV,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow City Centre,4679,INR,7
CAR00370,QuickCab,Luxury Sedan,Kochi,Kerala,Kochi Airport,Kochi City Centre,3557,INR,6
CAR00371,TravelGo,Sedan,Delhi,Delhi,Delhi Airport,Delhi Railway Station,2476,INR,7
CAR00372,UrbanMove,Sedan,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow Bus Stand,2342,INR,7
CAR00373,UrbanMove,Hatchback,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,3757,INR,4
CAR00374,UrbanMove,SUV,Hyderabad,Telangana,Hyderabad Airport,Hyderabad City Centre,3752,INR,7
CAR00375,QuickCab,Hatchback,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru City Centre,2279,INR,6
CAR00376,QuickCab,SUV,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad City Centre,2758,INR,6
CAR00377,QuickCab,Luxury Sedan,Jaipur,Rajasthan,Jaipur Airport,Jaipur Bus Stand,2917,INR,7
CAR00378,BookGuard Cars,Hatchback,Udaipur,Rajasthan,Udaipur Airport,Udaipur City Centre,683,INR,6
CAR00379,TravelGo,Sedan,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow City Centre,3947,INR,6
CAR00380,CityRide,SUV,Mumbai,Maharashtra,Mumbai Airport,Mumbai Railway Station,4536,INR,6
CAR00381,CityRide,SUV,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Railway Station,1093,INR,4
CAR00382,QuickCab,Hatchback,Kochi,Kerala,Kochi Airport,Kochi City Centre,4518,INR,7
CAR00383,UrbanMove,Sedan,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad City Centre,3907,INR,6
CAR00384,BookGuard Cars,Tempo Traveller,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow Railway Station,2109,INR,6
CAR00385,QuickCab,Sedan,Pune,Maharashtra,Pune Airport,Pune Railway Station,4260,INR,5
CAR00386,UrbanMove,Hatchback,Manali,Himachal Pradesh,Manali Airport,Manali Railway Station,916,INR,5
CAR00387,QuickCab,SUV,Delhi,Delhi,Delhi Airport,Delhi Bus Stand,1264,INR,5
CAR00388,CityRide,SUV,Goa,Goa,Goa Airport,Goa Railway Station,367,INR,7
CAR00389,BookGuard Cars,SUV,Goa,Goa,Goa Airport,Goa City Centre,3723,INR,6
CAR00390,QuickCab,Luxury Sedan,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,3583,INR,4
CAR00391,QuickCab,SUV,Udaipur,Rajasthan,Udaipur Airport,Udaipur Railway Station,3326,INR,6
CAR00392,BookGuard Cars,Sedan,Mumbai,Maharashtra,Mumbai Airport,Mumbai City Centre,2333,INR,5
CAR00393,BookGuard Cars,Tempo Traveller,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad City Centre,3092,INR,7
CAR00394,BookGuard Cars,Sedan,Goa,Goa,Goa Airport,Goa City Centre,3222,INR,7
CAR00395,TravelGo,Hatchback,Jaipur,Rajasthan,Jaipur Airport,Jaipur Railway Station,1108,INR,4
CAR00396,CityRide,SUV,Delhi,Delhi,Delhi Airport,Delhi City Centre,534,INR,7
CAR00397,TravelGo,Sedan,Pune,Maharashtra,Pune Airport,Pune Bus Stand,4476,INR,6
CAR00398,UrbanMove,Hatchback,Hyderabad,Telangana,Hyderabad Airport,Hyderabad City Centre,1613,INR,7
CAR00399,TravelGo,SUV,Delhi,Delhi,Delhi Airport,Delhi City Centre,3016,INR,6
CAR00400,CityRide,Sedan,Delhi,Delhi,Delhi Airport,Delhi Bus Stand,281,INR,4
CAR00401,BookGuard Cars,Hatchback,Pune,Maharashtra,Pune Airport,Pune City Centre,3052,INR,7
CAR00402,TravelGo,Tempo Traveller,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Railway Station,1294,INR,4
CAR00403,UrbanMove,Hatchback,Mysuru,Karnataka,Mysuru Airport,Mysuru Railway Station,1308,INR,6
CAR00404,CityRide,Tempo Traveller,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Bus Stand,1324,INR,6
CAR00405,UrbanMove,Hatchback,Jaipur,Rajasthan,Jaipur Airport,Jaipur Bus Stand,3176,INR,4
CAR00406,TravelGo,SUV,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,739,INR,5
CAR00407,CityRide,Tempo Traveller,Delhi,Delhi,Delhi Airport,Delhi Bus Stand,1931,INR,7
CAR00408,UrbanMove,SUV,Jaipur,Rajasthan,Jaipur Airport,Jaipur City Centre,3701,INR,4
CAR00409,QuickCab,SUV,Chennai,Tamil Nadu,Chennai Airport,Chennai Bus Stand,3437,INR,7
CAR00410,CityRide,Luxury Sedan,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru City Centre,3921,INR,7
CAR00411,CityRide,Tempo Traveller,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru City Centre,1703,INR,4
CAR00412,BookGuard Cars,Luxury Sedan,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad City Centre,673,INR,5
CAR00413,QuickCab,Hatchback,Mysuru,Karnataka,Mysuru Airport,Mysuru Bus Stand,4317,INR,5
CAR00414,BookGuard Cars,SUV,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow City Centre,1562,INR,7
CAR00415,CityRide,Tempo Traveller,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,2531,INR,7
CAR00416,QuickCab,SUV,Mumbai,Maharashtra,Mumbai Airport,Mumbai Bus Stand,2342,INR,5
CAR00417,BookGuard Cars,Hatchback,Udaipur,Rajasthan,Udaipur Airport,Udaipur Bus Stand,883,INR,6
CAR00418,UrbanMove,SUV,Udaipur,Rajasthan,Udaipur Airport,Udaipur City Centre,858,INR,5
CAR00419,TravelGo,Tempo Traveller,Mumbai,Maharashtra,Mumbai Airport,Mumbai Bus Stand,4581,INR,6
CAR00420,UrbanMove,SUV,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,373,INR,5
CAR00421,UrbanMove,Sedan,Goa,Goa,Goa Airport,Goa City Centre,660,INR,6
CAR00422,QuickCab,Hatchback,Jaipur,Rajasthan,Jaipur Airport,Jaipur Bus Stand,1378,INR,7
CAR00423,UrbanMove,Luxury Sedan,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,1182,INR,6
CAR00424,UrbanMove,Tempo Traveller,Pune,Maharashtra,Pune Airport,Pune Bus Stand,3653,INR,4
CAR00425,QuickCab,SUV,Mysuru,Karnataka,Mysuru Airport,Mysuru Bus Stand,1642,INR,6
CAR00426,CityRide,SUV,Mumbai,Maharashtra,Mumbai Airport,Mumbai Railway Station,4423,INR,5
CAR00427,UrbanMove,Sedan,Chennai,Tamil Nadu,Chennai Airport,Chennai Railway Station,1935,INR,4
CAR00428,QuickCab,Hatchback,Kochi,Kerala,Kochi Airport,Kochi City Centre,1456,INR,5
CAR00429,UrbanMove,SUV,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Bus Stand,3911,INR,5
CAR00430,QuickCab,Luxury Sedan,Pune,Maharashtra,Pune Airport,Pune City Centre,2591,INR,7
CAR00431,QuickCab,Tempo Traveller,Goa,Goa,Goa Airport,Goa Bus Stand,1969,INR,5
CAR00432,QuickCab,SUV,Delhi,Delhi,Delhi Airport,Delhi City Centre,720,INR,5
CAR00433,UrbanMove,Luxury Sedan,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Bus Stand,1519,INR,5
CAR00434,BookGuard Cars,Luxury Sedan,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Railway Station,4217,INR,4
CAR00435,CityRide,Tempo Traveller,Pune,Maharashtra,Pune Airport,Pune City Centre,3642,INR,5
CAR00436,QuickCab,Sedan,Goa,Goa,Goa Airport,Goa City Centre,703,INR,4
CAR00437,TravelGo,Hatchback,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow City Centre,2198,INR,5
CAR00438,TravelGo,Tempo Traveller,Pune,Maharashtra,Pune Airport,Pune City Centre,3553,INR,6
CAR00439,QuickCab,SUV,Goa,Goa,Goa Airport,Goa Bus Stand,3162,INR,7
CAR00440,CityRide,Luxury Sedan,Kochi,Kerala,Kochi Airport,Kochi Bus Stand,2950,INR,6
CAR00441,BookGuard Cars,SUV,Jaipur,Rajasthan,Jaipur Airport,Jaipur Bus Stand,591,INR,6
CAR00442,QuickCab,SUV,Mysuru,Karnataka,Mysuru Airport,Mysuru Railway Station,3203,INR,6
CAR00443,QuickCab,Luxury Sedan,Udaipur,Rajasthan,Udaipur Airport,Udaipur City Centre,2860,INR,7
CAR00444,CityRide,Tempo Traveller,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Bus Stand,3449,INR,6
CAR00445,UrbanMove,Sedan,Pune,Maharashtra,Pune Airport,Pune Railway Station,1430,INR,5
CAR00446,UrbanMove,Tempo Traveller,Manali,Himachal Pradesh,Manali Airport,Manali Bus Stand,3437,INR,5
CAR00447,TravelGo,Sedan,Goa,Goa,Goa Airport,Goa City Centre,4895,INR,4
CAR00448,UrbanMove,Tempo Traveller,Mysuru,Karnataka,Mysuru Airport,Mysuru Railway Station,4498,INR,6
CAR00449,QuickCab,Hatchback,Kochi,Kerala,Kochi Airport,Kochi Railway Station,750,INR,7
CAR00450,CityRide,Hatchback,Mysuru,Karnataka,Mysuru Airport,Mysuru City Centre,2497,INR,5
CAR00451,CityRide,Luxury Sedan,Udaipur,Rajasthan,Udaipur Airport,Udaipur City Centre,1031,INR,6
CAR00452,UrbanMove,Tempo Traveller,Goa,Goa,Goa Airport,Goa Bus Stand,4030,INR,7
CAR00453,CityRide,Sedan,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,3350,INR,5
CAR00454,QuickCab,Hatchback,Goa,Goa,Goa Airport,Goa Railway Station,1746,INR,4
CAR00455,QuickCab,Luxury Sedan,Delhi,Delhi,Delhi Airport,Delhi City Centre,2540,INR,7
CAR00456,TravelGo,SUV,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,4647,INR,5
CAR00457,CityRide,Hatchback,Chennai,Tamil Nadu,Chennai Airport,Chennai City Centre,3044,INR,7
CAR00458,CityRide,SUV,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru City Centre,603,INR,6
CAR00459,UrbanMove,Luxury Sedan,Hyderabad,Telangana,Hyderabad Airport,Hyderabad Railway Station,2429,INR,7
CAR00460,CityRide,Luxury Sedan,Mumbai,Maharashtra,Mumbai Airport,Mumbai Bus Stand,3352,INR,4
CAR00461,BookGuard Cars,Tempo Traveller,Ahmedabad,Gujarat,Ahmedabad Airport,Ahmedabad Railway Station,1678,INR,5
CAR00462,QuickCab,SUV,Udaipur,Rajasthan,Udaipur Airport,Udaipur Railway Station,4442,INR,6
CAR00463,CityRide,Sedan,Bengaluru,Karnataka,Bengaluru Airport,Bengaluru Bus Stand,2438,INR,6
CAR00464,UrbanMove,Luxury Sedan,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow City Centre,2732,INR,4
CAR00465,UrbanMove,Sedan,Delhi,Delhi,Delhi Airport,Delhi Bus Stand,3289,INR,5
CAR00466,BookGuard Cars,Hatchback,Lucknow,Uttar Pradesh,Lucknow Airport,Lucknow Bus Stand,2101,INR,6
CAR00467,CityRide,Hatchback,Kolkata,West Bengal,Kolkata Airport,Kolkata City Centre,1529,INR,7
CAR00468,CityRide,Hatchback,Jaipur,Rajasthan,Jaipur Airport,Jaipur City Centre,3676,INR,6
CAR00469,BookGuard Cars,Luxury Sedan,Kochi,Kerala,Kochi Airport,Kochi Bus Stand,3890,INR,6
CAR00470,BookGuard Cars,Tempo Traveller,Delhi,Delhi,Delhi Airport,Delhi Railway Station,3824,INR,6
CAR00471,UrbanMove,Sedan,Pune,Maharashtra,Pune Airport,Pune Railway Station,2621,INR,7
