event_id,transaction_id,booking_id,provider_id,event_type,resource_type,status,message,timestamp
EVT0000244,TXN000537,BK000263,PROV00082,rollback_failure,transport,success,payment rejected,2027-03-26T12:19:00
EVT0000245,TXN000766,BK000535,PROV00228,booking_started,flight_seat,pending,provider unavailable,2027-01-10T22:32:00
EVT0000246,TXN000031,BK000589,PROV00085,booking_cancelled,hotel_room,success,resource unavailable,2027-03-26T01:14:00
EVT0000247,TXN000060,BK000554,PROV00252,booking_cancelled,transport,failure,rollback completed,2026-10-20T18:09:00
EVT0000248,TXN000043,BK000060,PROV00244,payment_started,hotel_room,failure,rollback completed,2026-11-29T12:28:00
EVT0000249,TXN000281,BK000182,PROV00021,rollback_failure,transport,pending,rollback completed,2026-12-16T02:29:00
EVT0000250,TXN000437,BK000576,PROV00047,booking_cancelled,activity_slot,pending,rollback initiated,2026-11-07T12:39:00
EVT0000251,TXN000728,BK000002,PROV00081,rollback_started,flight_seat,failure,provider unavailable,2026-11-17T06:55:00
EVT0000252,TXN000833,BK000857,PROV00067,provider_called,flight_seat,failure,rollback initiated,2026-10-18T13:34:00
EVT0000253,TXN000285,BK000180,PROV00255,rollback_success,activity_slot,failure,request timed out,2027-01-04T12:09:00
EVT0000254,TXN000063,BK000451,PROV00145,payment_started,flight_seat,pending,request timed out,2026-10-05T03:52:00
EVT0000255,TXN000564,BK000911,PROV00262,provider_called,flight_seat,failure,resource unavailable,2027-02-02T21:46:00
EVT0000256,TXN000190,BK000311,PROV00205,payment_started,transport,success,payment rejected,2027-02-15T16:58:00
EVT0000257,TXN000684,BK000287,PROV00230,provider_failure,hotel_room,failure,provider unavailable,2027-02-13T01:36:00
EVT0000258,TXN000427,BK000754,PROV00031,booking_cancelled,flight_seat,failure,payment rejected,2027-01-07T10:20:00
EVT0000259,TXN000586,BK000046,PROV00121,provider_called,transport,failure,provider unavailable,2026-11-15T07:18:00
EVT0000260,TXN000891,BK000913,PROV00260,payment_failure,hotel_room,success,provider unavailable,2027-01-08T06:10:00
EVT0000261,TXN000268,BK000709,PROV00248,availability_checked,flight_seat,failure,payment rejected,2026-11-04T16:49:00
EVT0000262,TXN000677,BK000618,PROV00166,resource_locked,flight_seat,pending,request timed out,2026-12-08T10:42:00
EVT0000263,TXN000699,BK000371,PROV00013,rollback_started,flight_seat,success,request timed out,2027-01-29T21:10:00
EVT0000264,TXN000478,BK000146,PROV00290,provider_called,hotel_room,pending,rollback completed,2026-12-22T13:12:00
EVT0000265,TXN000309,BK000487,PROV00231,booking_confirmed,transport,failure,request timed out,2027-02-14T08:09:00
EVT0000266,TXN000297,BK000825,PROV00234,payment_started,transport,failure,provider unavailable,2027-01-12T22:05:00
EVT0000267,TXN000955,BK000498,PROV00077,payment_started,flight_seat,failure,request timed out,2026-12-29T09:37:00
EVT0000268,TXN000398,BK000400,PROV00082,payment_started,hotel_room,pending,payment rejected,2027-02-05T03:51:00
EVT0000269,TXN000076,BK000044,PROV00188,provider_success,activity_slot,failure,rollback completed,2026-11-06T06:59:00
EVT0000270,TXN000439,BK000073,PROV00286,booking_started,hotel_room,failure,resource unavailable,2027-01-05T00:07:00
EVT0000271,TXN000682,BK000528,PROV00147,rollback_started,hotel_room,pending,provider unavailable,2027-02-17T16:31:00
EVT0000272,TXN000919,BK000085,PROV00247,booking_cancelled,transport,failure,provider unavailable,2026-11-05T14:32:00
EVT0000273,TXN000316,BK000224,PROV00149,availability_checked,hotel_room,failure,payment rejected,2027-03-11T21:22:00
EVT0000274,TXN000027,BK000289,PROV00147,booking_started,flight_seat,success,payment rejected,2026-11-05T21:11:00
EVT0000275,TXN000968,BK000044,PROV00289,booking_confirmed,hotel_room,pending,request timed out,2026-10-14T03:56:00
EVT0000276,TXN000368,BK000090,PROV00163,provider_failure,transport,pending,request timed out,2026-11-08T15:39:00
EVT0000277,TXN000046,BK000889,PROV00283,rollback_failure,hotel_room,pending,rollback initiated,2026-11-21T16:09:00
EVT0000278,TXN000797,BK000563,PROV00206,payment_failure,flight_seat,success,rollback initiated,2027-02-08T00:56:00
EVT0000279,TXN000427,BK000034,PROV00206,rollback_started,transport,failure,provider unavailable,2027-01-17T06:52:00
EVT0000280,TXN000253,BK000469,PROV00009,provider_failure,activity_slot,pending,payment rejected,2026-10-12T10:17:00
EVT0000281,TXN000941,BK000447,PROV00284,availability_checked,hotel_room,failure,operation completed,2027-02-25T19:28:00
EVT0000282,TXN000686,BK000047,PROV00146,resource_locked,transport,failure,rollback completed,2026-11-05T19:08:00
EVT0000283,TXN000072,BK000254,PROV00178,provider_failure,activity_slot,pending,resource unavailable,2027-03-09T03:29:00
EVT0000284,TXN000112,BK000567,PROV00040,provider_success,flight_seat,success,resource unavailable,2027-02-06T09:06:00
EVT0000285,TXN000641,BK000660,PROV00006,rollback_started,transport,failure,rollback completed,2026-11-07T09:19:00
EVT0000286,TXN000107,BK000362,PROV00205,payment_failure,transport,failure,rollback initiated,2027-02-23T14:14:00
EVT0000287,TXN000928,BK000472,PROV00243,booking_confirmed,transport,pending,request timed out,2026-11-14T00:32:00
EVT0000288,TXN000921,BK000821,PROV00211,payment_failure,hotel_room,success,provider unavailable,2027-01-31T00:22:00
EVT0000289,TXN000171,BK000023,PROV00124,provider_called,hotel_room,failure,resource unavailable,2027-03-20T22:41:00
EVT0000290,TXN000808,BK000515,PROV00073,provider_called,flight_seat,pending,rollback initiated,2027-02-01T09:47:00
EVT0000291,TXN000622,BK000904,PROV00180,booking_cancelled,hotel_room,success,operation completed,2027-01-04T11:35:00
EVT0000292,TXN000676,BK000798,PROV00174,payment_failure,activity_slot,failure,rollback initiated,2026-10-05T14:26:00
EVT0000293,TXN000426,BK000350,PROV00082,payment_started,flight_seat,success,provider unavailable,2026-11-29T15:51:00
EVT0000294,TXN000714,BK000880,PROV00239,availability_checked,transport,pending,rollback completed,2026-10-05T22:34:00
EVT0000295,TXN000600,BK000177,PROV00155,booking_started,flight_seat,success,request timed out,2027-01-28T16:11:00
EVT0000296,TXN000895,BK000570,PROV00121,booking_cancelled,transport,pending,resource unavailable,2027-02-07T13:44:00
EVT0000297,TXN000211,BK000573,PROV00062,provider_failure,hotel_room,success,rollback completed,2026-12-13T04:03:00
EVT0000298,TXN000238,BK000548,PROV00134,payment_failure,transport,failure,resource unavailable,2027-02-06T04:34:00
EVT0000299,TXN000405,BK000571,PROV00064,provider_success,activity_slot,pending,request timed out,2026-11-23T13:03:00
EVT0000300,TXN000533,BK000301,PROV00006,booking_started,hotel_room,success,rollback initiated,2027-02-02T02:11:00
EVT0000301,TXN000533,BK000012,PROV00151,resource_locked,flight_seat,success,payment rejected,2026-10-13T16:53:00
EVT0000302,TXN000253,BK000939,PROV00100,availability_checked,transport,failure,payment rejected,2027-01-25T13:06:00
EVT0000303,TXN000936,BK000566,PROV00002,rollback_started,flight_seat,failure,payment rejected,2027-02-12T16:15:00
EVT0000304,TXN000631,BK000602,PROV00044,resource_locked,flight_seat,pending,provider unavailable,2026-10-23T16:51:00
EVT0000305,TXN000331,BK000493,PROV00153,rollback_failure,flight_seat,failure,rollback initiated,2027-03-03T11:35:00
EVT0000306,TXN000691,BK000807,PROV00085,rollback_failure,hotel_room,success,provider unavailable,2026-10-01T23:11:00
EVT0000307,TXN000480,BK000061,PROV00037,payment_started,transport,success,rollback completed,2026-10-10T00:20:00
EVT0000308,TXN000318,BK000688,PROV00131,rollback_success,flight_seat,failure,operation completed,2026-12-19T23:15:00
EVT0000309,TXN000326,BK000539,PROV00244,rollback_started,activity_slot,failure,payment rejected,2026-10-28T11:08:00
EVT0000310,TXN000295,BK000190,PROV00170,rollback_failure,transport,failure,resource unavailable,2027-01-19T18:50:00
EVT0000311,TXN000577,BK000009,PROV00212,rollback_success,transport,failure,provider unavailable,2026-11-13T16:18:00
EVT0000312,TXN000494,BK000885,PROV00265,rollback_success,flight_seat,pending,payment rejected,2026-11-05T06:49:00
EVT0000313,TXN000370,BK000114,PROV00264,provider_failure,flight_seat,failure,request timed out,2026-12-01T10:23:00
EVT0000314,TXN000819,BK000425,PROV00082,rollback_failure,activity_slot,failure,payment rejected,2027-01-17T08:02:00
EVT0000315,TXN000331,BK000214,PROV00030,rollback_started,flight_seat,failure,rollback completed,2027-03-19T21:08:00
EVT0000316,TXN000546,BK000455,PROV00132,payment_started,flight_seat,success,rollback completed,2026-12-11T01:48:00
EVT0000317,TXN000259,BK000799,PROV00035,booking_confirmed,activity_slot,failure,payment rejected,2026-10-19T17:38:00
EVT0000318,TXN000928,BK000983,PROV00147,provider_called,activity_slot,failure,resource unavailable,2026-12-09T05:28:00
EVT0000319,TXN000696,BK000994,PROV00275,payment_success,flight_seat,success,payment rejected,2027-03-18T19:13:00
EVT0000320,TXN000872,BK000168,PROV00287,provider_failure,activity_slot,pending,resource unavailable,2026-10-01T17:40:00
EVT0000321,TXN000597,BK000815,PROV00137,payment_success,flight_seat,failure,rollback initiated,2026-12-23T15:28:00
EVT0000322,TXN000398,BK000467,PROV00266,provider_failure,activity_slot,success,operation completed,2027-03-13T14:30:00
EVT0000323,TXN000692,BK000399,PROV00225,provider_failure,transport,success,provider unavailable,2026-11-13T11:21:00
EVT0000324,TXN000577,BK000404,PROV00128,payment_started,hotel_room,failure,rollback completed,2027-01-26T18:05:00
EVT0000325,TXN000139,BK000603,PROV00039,provider_success,activity_slot,pending,rollback completed,2026-11-12T10:08:00
EVT0000326,TXN000519,BK000965,PROV00132,booking_cancelled,hotel_room,pending,payment rejected,2026-12-09T07:40:00
EVT0000327,TXN000213,BK000210,PROV00236,payment_success,flight_seat,failure,rollback initiated,2026-12-09T08:52:00
EVT0000328,TXN000463,BK000779,PROV00074,provider_called,flight_seat,failure,operation completed,2027-02-10T15:18:00
EVT0000329,TXN000326,BK000514,PROV00157,resource_locked,hotel_room,success,rollback initiated,2027-02-04T04:34:00
EVT0000330,TXN001000,BK000170,PROV00160,payment_success,flight_seat,success,operation completed,2027-03-25T11:48:00
EVT0000331,TXN000706,BK000129,PROV00229,booking_cancelled,flight_seat,success,rollback completed,2027-01-12T16:20:00
EVT0000332,TXN000010,BK000445,PROV00089,provider_failure,hotel_room,pending,resource unavailable,2027-02-06T14:51:00
EVT0000333,TXN000643,BK000406,PROV00108,rollback_failure,transport,failure,provider unavailable,2027-02-26T15:00:00
EVT0000334,TXN000716,BK000325,PROV00260,rollback_started,transport,pending,request timed out,2027-02-09T06:52:00
EVT0000335,TXN000676,BK000117,PROV00138,rollback_success,transport,failure,operation completed,2026-11-27T01:26:00
EVT0000336,TXN000165,BK000101,PROV00214,booking_confirmed,hotel_room,failure,request timed out,2027-01-12T05:43:00
EVT0000337,TXN000764,BK000613,PROV00166,booking_cancelled,flight_seat,success,operation completed,2026-10-03T18:52:00
EVT0000338,TXN000527,BK000039,PROV00118,payment_success,hotel_room,failure,payment rejected,2026-11-14T11:25:00
EVT0000339,TXN000662,BK000576,PROV00091,booking_started,flight_seat,failure,resource unavailable,2026-10-24T10:45:00
EVT0000340,TXN000107,BK000483,PROV00271,booking_cancelled,activity_slot,failure,payment rejected,2027-01-09T06:18:00
EVT0000341,TXN000270,BK000829,PROV00181,booking_cancelled,activity_slot,pending,rollback initiated,2026-12-15T10:49:00
EVT0000342,TXN000837,BK000712,PROV00191,booking_confirmed,activity_slot,pending,payment rejected,2026-11-17T15:22:00
EVT0000343,TXN000679,BK000338,PROV00081,rollback_failure,flight_seat,failure,resource unavailable,2026-10-23T05:36:00
EVT0000344,TXN000126,BK000898,PROV00149,rollback_failure,transport,failure,payment rejected,2027-01-22T16:51:00
EVT0000345,TXN000737,BK000660,PROV00062,booking_started,flight_seat,pending,request timed out,2026-11-15T08:02:00
EVT0000346,TXN000103,BK000427,PROV00162,booking_confirmed,flight_seat,success,provider unavailable,2027-03-19T04:27:00
EVT0000347,TXN000281,BK000354,PROV00132,provider_called,activity_slot,failure,rollback completed,2026-12-04T05:02:00
EVT0000348,TXN000848,BK000253,PROV00262,payment_failure,flight_seat,failure,payment rejected,2026-12-27T12:37:00
EVT0000349,TXN000377,BK000092,PROV00030,rollback_success,activity_slot,failure,rollback initiated,2026-10-25T07:35:00
EVT0000350,TXN000914,BK000256,PROV00005,resource_locked,hotel_room,pending,rollback completed,2026-10-02T05:34:00
EVT0000351,TXN000624,BK000714,PROV00149,resource_locked,hotel_room,success,request timed out,2027-03-05T03:41:00
EVT0000352,TXN000916,BK000982,PROV00094,provider_failure,transport,pending,provider unavailable,2027-02-15T23:55:00
EVT0000353,TXN000555,BK000193,PROV00190,rollback_started,flight_seat,pending,rollback completed,2026-12-02T12:28:00
EVT0000354,TXN000205,BK000257,PROV00169,provider_called,activity_slot,failure,resource unavailable,2027-03-24T16:04:00
EVT0000355,TXN000606,BK000840,PROV00158,booking_started,flight_seat,pending,rollback completed,2027-03-09T12:31:00
EVT0000356,TXN000251,BK000221,PROV00087,rollback_success,flight_seat,pending,resource unavailable,2027-03-26T18:07:00
EVT0000357,TXN000433,BK000967,PROV00258,booking_started,hotel_room,failure,rollback initiated,2027-03-20T15:56:00
EVT0000358,TXN000018,BK000848,PROV00241,rollback_success,hotel_room,failure,resource unavailable,2027-01-20T13:02:00
EVT0000359,TXN000211,BK000989,PROV00285,provider_failure,transport,failure,request timed out,2027-01-25T01:29:00
EVT0000360,TXN000448,BK000420,PROV00162,availability_checked,transport,success,resource unavailable,2027-03-05T17:32:00
EVT0000361,TXN000695,BK000279,PROV00246,rollback_started,transport,success,rollback completed,2027-01-03T00:06:00
EVT0000362,TXN000618,BK000279,PROV00076,provider_success,transport,pending,request timed out,2026-11-25T06:54:00
EVT0000363,TXN000933,BK000886,PROV00224,rollback_started,hotel_room,pending,request timed out,2027-02-07T05:06:00
EVT0000364,TXN000073,BK000523,PROV00065,payment_success,activity_slot,success,operation completed,2026-11-15T13:56:00
EVT0000365,TXN000024,BK000435,PROV00142,rollback_started,hotel_room,success,provider unavailable,2027-01-17T22:38:00
EVT0000366,TXN000694,BK000118,PROV00099,booking_cancelled,transport,pending,rollback completed,2026-10-17T20:14:00
EVT0000367,TXN000941,BK000931,PROV00158,booking_started,activity_slot,pending,payment rejected,2026-11-15T06:46:00
EVT0000368,TXN000074,BK000234,PROV00222,booking_confirmed,flight_seat,failure,rollback initiated,2026-11-24T13:54:00
EVT0000369,TXN000988,BK000085,PROV00286,rollback_started,activity_slot,success,request timed out,2027-02-21T07:45:00
EVT0000370,TXN000245,BK000557,PROV00174,resource_locked,flight_seat,pending,provider unavailable,2027-03-20T04:37:00
EVT0000371,TXN000034,BK000766,PROV00126,payment_failure,activity_slot,success,resource unavailable,2027-01-20T20:13:00
EVT0000372,TXN000729,BK000016,PROV00199,payment_started,flight_seat,success,rollback completed,2027-01-11T19:18:00
EVT0000373,TXN000203,BK000840,PROV00207,resource_locked,hotel_room,pending,request timed out,2027-01-30T10:47:00
EVT0000374,TXN000319,BK000023,PROV00023,rollback_success,flight_seat,success,resource unavailable,2027-02-11T13:58:00
EVT0000375,TXN000858,BK000281,PROV00127,booking_cancelled,hotel_room,failure,resource unavailable,2026-12-10T22:23:00
EVT0000376,TXN000856,BK000842,PROV00022,availability_checked,transport,pending,payment rejected,2027-03-11T10:35:00
EVT0000377,TXN000883,BK000612,PROV00277,availability_checked,hotel_room,success,resource unavailable,2026-12-09T10:32:00
EVT0000378,TXN000238,BK000725,PROV00024,booking_cancelled,transport,pending,request timed out,2026-11-25T07:54:00
EVT0000379,TXN000968,BK000102,PROV00246,provider_failure,flight_seat,pending,request timed out,2026-12-13T05:41:00
EVT0000380,TXN000152,BK000392,PROV00117,booking_started,activity_slot,failure,resource unavailable,2026-10-16T05:47:00
EVT0000381,TXN000930,BK000403,PROV00201,payment_success,flight_seat,pending,request timed out,2026-10-25T13:55:00
EVT0000382,TXN000772,BK000270,PROV00182,booking_confirmed,flight_seat,failure,resource unavailable,2026-12-08T03:33:00
EVT0000383,TXN000221,BK000210,PROV00030,availability_checked,transport,pending,resource unavailable,2026-10-13T09:56:00
EVT0000384,TXN000783,BK000189,PROV00182,booking_cancelled,hotel_room,pending,request timed out,2027-03-14T14:32:00
EVT0000385,TXN000770,BK000282,PROV00220,booking_confirmed,flight_seat,success,provider unavailable,2027-03-28T21:18:00
EVT0000386,TXN000990,BK000306,PROV00231,booking_started,transport,failure,provider unavailable,2026-11-02T14:16:00
EVT0000387,TXN000405,BK000814,PROV00208,payment_success,hotel_room,failure,operation completed,2027-01-06T15:31:00
EVT0000388,TXN000019,BK000302,PROV00051,payment_failure,hotel_room,failure,operation completed,2027-02-10T20:20:00
EVT0000389,TXN000757,BK000150,PROV00198,provider_success,hotel_room,pending,request timed out,2026-12-31T00:10:00
EVT0000390,TXN000187,BK000245,PROV00166,payment_failure,transport,pending,resource unavailable,2027-03-06T00:04:00
EVT0000391,TXN000079,BK000439,PROV00039,provider_called,transport,success,rollback completed,2027-01-20T01:22:00
EVT0000392,TXN000152,BK000032,PROV00278,booking_confirmed,transport,success,provider unavailable,2026-10-23T21:19:00
EVT0000393,TXN000228,BK000774,PROV00067,provider_success,activity_slot,failure,provider unavailable,2026-12-08T01:39:00
EVT0000394,TXN000922,BK000973,PROV00091,rollback_success,transport,failure,rollback initiated,2026-12-09T07:40:00
EVT0000395,TXN000861,BK000833,PROV00202,provider_success,flight_seat,failure,request timed out,2026-11-07T01:21:00
EVT0000396,TXN000899,BK000194,PROV00030,provider_called,activity_slot,success,request timed out,2026-10-07T15:10:00
EVT0000397,TXN000772,BK000927,PROV00284,provider_called,activity_slot,failure,provider unavailable,2027-02-26T02:26:00
EVT0000398,TXN000149,BK000452,PROV00102,booking_confirmed,flight_seat,success,provider unavailable,2027-02-22T12:45:00
EVT0000399,TXN000249,BK000358,PROV00294,booking_cancelled,hotel_room,success,operation completed,2026-12-18T03:46:00
EVT0000400,TXN000748,BK000392,PROV00250,payment_started,transport,failure,payment rejected,2026-12-21T04:27:00
EVT0000401,TXN000408,BK000802,PROV00240,payment_started,flight_seat,pending,resource unavailable,2026-10-06T19:47:00
EVT0000402,TXN000359,BK000184,PROV00166,rollback_started,hotel_room,pending,rollback completed,2027-03-15T22:18:00
EVT0000403,TXN000828,BK000952,PROV00074,rollback_started,activity_slot,success,rollback completed,2026-12-11T09:20:00
EVT0000404,TXN000203,BK000293,PROV00055,payment_started,hotel_room,failure,rollback initiated,2027-01-20T06:30:00
EVT0000405,TXN000450,BK000767,PROV00189,payment_started,activity_slot,failure,request timed out,2026-12-16T09:26:00
EVT0000406,TXN000259,BK000929,PROV00113,rollback_failure,hotel_room,pending,operation completed,2026-10-23T13:24:00
EVT0000407,TXN000663,BK000839,PROV00024,rollback_started,flight_seat,pending,operation completed,2026-12-24T20:03:00
EVT0000408,TXN000146,BK000703,PROV00042,booking_started,hotel_room,pending,resource unavailable,2026-10-16T11:09:00
EVT0000409,TXN000327,BK000440,PROV00103,provider_failure,flight_seat,pending,operation completed,2026-10-09T00:40:00
EVT0000410,TXN000064,BK000078,PROV00160,payment_failure,hotel_room,pending,rollback completed,2026-12-10T09:43:00
EVT0000411,TXN000175,BK000627,PROV00161,availability_checked,flight_seat,success,resource unavailable,2027-01-27T22:28:00
EVT0000412,TXN000368,BK000270,PROV00250,availability_checked,activity_slot,failure,payment rejected,2027-02-27T00:33:00
EVT0000413,TXN000963,BK000495,PROV00242,resource_locked,transport,pending,resource unavailable,2027-03-26T12:53:00
EVT0000414,TXN000029,BK000154,PROV00129,payment_success,hotel_room,pending,request timed out,2027-03-05T05:57:00
EVT0000415,TXN000851,BK000410,PROV00297,rollback_success,activity_slot,failure,request timed out,2027-02-13T22:52:00
EVT0000416,TXN000445,BK000443,PROV00254,provider_called,flight_seat,success,request timed out,2027-01-11T02:15:00
EVT0000417,TXN000112,BK000244,PROV00188,provider_called,flight_seat,pending,rollback completed,2027-03-26T02:17:00
EVT0000418,TXN000637,BK000374,PROV00235,provider_failure,activity_slot,pending,provider unavailable,2026-10-23T20:56:00
EVT0000419,TXN000811,BK000569,PROV00088,payment_failure,transport,success,provider unavailable,2027-01-18T15:35:00
EVT0000420,TXN000266,BK000555,PROV00022,provider_called,transport,success,rollback completed,2026-12-18T00:19:00
EVT0000421,TXN000358,BK000678,PROV00260,resource_locked,hotel_room,success,payment rejected,2027-01-30T17:51:00
EVT0000422,TXN000515,BK000039,PROV00090,booking_started,hotel_room,pending,rollback completed,2027-01-27T19:21:00
EVT0000423,TXN000845,BK000365,PROV00193,payment_started,hotel_room,failure,rollback initiated,2026-12-27T17:11:00
EVT0000424,TXN000913,BK000752,PROV00177,booking_confirmed,activity_slot,pending,payment rejected,2027-03-15T07:32:00
EVT0000425,TXN000334,BK000742,PROV00009,booking_started,hotel_room,pending,provider unavailable,2027-02-17T23:35:00
EVT0000426,TXN000677,BK000661,PROV00275,rollback_success,activity_slot,pending,provider unavailable,2026-10-08T23:09:00
EVT0000427,TXN000777,BK000019,PROV00231,availability_checked,transport,success,rollback completed,2027-02-15T13:41:00
EVT0000428,TXN000833,BK000512,PROV00039,rollback_failure,flight_seat,success,request timed out,2026-10-31T07:10:00
EVT0000429,TXN000027,BK000470,PROV00212,resource_locked,transport,success,request timed out,2027-02-04T10:35:00
EVT0000430,TXN000986,BK000194,PROV00117,provider_failure,transport,success,rollback completed,2027-01-02T00:25:00
EVT0000431,TXN000289,BK000652,PROV00196,booking_started,transport,success,request timed out,2026-12-09T03:19:00
EVT0000432,TXN000158,BK000827,PROV00205,booking_cancelled,flight_seat,success,rollback initiated,2027-02-08T18:02:00
EVT0000433,TXN000216,BK000128,PROV00145,provider_failure,transport,pending,rollback completed,2027-03-07T17:15:00
EVT0000434,TXN000194,BK000878,PROV00270,rollback_started,activity_slot,success,payment rejected,2027-02-23T13:48:00
EVT0000435,TXN000367,BK000614,PROV00040,provider_success,flight_seat,success,operation completed,2026-10-27T09:23:00
EVT0000436,TXN000645,BK000856,PROV00126,rollback_failure,flight_seat,pending,resource unavailable,2027-02-02T13:32:00
EVT0000437,TXN000343,BK000244,PROV00200,rollback_failure,flight_seat,success,operation completed,2027-01-15T20:03:00
EVT0000438,TXN000329,BK000323,PROV00262,payment_started,transport,failure,provider unavailable,2027-02-25T07:50:00
EVT0000439,TXN000896,BK000274,PROV00168,availability_checked,activity_slot,success,payment rejected,2027-02-04T08:01:00
EVT0000440,TXN000862,BK000770,PROV00084,provider_failure,transport,success,rollback completed,2027-01-31T11:39:00
EVT0000441,TXN000407,BK000388,PROV00119,payment_success,hotel_room,success,operation completed,2027-02-27T14:09:00
EVT0000442,TXN000576,BK000917,PROV00038,rollback_failure,flight_seat,pending,rollback completed,2027-01-20T08:17:00
EVT0000443,TXN000071,BK000961,PROV00233,resource_locked,hotel_room,failure,request timed out,2026-12-21T11:18:00
EVT0000444,TXN000575,BK000986,PROV00104,provider_called,activity_slot,success,request timed out,2027-01-28T00:31:00
EVT0000445,TXN000120,BK000123,PROV00020,provider_failure,hotel_room,success,resource unavailable,2026-12-13T09:01:00
EVT0000446,TXN000134,BK000865,PROV00266,rollback_success,flight_seat,success,provider unavailable,2026-11-21T22:56:00
EVT0000447,TXN000439,BK000017,PROV00037,payment_failure,hotel_room,pending,provider unavailable,2026-10-07T19:12:00
EVT0000448,TXN000667,BK000094,PROV00248,provider_called,activity_slot,pending,provider unavailable,2027-03-04T22:46:00
EVT0000449,TXN000290,BK000853,PROV00114,rollback_failure,flight_seat,pending,operation completed,2027-03-19T05:18:00
EVT0000450,TXN000157,BK000498,PROV00099,provider_called,transport,success,resource unavailable,2026-12-19T14:02:00
EVT0000451,TXN000496,BK000933,PROV00050,booking_confirmed,hotel_room,success,resource unavailable,2027-01-28T03:12:00
EVT0000452,TXN000459,BK000510,PROV00126,rollback_failure,hotel_room,pending,rollback initiated,2026-11-21T05:49:00
EVT0000453,TXN000235,BK000503,PROV00268,provider_success,transport,success,rollback completed,2026-11-04T08:54:00
EVT0000454,TXN000901,BK000911,PROV00237,payment_started,hotel_room,pending,payment rejected,2026-10-22T17:57:00
EVT0000455,TXN000399,BK000516,PROV00020,availability_checked,flight_seat,failure,rollback initiated,2026-12-13T04:45:00
EVT0000456,TXN000708,BK000640,PROV00266,booking_confirmed,flight_seat,pending,payment rejected,2027-02-06T18:17:00
EVT0000457,TXN000084,BK000001,PROV00171,booking_started,hotel_room,failure,payment rejected,2026-11-29T17:20:00
EVT0000458,TXN000101,BK000360,PROV00186,payment_started,transport,pending,payment rejected,2026-12-17T03:49:00
EVT0000459,TXN000642,BK000628,PROV00250,availability_checked,flight_seat,failure,resource unavailable,2026-10-14T23:29:00
EVT0000460,TXN000026,BK000504,PROV00227,rollback_success,activity_slot,pending,rollback initiated,2027-02-17T21:44:00
EVT0000461,TXN000214,BK000834,PROV00193,rollback_started,flight_seat,failure,rollback initiated,2026-11-19T04:08:00
EVT0000462,TXN000262,BK000470,PROV00119,resource_locked,flight_seat,failure,rollback initiated,2026-11-25T19:27:00
EVT0000463,TXN000622,BK000325,PROV00101,provider_success,transport,success,rollback completed,2026-11-18T23:06:00
EVT0000464,TXN000873,BK000666,PROV00228,availability_checked,activity_slot,pending,provider unavailable,2027-03-15T14:10:00
EVT0000465,TXN000346,BK000659,PROV00135,payment_started,flight_seat,success,provider unavailable,2027-02-28T13:45:00
EVT0000466,TXN000069,BK000722,PROV00252,provider_failure,flight_seat,pending,payment rejected,2027-02-19T00:31:00
EVT0000467,TXN000213,BK000408,PROV00131,booking_cancelled,hotel_room,success,resource unavailable,2027-01-05T15:14:00
EVT0000468,TXN000068,BK000251,PROV00143,payment_failure,flight_seat,failure,rollback completed,2026-12-24T08:57:00
EVT0000469,TXN000528,BK000285,PROV00102,booking_cancelled,hotel_room,failure,operation completed,2026-11-05T11:43:00
EVT0000470,TXN000649,BK000460,PROV00067,booking_cancelled,flight_seat,pending,resource unavailable,2027-01-31T17:01:00
EVT0000471,TXN000767,BK000309,PROV00066,provider_failure,hotel_room,failure,payment rejected,2027-03-01T10:49:00
EVT0000472,TXN000834,BK000464,PROV00014,provider_success,activity_slot,failure,rollback completed,2026-11-28T14:20:00
EVT0000473,TXN000027,BK000790,PROV00278,availability_checked,transport,failure,operation completed,2026-12-01T18:59:00
EVT0000474,TXN000308,BK000999,PROV00074,payment_success,activity_slot,failure,rollback completed,2027-02-23T23:10:00
EVT0000475,TXN000863,BK000689,PROV00073,booking_cancelled,hotel_room,pending,operation completed,2027-01-24T10:09:00
EVT0000476,TXN000254,BK000539,PROV00254,resource_locked,flight_seat,failure,operation completed,2027-03-12T04:05:00
EVT0000477,TXN000942,BK000802,PROV00051,resource_locked,flight_seat,pending,rollback initiated,2026-10-11T14:06:00
EVT0000478,TXN000439,BK000684,PROV00168,payment_started,hotel_room,success,request timed out,2026-10-01T09:49:00
EVT0000479,TXN000964,BK000101,PROV00170,booking_confirmed,transport,failure,request timed out,2026-10-04T01:58:00
EVT0000480,TXN000474,BK000537,PROV00247,rollback_started,transport,pending,provider unavailable,2027-03-06T09:50:00
EVT0000481,TXN000734,BK000148,PROV00009,resource_locked,flight_seat,failure,payment rejected,2027-03-21T16:53:00
EVT0000482,TXN000654,BK000096,PROV00256,provider_failure,hotel_room,success,rollback completed,2026-10-22T18:43:00
EVT0000483,TXN000419,BK000159,PROV00297,provider_success,activity_slot,pending,resource unavailable,2026-11-24T07:34:00
EVT0000484,TXN000100,BK000607,PROV00060,resource_locked,flight_seat,success,rollback completed,2026-12-24T18:01:00
EVT0000485,TXN000885,BK000688,PROV00144,booking_confirmed,flight_seat,success,rollback completed,2026-10-30T00:41:00
EVT0000486,TXN000209,BK000124,PROV00101,booking_started,transport,success,operation completed,2026-11-11T18:41:00
EVT0000487,TXN000761,BK000231,PROV00263,payment_started,flight_seat,success,operation completed,2026-10-27T10:54:00
