transaction_id,booking_id,customer_id,transaction_type,provider_count,total_amount,currency,status,failure_type,rollback_required,retry_count,created_at
TXN000274,BK000931,CUST00051,multi_provider_booking,1,131382,INR,failed,network_error,yes,3,2027-01-05
TXN000275,BK000377,CUST00293,single_booking,2,147520,INR,failed,network_error,yes,2,2027-03-06
TXN000276,BK000799,CUST00096,retry,1,69719,INR,failed,provider_rejected,yes,0,2027-03-27
TXN000277,BK000626,CUST00285,retry,3,56631,INR,failed,validation_error,yes,1,2027-01-25
TXN000278,BK000183,CUST00266,rollback,4,99496,INR,success,,no,2,2026-11-22
TXN000279,BK000486,CUST00030,multi_provider_booking,4,46035,INR,partial_failure,,yes,2,2026-11-28
TXN000280,BK000533,CUST00112,multi_provider_booking,3,63431,INR,failed,provider_rejected,yes,3,2027-02-24
TXN000281,BK000519,CUST00173,rollback,2,84230,INR,failed,provider_timeout,yes,3,2026-12-08
TXN000282,BK000960,CUST00152,rollback,3,103274,INR,failed,inventory_unavailable,yes,3,2026-11-19
TXN000283,BK000816,CUST00264,multi_provider_booking,3,16093,INR,failed,validation_error,yes,3,2027-02-27
TXN000284,BK000860,CUST00033,single_booking,2,83649,INR,failed,payment_failed,yes,0,2027-01-01
TXN000285,BK000023,CUST00010,single_booking,3,87153,INR,rolled_back,,yes,2,2026-12-29
TXN000286,BK000697,CUST00078,retry,3,76560,INR,partial_failure,,yes,3,2026-12-29
TXN000287,BK000347,CUST00189,single_booking,3,113334,INR,failed,payment_failed,yes,1,2027-01-23
TXN000288,BK000835,CUST00076,rollback,1,144140,INR,failed,provider_rejected,yes,1,2027-01-13
TXN000289,BK000062,CUST00116,rollback,1,39453,INR,failed,network_error,yes,2,2026-10-03
TXN000290,BK000069,CUST00223,multi_provider_booking,3,54716,INR,failed,provider_timeout,yes,1,2027-01-01
TXN000291,BK000964,CUST00276,multi_provider_booking,3,33203,INR,failed,provider_rejected,yes,3,2027-03-27
TXN000292,BK000638,CUST00150,multi_provider_booking,4,46832,INR,failed,provider_timeout,yes,1,2026-10-04
TXN000293,BK000835,CUST00005,single_booking,4,2440,INR,failed,provider_timeout,yes,1,2026-11-04
TXN000294,BK000224,CUST00171,retry,3,143474,INR,failed,payment_failed,yes,1,2027-03-22
TXN000295,BK000532,CUST00154,single_booking,1,60284,INR,failed,validation_error,yes,3,2027-03-04
TXN000296,BK000833,CUST00120,retry,4,72661,INR,failed,provider_timeout,yes,0,2026-12-08
TXN000297,BK000600,CUST00082,rollback,1,69339,INR,failed,payment_failed,yes,2,2027-01-19
TXN000298,BK000920,CUST00070,retry,3,9520,INR,failed,provider_timeout,yes,1,2026-10-01
TXN000299,BK000761,CUST00072,rollback,3,68035,INR,failed,inventory_unavailable,yes,0,2026-12-31
TXN000300,BK000047,CUST00052,multi_provider_booking,2,28012,INR,failed,provider_rejected,yes,0,2027-02-15
TXN000301,BK000750,CUST00274,rollback,2,74708,INR,failed,provider_timeout,yes,2,2027-03-26
TXN000302,BK000726,CUST00054,rollback,1,100643,INR,failed,inventory_unavailable,yes,1,2026-10-28
TXN000303,BK000668,CUST00236,single_booking,2,27626,INR,failed,network_error,yes,0,2026-11-05
TXN000304,BK000578,CUST00268,multi_provider_booking,4,15052,INR,rolled_back,,yes,0,2026-10-26
TXN000305,BK000350,CUST00056,rollback,4,66630,INR,failed,validation_error,yes,3,2026-10-08
TXN000306,BK000193,CUST00223,rollback,4,134248,INR,success,,no,3,2026-10-05
TXN000307,BK000145,CUST00138,rollback,3,111739,INR,failed,validation_error,yes,2,2027-03-03
TXN000308,BK000992,CUST00129,rollback,2,43090,INR,failed,provider_rejected,yes,1,2027-01-25
TXN000309,BK000747,CUST00051,single_booking,3,61912,INR,failed,network_error,yes,1,2026-10-26
TXN000310,BK000360,CUST00202,single_booking,2,127777,INR,failed,provider_rejected,yes,3,2026-12-08
TXN000311,BK000402,CUST00024,single_booking,1,149105,INR,failed,inventory_unavailable,yes,3,2027-03-28
TXN000312,BK000267,CUST00169,multi_provider_booking,4,4179,INR,failed,provider_timeout,yes,0,2026-12-22
TXN000313,BK000343,CUST00127,rollback,4,14757,INR,success,,no,2,2027-02-26
TXN000314,BK000116,CUST00178,retry,4,146806,INR,failed,provider_timeout,yes,3,2026-12-14
TXN000315,BK000479,CUST00269,rollback,3,49792,INR,failed,validation_error,yes,0,2026-12-26
TXN000316,BK000460,CUST00102,rollback,4,35255,INR,success,,no,3,2027-02-20
TXN000317,BK000070,CUST00181,rollback,2,116093,INR,failed,payment_failed,yes,3,2026-11-19
TXN000318,BK000812,CUST00073,retry,1,70174,INR,failed,payment_failed,yes,0,2027-03-20
TXN000319,BK000648,CUST00269,rollback,1,127309,INR,partial_failure,,yes,1,2027-02-18
TXN000320,BK000801,CUST00226,single_booking,1,42260,INR,partial_failure,,yes,1,2027-01-23
TXN000321,BK000883,CUST00297,multi_provider_booking,4,21041,INR,failed,provider_timeout,yes,0,2027-01-20
TXN000322,BK000717,CUST00044,retry,1,53235,INR,failed,provider_rejected,yes,3,2026-12-23
TXN000323,BK000075,CUST00295,single_booking,4,65064,INR,failed,provider_timeout,yes,2,2026-11-13
TXN000324,BK000789,CUST00057,rollback,1,127894,INR,rolled_back,,yes,2,2027-03-16
TXN000325,BK000576,CUST00037,multi_provider_booking,4,148125,INR,failed,network_error,yes,0,2027-03-08
TXN000326,BK000712,CUST00014,rollback,1,64271,INR,failed,provider_timeout,yes,1,2026-12-10
TXN000327,BK000681,CUST00258,rollback,2,31540,INR,failed,payment_failed,yes,3,2027-03-27
TXN000328,BK000145,CUST00061,rollback,1,141165,INR,partial_failure,,yes,3,2026-12-25
TXN000329,BK000408,CUST00106,multi_provider_booking,3,36369,INR,failed,provider_rejected,yes,0,2026-12-26
TXN000330,BK000121,CUST00249,retry,4,84162,INR,failed,provider_rejected,yes,0,2026-10-06
TXN000331,BK000370,CUST00149,multi_provider_booking,2,136042,INR,failed,provider_timeout,yes,0,2027-03-22
TXN000332,BK000209,CUST00139,single_booking,2,78462,INR,partial_failure,,yes,1,2026-11-10
TXN000333,BK000220,CUST00171,rollback,1,89245,INR,success,,no,3,2027-02-23
TXN000334,BK000250,CUST00087,multi_provider_booking,4,83670,INR,rolled_back,,yes,3,2027-03-04
TXN000335,BK000829,CUST00219,rollback,4,140300,INR,failed,inventory_unavailable,yes,3,2026-11-16
TXN000336,BK000445,CUST00288,single_booking,3,36831,INR,rolled_back,,yes,1,2027-03-12
TXN000337,BK000295,CUST00224,multi_provider_booking,3,130137,INR,failed,inventory_unavailable,yes,2,2027-02-19
TXN000338,BK000416,CUST00068,multi_provider_booking,1,30184,INR,failed,inventory_unavailable,yes,0,2026-12-23
TXN000339,BK000031,CUST00258,multi_provider_booking,2,51999,INR,failed,inventory_unavailable,yes,0,2027-03-04
TXN000340,BK000573,CUST00166,single_booking,1,21982,INR,failed,provider_rejected,yes,1,2026-12-29
TXN000341,BK000973,CUST00245,multi_provider_booking,3,12035,INR,failed,validation_error,yes,2,2026-12-12
TXN000342,BK000254,CUST00131,rollback,1,49468,INR,failed,provider_rejected,yes,3,2026-12-31
TXN000343,BK000430,CUST00042,retry,4,9229,INR,failed,provider_timeout,yes,2,2026-10-23
TXN000344,BK000640,CUST00002,rollback,4,90453,INR,rolled_back,,yes,1,2026-11-05
TXN000345,BK000116,CUST00250,retry,1,82604,INR,failed,payment_failed,yes,3,2027-03-23
TXN000346,BK000939,CUST00183,retry,2,3071,INR,rolled_back,,yes,2,2027-02-27
TXN000347,BK000101,CUST00162,single_booking,4,73032,INR,failed,payment_failed,yes,2,2026-12-09
TXN000348,BK000948,CUST00186,rollback,2,146976,INR,failed,provider_timeout,yes,2,2027-03-23
TXN000349,BK000395,CUST00051,rollback,3,42463,INR,failed,validation_error,yes,3,2026-12-04
TXN000350,BK000562,CUST00028,multi_provider_booking,4,148521,INR,failed,provider_rejected,yes,3,2027-01-03
TXN000351,BK000155,CUST00265,rollback,3,17042,INR,failed,provider_timeout,yes,3,2027-01-21
TXN000352,BK000028,CUST00049,retry,1,23372,INR,failed,provider_rejected,yes,1,2026-12-22
TXN000353,BK000690,CUST00085,single_booking,2,55462,INR,failed,inventory_unavailable,yes,2,2027-01-11
TXN000354,BK000851,CUST00127,multi_provider_booking,3,89848,INR,failed,payment_failed,yes,3,2027-02-13
TXN000355,BK000732,CUST00076,multi_provider_booking,4,90100,INR,failed,payment_failed,yes,3,2027-03-13
TXN000356,BK000045,CUST00003,retry,3,95849,INR,failed,payment_failed,yes,0,2026-11-20
TXN000357,BK000836,CUST00018,multi_provider_booking,3,53162,INR,success,,no,1,2026-10-15
TXN000358,BK000583,CUST00210,multi_provider_booking,3,96562,INR,failed,payment_failed,yes,0,2027-03-15
TXN000359,BK000550,CUST00284,retry,3,25201,INR,failed,payment_failed,yes,2,2026-11-28
TXN000360,BK000634,CUST00298,single_booking,2,91970,INR,failed,provider_timeout,yes,0,2027-01-08
TXN000361,BK000412,CUST00300,multi_provider_booking,3,87638,INR,failed,validation_error,yes,0,2027-03-16
TXN000362,BK000314,CUST00152,rollback,3,117012,INR,failed,validation_error,yes,3,2027-01-07
TXN000363,BK000307,CUST00254,single_booking,3,39647,INR,failed,validation_error,yes,0,2027-01-07
TXN000364,BK000477,CUST00299,single_booking,4,48691,INR,failed,validation_error,yes,2,2027-02-03
TXN000365,BK000083,CUST00004,rollback,1,27299,INR,failed,payment_failed,yes,2,2027-03-13
TXN000366,BK000353,CUST00007,single_booking,4,70002,INR,failed,payment_failed,yes,3,2026-10-23
TXN000367,BK000882,CUST00151,single_booking,2,38054,INR,failed,validation_error,yes,2,2026-12-30
TXN000368,BK000080,CUST00046,retry,3,99794,INR,success,,no,3,2026-11-03
TXN000369,BK000125,CUST00242,rollback,1,105523,INR,failed,network_error,yes,3,2026-11-28
TXN000370,BK000454,CUST00228,single_booking,2,106542,INR,partial_failure,,yes,1,2026-10-14
TXN000371,BK000476,CUST00268,rollback,3,94376,INR,failed,network_error,yes,2,2026-10-25
TXN000372,BK000090,CUST00117,single_booking,3,29596,INR,failed,network_error,yes,2,2027-02-10
TXN000373,BK000981,CUST00095,single_booking,1,127446,INR,failed,provider_rejected,yes,0,2027-02-25
TXN000374,BK000460,CUST00179,retry,3,37902,INR,failed,payment_failed,yes,0,2026-11-28
TXN000375,BK000186,CUST00196,rollback,2,95397,INR,failed,inventory_unavailable,yes,3,2026-10-16
TXN000376,BK000008,CUST00049,single_booking,1,38049,INR,failed,provider_timeout,yes,3,2026-11-14
TXN000377,BK000455,CUST00245,rollback,3,87814,INR,failed,validation_error,yes,2,2026-12-15
TXN000378,BK000993,CUST00193,rollback,3,9862,INR,failed,payment_failed,yes,0,2027-02-18
TXN000379,BK000924,CUST00082,rollback,2,97252,INR,failed,provider_rejected,yes,1,2027-02-02
TXN000380,BK000976,CUST00089,multi_provider_booking,4,144411,INR,failed,inventory_unavailable,yes,2,2026-10-18
TXN000381,BK000760,CUST00041,single_booking,2,132964,INR,failed,validation_error,yes,1,2027-03-12
TXN000382,BK000818,CUST00043,single_booking,3,130153,INR,failed,inventory_unavailable,yes,1,2027-01-02
TXN000383,BK000657,CUST00109,retry,4,61123,INR,failed,provider_rejected,yes,0,2026-10-30
TXN000384,BK000374,CUST00259,rollback,2,138594,INR,failed,validation_error,yes,0,2027-01-29
TXN000385,BK000255,CUST00259,single_booking,1,44213,INR,failed,provider_timeout,yes,0,2027-01-11
TXN000386,BK000673,CUST00074,retry,4,137310,INR,failed,inventory_unavailable,yes,2,2026-11-30
TXN000387,BK000322,CUST00245,single_booking,3,47245,INR,failed,provider_rejected,yes,2,2027-01-19
TXN000388,BK000238,CUST00118,single_booking,4,47818,INR,partial_failure,,yes,3,2026-10-11
TXN000389,BK000043,CUST00076,rollback,2,78519,INR,failed,payment_failed,yes,3,2027-01-22
TXN000390,BK000954,CUST00143,multi_provider_booking,3,115098,INR,failed,payment_failed,yes,3,2026-10-27
TXN000391,BK000869,CUST00288,multi_provider_booking,3,139510,INR,failed,validation_error,yes,1,2026-12-02
TXN000392,BK000340,CUST00292,multi_provider_booking,3,72395,INR,failed,provider_timeout,yes,2,2027-01-16
TXN000393,BK000712,CUST00258,rollback,4,113713,INR,failed,network_error,yes,1,2026-12-14
TXN000394,BK000621,CUST00130,single_booking,4,148634,INR,failed,network_error,yes,2,2026-12-09
TXN000395,BK000777,CUST00246,rollback,1,124175,INR,failed,network_error,yes,2,2027-01-26
TXN000396,BK000031,CUST00017,retry,1,102556,INR,failed,validation_error,yes,3,2027-02-17
TXN000397,BK000450,CUST00031,rollback,3,8070,INR,failed,provider_rejected,yes,1,2026-11-16
TXN000398,BK000334,CUST00020,rollback,1,142543,INR,rolled_back,,yes,0,2026-11-13
TXN000399,BK000273,CUST00071,retry,3,124797,INR,failed,validation_error,yes,0,2026-12-24
TXN000400,BK000207,CUST00267,rollback,3,14513,INR,failed,validation_error,yes,3,2026-12-19
TXN000401,BK000908,CUST00037,multi_provider_booking,4,118615,INR,failed,inventory_unavailable,yes,0,2027-01-07
TXN000402,BK000379,CUST00199,multi_provider_booking,3,143254,INR,failed,payment_failed,yes,2,2027-02-13
TXN000403,BK000578,CUST00027,single_booking,2,28581,INR,failed,network_error,yes,0,2026-12-28
TXN000404,BK000596,CUST00166,rollback,4,96023,INR,failed,payment_failed,yes,3,2027-01-25
TXN000405,BK000382,CUST00074,single_booking,2,126819,INR,failed,validation_error,yes,2,2026-10-16
TXN000406,BK000022,CUST00141,rollback,2,89266,INR,failed,provider_rejected,yes,3,2027-03-28
TXN000407,BK000378,CUST00190,retry,2,82962,INR,failed,inventory_unavailable,yes,3,2027-02-07
TXN000408,BK000648,CUST00051,multi_provider_booking,3,125319,INR,failed,inventory_unavailable,yes,2,2027-01-04
TXN000409,BK000785,CUST00067,single_booking,4,54670,INR,failed,network_error,yes,3,2026-12-10
TXN000410,BK000036,CUST00233,multi_provider_booking,3,88858,INR,failed,network_error,yes,0,2027-02-12
TXN000411,BK000992,CUST00173,rollback,2,39701,INR,failed,inventory_unavailable,yes,1,2026-12-20
TXN000412,BK000248,CUST00293,rollback,4,23758,INR,failed,network_error,yes,1,2027-01-26
TXN000413,BK000669,CUST00204,multi_provider_booking,3,69629,INR,failed,provider_timeout,yes,2,2027-01-20
TXN000414,BK000826,CUST00150,rollback,2,77979,INR,failed,payment_failed,yes,1,2027-01-31
TXN000415,BK000908,CUST00254,rollback,3,50025,INR,failed,payment_failed,yes,1,2026-10-17
TXN000416,BK000234,CUST00092,single_booking,2,145753,INR,failed,validation_error,yes,0,2027-03-10
TXN000417,BK000593,CUST00098,multi_provider_booking,3,20562,INR,failed,payment_failed,yes,2,2027-03-20
TXN000418,BK000302,CUST00033,retry,2,129005,INR,failed,payment_failed,yes,0,2027-02-04
TXN000419,BK000512,CUST00134,rollback,3,76751,INR,failed,validation_error,yes,1,2027-01-17
TXN000420,BK000304,CUST00206,retry,2,68516,INR,failed,provider_rejected,yes,0,2027-02-11
TXN000421,BK000289,CUST00005,retry,1,18204,INR,failed,payment_failed,yes,2,2027-02-28
TXN000422,BK000942,CUST00037,multi_provider_booking,3,34521,INR,failed,payment_failed,yes,0,2027-01-03
TXN000423,BK000290,CUST00018,single_booking,1,85732,INR,failed,provider_timeout,yes,1,2026-11-06
TXN000424,BK000330,CUST00128,multi_provider_booking,3,120713,INR,partial_failure,,yes,0,2027-01-10
TXN000425,BK000664,CUST00074,multi_provider_booking,1,76156,INR,failed,validation_error,yes,3,2027-03-10
TXN000426,BK000797,CUST00085,multi_provider_booking,1,28003,INR,failed,provider_rejected,yes,1,2027-01-29
TXN000427,BK000236,CUST00131,single_booking,2,18111,INR,failed,payment_failed,yes,2,2027-02-16
TXN000428,BK000341,CUST00108,single_booking,1,124641,INR,success,,no,2,2026-12-20
TXN000429,BK000476,CUST00023,retry,4,42746,INR,failed,network_error,yes,3,2027-01-03
TXN000430,BK000293,CUST00053,retry,3,59728,INR,failed,inventory_unavailable,yes,0,2027-01-26
TXN000431,BK000695,CUST00046,rollback,4,125297,INR,failed,provider_timeout,yes,0,2026-10-27
TXN000432,BK000423,CUST00247,single_booking,1,22739,INR,failed,provider_timeout,yes,3,2026-12-11
TXN000433,BK000647,CUST00105,single_booking,1,79125,INR,failed,inventory_unavailable,yes,0,2027-03-20
TXN000434,BK000176,CUST00004,single_booking,3,45141,INR,failed,payment_failed,yes,2,2026-12-23
TXN000435,BK000352,CUST00278,rollback,4,72160,INR,rolled_back,,yes,2,2026-11-18
TXN000436,BK000104,CUST00100,multi_provider_booking,1,15527,INR,failed,inventory_unavailable,yes,1,2027-01-19
TXN000437,BK000541,CUST00182,rollback,2,102705,INR,rolled_back,,yes,2,2026-12-25
TXN000438,BK000270,CUST00165,single_booking,4,123814,INR,failed,provider_rejected,yes,0,2027-01-26
TXN000439,BK000120,CUST00185,retry,4,138436,INR,failed,provider_timeout,yes,0,2027-02-22
TXN000440,BK000375,CUST00294,single_booking,1,100336,INR,success,,no,0,2026-11-25
TXN000441,BK000439,CUST00251,rollback,3,144470,INR,failed,network_error,yes,2,2026-10-02
TXN000442,BK000917,CUST00183,single_booking,1,95827,INR,failed,network_error,yes,1,2027-01-10
TXN000443,BK000169,CUST00115,rollback,3,122051,INR,failed,network_error,yes,0,2027-01-29
TXN000444,BK000865,CUST00235,retry,4,84980,INR,failed,provider_timeout,yes,1,2027-01-25
TXN000445,BK000333,CUST00152,single_booking,3,109582,INR,failed,provider_rejected,yes,0,2026-12-01
TXN000446,BK000886,CUST00030,retry,3,19027,INR,rolled_back,,yes,3,2026-11-29
TXN000447,BK000667,CUST00058,multi_provider_booking,2,80540,INR,failed,provider_timeout,yes,0,2027-02-26
TXN000448,BK000822,CUST00081,rollback,2,113911,INR,failed,network_error,yes,0,2027-02-28
TXN000449,BK000416,CUST00051,single_booking,3,131386,INR,rolled_back,,yes,1,2026-10-21
TXN000450,BK000261,CUST00186,multi_provider_booking,2,96849,INR,failed,provider_rejected,yes,3,2027-02-12
TXN000451,BK000170,CUST00154,single_booking,1,146671,INR,failed,provider_rejected,yes,1,2027-01-15
TXN000452,BK000218,CUST00095,multi_provider_booking,2,106256,INR,failed,network_error,yes,2,2026-12-25
TXN000453,BK000883,CUST00018,rollback,2,88055,INR,failed,network_error,yes,2,2026-11-01
TXN000454,BK000085,CUST00180,rollback,3,133582,INR,rolled_back,,yes,2,2026-12-15
TXN000455,BK000619,CUST00088,single_booking,3,94612,INR,failed,provider_timeout,yes,2,2027-01-07
TXN000456,BK000219,CUST00164,single_booking,2,24131,INR,failed,network_error,yes,1,2027-01-12
TXN000457,BK000638,CUST00266,multi_provider_booking,1,71852,INR,failed,provider_timeout,yes,2,2027-03-14
TXN000458,BK000117,CUST00186,rollback,3,43945,INR,success,,no,0,2027-02-13
TXN000459,BK000391,CUST00181,multi_provider_booking,1,44766,INR,failed,provider_timeout,yes,1,2027-01-23
TXN000460,BK000852,CUST00237,rollback,4,80633,INR,failed,inventory_unavailable,yes,0,2026-12-31
TXN000461,BK000286,CUST00048,single_booking,1,114161,INR,failed,network_error,yes,1,2027-02-19
TXN000462,BK000962,CUST00101,single_booking,4,140315,INR,failed,validation_error,yes,1,2026-12-21
TXN000463,BK000487,CUST00255,multi_provider_booking,4,145703,INR,failed,provider_timeout,yes,0,2027-03-01
TXN000464,BK000684,CUST00103,multi_provider_booking,3,81324,INR,failed,network_error,yes,3,2027-03-06
TXN000465,BK000764,CUST00198,multi_provider_booking,4,15760,INR,failed,network_error,yes,2,2026-10-12
TXN000466,BK000026,CUST00223,retry,4,122113,INR,failed,provider_rejected,yes,1,2027-02-02
TXN000467,BK000193,CUST00139,rollback,3,2881,INR,partial_failure,,yes,3,2026-12-11
TXN000468,BK000815,CUST00137,rollback,3,32654,INR,failed,validation_error,yes,3,2027-01-26
TXN000469,BK000035,CUST00269,rollback,2,53197,INR,failed,payment_failed,yes,0,2026-10-23
TXN000470,BK000575,CUST00154,retry,2,131273,INR,failed,inventory_unavailable,yes,2,2026-12-05
TXN000471,BK000869,CUST00275,rollback,1,114145,INR,failed,payment_failed,yes,3,2027-02-16
TXN000472,BK000357,CUST00115,rollback,3,9906,INR,failed,inventory_unavailable,yes,0,2026-10-25
TXN000473,BK000369,CUST00273,single_booking,3,89774,INR,failed,validation_error,yes,1,2026-11-24
TXN000474,BK000461,CUST00050,multi_provider_booking,4,13249,INR,failed,validation_error,yes,2,2026-11-07
TXN000475,BK000253,CUST00230,rollback,4,56824,INR,failed,network_error,yes,2,2027-02-16
TXN000476,BK000200,CUST00265,multi_provider_booking,2,19718,INR,success,,no,0,2027-01-27
TXN000477,BK000794,CUST00240,retry,3,59758,INR,failed,validation_error,yes,3,2027-02-23
TXN000478,BK000121,CUST00066,single_booking,1,102420,INR,failed,inventory_unavailable,yes,0,2027-02-02
TXN000479,BK000525,CUST00024,single_booking,2,15574,INR,failed,validation_error,yes,3,2027-02-02
TXN000480,BK000196,CUST00012,retry,3,117210,INR,success,,no,0,2026-11-23
TXN000481,BK000405,CUST00143,single_booking,1,113167,INR,failed,validation_error,yes,3,2026-12-18
TXN000482,BK000337,CUST00162,retry,2,34292,INR,failed,inventory_unavailable,yes,0,2027-01-02
TXN000483,BK000474,CUST00243,rollback,3,73639,INR,failed,payment_failed,yes,2,2026-10-05
TXN000484,BK000631,CUST00005,retry,2,62561,INR,failed,network_error,yes,3,2026-11-03
TXN000485,BK000288,CUST00123,rollback,4,40535,INR,failed,inventory_unavailable,yes,1,2026-12-12
TXN000486,BK000141,CUST00006,multi_provider_booking,2,140385,INR,failed,provider_timeout,yes,3,2026-10-21
TXN000487,BK000875,CUST00185,single_booking,2,72849,INR,failed,provider_timeout,yes,1,2026-10-24
TXN000488,BK000638,CUST00253,retry,3,125533,INR,failed,provider_rejected,yes,3,2026-12-23
TXN000489,BK000610,CUST00289,retry,4,87038,INR,failed,inventory_unavailable,yes,3,2026-12-08
TXN000490,BK000962,CUST00124,rollback,3,74675,INR,failed,provider_timeout,yes,0,2026-11-12
TXN000491,BK000166,CUST00105,multi_provider_booking,2,78856,INR,partial_failure,,yes,3,2027-03-01
TXN000492,BK000011,CUST00243,rollback,1,53205,INR,failed,validation_error,yes,0,2027-03-08
TXN000493,BK000468,CUST00078,multi_provider_booking,4,64505,INR,partial_failure,,yes,1,2026-10-12
TXN000494,BK000022,CUST00095,retry,3,8498,INR,failed,inventory_unavailable,yes,3,2026-10-09
TXN000495,BK000231,CUST00102,multi_provider_booking,1,138634,INR,failed,inventory_unavailable,yes,3,2027-03-03
TXN000496,BK000380,CUST00234,multi_provider_booking,2,78317,INR,failed,inventory_unavailable,yes,1,2027-03-15
TXN000497,BK000604,CUST00152,retry,3,17224,INR,failed,provider_rejected,yes,2,2026-10-30
TXN000498,BK000938,CUST00234,rollback,4,124837,INR,success,,no,2,2027-02-06
TXN000499,BK000428,CUST00169,single_booking,3,97424,INR,failed,network_error,yes,2,2027-03-26
TXN000500,BK000572,CUST00241,rollback,2,87735,INR,failed,validation_error,yes,0,2027-03-03
TXN000501,BK000982,CUST00135,retry,3,18901,INR,failed,inventory_unavailable,yes,2,2026-12-13
TXN000502,BK000353,CUST00290,rollback,4,12003,INR,partial_failure,,yes,0,2026-11-14
TXN000503,BK000061,CUST00296,retry,2,121961,INR,failed,provider_timeout,yes,3,2026-10-21
TXN000504,BK000371,CUST00147,rollback,1,42367,INR,failed,network_error,yes,0,2026-12-03
TXN000505,BK000439,CUST00122,retry,3,7473,INR,failed,payment_failed,yes,0,2027-01-12
TXN000506,BK000969,CUST00287,rollback,2,124341,INR,failed,provider_timeout,yes,2,2027-02-09
TXN000507,BK000413,CUST00184,retry,1,12025,INR,failed,inventory_unavailable,yes,1,2027-01-05
TXN000508,BK000619,CUST00098,single_booking,1,130208,INR,failed,network_error,yes,1,2027-03-16
TXN000509,BK000193,CUST00062,multi_provider_booking,2,145421,INR,failed,network_error,yes,3,2026-12-31
TXN000510,BK000091,CUST00061,multi_provider_booking,4,102257,INR,failed,validation_error,yes,0,2026-12-09
TXN000511,BK000852,CUST00237,rollback,2,147675,INR,failed,validation_error,yes,2,2026-10-27
TXN000512,BK000198,CUST00015,multi_provider_booking,4,148561,INR,failed,inventory_unavailable,yes,3,2026-10-26
TXN000513,BK000167,CUST00102,single_booking,1,128297,INR,failed,network_error,yes,0,2026-11-11
TXN000514,BK000253,CUST00016,single_booking,1,124152,INR,failed,inventory_unavailable,yes,1,2027-01-07
TXN000515,BK000032,CUST00030,single_booking,2,105043,INR,failed,network_error,yes,2,2027-02-11
TXN000516,BK000769,CUST00096,single_booking,4,85792,INR,failed,network_error,yes,3,2026-12-21
TXN000517,BK000377,CUST00129,retry,3,18355,INR,failed,payment_failed,yes,0,2027-03-16
TXN000518,BK000032,CUST00203,rollback,1,71064,INR,failed,network_error,yes,2,2027-02-02
TXN000519,BK000219,CUST00263,retry,4,113192,INR,failed,provider_timeout,yes,0,2026-10-27
TXN000520,BK000597,CUST00019,multi_provider_booking,3,107555,INR,success,,no,0,2026-11-10
TXN000521,BK000464,CUST00149,retry,3,94324,INR,rolled_back,,yes,3,2027-02-21
TXN000522,BK000383,CUST00078,rollback,3,65609,INR,failed,network_error,yes,1,2026-10-21
TXN000523,BK000085,CUST00083,single_booking,1,14104,INR,rolled_back,,yes,0,2026-11-07
TXN000524,BK000147,CUST00184,multi_provider_booking,1,139356,INR,failed,validation_error,yes,0,2027-01-18
TXN000525,BK000090,CUST00093,rollback,4,14001,INR,failed,provider_timeout,yes,3,2027-02-25
TXN000526,BK000572,CUST00202,rollback,1,107965,INR,rolled_back,,yes,0,2027-02-13
TXN000527,BK000551,CUST00068,retry,3,54436,INR,failed,payment_failed,yes,3,2027-01-09
TXN000528,BK000893,CUST00298,rollback,4,94991,INR,success,,no,1,2027-01-22
TXN000529,BK000712,CUST00216,single_booking,2,94920,INR,failed,inventory_unavailable,yes,1,2027-03-18
TXN000530,BK000589,CUST00225,rollback,2,47678,INR,failed,payment_failed,yes,1,2027-02-23
TXN000531,BK000429,CUST00134,single_booking,1,100285,INR,failed,inventory_unavailable,yes,1,2026-12-27
TXN000532,BK000263,CUST00041,single_booking,2,91296,INR,failed,provider_rejected,yes,2,2026-11-23
TXN000533,BK000250,CUST00058,rollback,4,99389,INR,failed,provider_rejected,yes,1,2026-11-17
TXN000534,BK000203,CUST00013,retry,2,57983,INR,failed,network_error,yes,3,2026-10-12
TXN000535,BK000021,CUST00164,single_booking,2,140086,INR,failed,network_error,yes,2,2026-11-13
TXN000536,BK000444,CUST00134,retry,4,29763,INR,failed,inventory_unavailable,yes,1,2026-12-04
TXN000537,BK000085,CUST00065,retry,4,124787,INR,failed,validation_error,yes,0,2026-10-28
TXN000538,BK000865,CUST00054,multi_provider_booking,2,88646,INR,failed,provider_rejected,yes,0,2027-02-09
TXN000539,BK000949,CUST00267,single_booking,4,95338,INR,failed,payment_failed,yes,2,2026-11-07
TXN000540,BK000719,CUST00188,rollback,1,90667,INR,failed,payment_failed,yes,1,2026-10-20
TXN000541,BK000130,CUST00254,single_booking,3,130045,INR,partial_failure,,yes,0,2026-10-30
TXN000542,BK000524,CUST00056,rollback,4,99427,INR,rolled_back,,yes,3,2026-11-19
TXN000543,BK000567,CUST00227,multi_provider_booking,1,123920,INR,failed,inventory_unavailable,yes,3,2027-03-25
TXN000544,BK000559,CUST00138,multi_provider_booking,2,61224,INR,failed,validation_error,yes,0,2026-10-15
TXN000545,BK000428,CUST00058,single_booking,2,71675,INR,rolled_back,,yes,3,2027-02-23
TXN000546,BK000676,CUST00275,single_booking,2,3724,INR,failed,provider_rejected,yes,0,2027-03-30
TXN000547,BK000460,CUST00230,rollback,3,96097,INR,failed,provider_timeout,yes,1,2026-11-24
