hotel_id,name,city,location,rating,reviews,price_per_night,currency,hotel_type
HOT00228,Regal Shimla Lodge 228,Shimla,"Shimla, Himachal Pradesh, India",4.8,8477,4985,INR,Boutique Hotel
HOT00229,City Delhi Heights 229,Delhi,"Delhi, Delhi, India",3.7,8435,5728,INR,Business Hotel
HOT00230,Lakeview Delhi Resort 230,Delhi,"Delhi, Delhi, India",4.7,461,14495,INR,Hotel
HOT00231,Skyline Lucknow Retreat 231,Lucknow,"Lucknow, Uttar Pradesh, India",3.3,1362,13185,INR,Resort
HOT00232,Regal Bengaluru Residency 232,Bengaluru,"Bengaluru, Karnataka, India",4.6,5518,5685,INR,Resort
HOT00233,Central Mumbai Resort 233,Mumbai,"Mumbai, Maharashtra, India",4.3,2298,16271,INR,Business Hotel
HOT00234,Grand Rishikesh Residency 234,Rishikesh,"Rishikesh, Uttarakhand, India",2.8,3558,5799,INR,Budget Hotel
HOT00235,Skyline Rishikesh Hotel 235,Rishikesh,"Rishikesh, Uttarakhand, India",3.0,4745,8686,INR,Boutique Hotel
HOT00236,Grand Chennai Palace 236,Chennai,"Chennai, Tamil Nadu, India",3.7,7514,2958,INR,Hotel
HOT00237,Green Shimla Lodge 237,Shimla,"Shimla, Himachal Pradesh, India",2.8,8468,8827,INR,Luxury Hotel
HOT00238,Central Hyderabad Hotel 238,Hyderabad,"Hyderabad, Telangana, India",2.8,5805,8782,INR,Budget Hotel
HOT00239,City Udaipur Residency 239,Udaipur,"Udaipur, Rajasthan, India",3.9,5933,3117,INR,Budget Hotel
HOT00240,Skyline Varanasi Lodge 240,Varanasi,"Varanasi, Uttar Pradesh, India",4.0,6422,16305,INR,Hotel
HOT00241,Regal Lucknow Heights 241,Lucknow,"Lucknow, Uttar Pradesh, India",4.4,5875,3113,INR,Boutique Hotel
HOT00242,Comfort Jaipur Residency 242,Jaipur,"Jaipur, Rajasthan, India",4.4,5472,5271,INR,Hotel
HOT00243,Skyline Ahmedabad Retreat 243,Ahmedabad,"Ahmedabad, Gujarat, India",4.5,2893,16124,INR,Luxury Hotel
HOT00244,Urban Shimla Suites 244,Shimla,"Shimla, Himachal Pradesh, India",4.5,1058,15897,INR,Hotel
HOT00245,Lakeview Kochi Inn 245,Kochi,"Kochi, Kerala, India",4.5,711,11241,INR,Boutique Hotel
HOT00246,Palm Ooty Lodge 246,Ooty,"Ooty, Tamil Nadu, India",3.8,624,7162,INR,Boutique Hotel
HOT00247,Grand Ahmedabad Retreat 247,Ahmedabad,"Ahmedabad, Gujarat, India",3.4,6054,15218,INR,Business Hotel
HOT00248,Palm Manali Retreat 248,Manali,"Manali, Himachal Pradesh, India",4.8,8154,17202,INR,Boutique Hotel
HOT00249,Central Ooty Residency 249,Ooty,"Ooty, Tamil Nadu, India",4.3,1318,15010,INR,Budget Hotel
HOT00250,Skyline Kolkata Heights 250,Kolkata,"Kolkata, West Bengal, India",3.5,1336,11645,INR,Luxury Hotel
HOT00251,Central Kochi Resort 251,Kochi,"Kochi, Kerala, India",4.1,7006,6360,INR,Luxury Hotel
HOT00252,Regal Manali Resort 252,Manali,"Manali, Himachal Pradesh, India",2.9,5801,15152,INR,Boutique Hotel
HOT00253,Royal Mumbai Hotel 253,Mumbai,"Mumbai, Maharashtra, India",3.6,2646,1920,INR,Resort
HOT00254,Urban Rishikesh Resort 254,Rishikesh,"Rishikesh, Uttarakhand, India",2.9,1126,8633,INR,Luxury Hotel
HOT00255,Regal Ahmedabad Hotel 255,Ahmedabad,"Ahmedabad, Gujarat, India",4.8,555,5927,INR,Luxury Hotel
HOT00256,Regal Manali Retreat 256,Manali,"Manali, Himachal Pradesh, India",3.7,1284,5411,INR,Budget Hotel
HOT00257,Palm Ahmedabad Retreat 257,Ahmedabad,"Ahmedabad, Gujarat, India",4.2,4114,4617,INR,Hotel
HOT00258,Heritage Kolkata Lodge 258,Kolkata,"Kolkata, West Bengal, India",3.6,1954,9477,INR,Boutique Hotel
HOT00259,Lakeview Manali Heights 259,Manali,"Manali, Himachal Pradesh, India",4.3,8072,7459,INR,Hotel
HOT00260,Royal Hyderabad Resort 260,Hyderabad,"Hyderabad, Telangana, India",3.2,7317,3776,INR,Luxury Hotel
HOT00261,Urban Mysuru Retreat 261,Mysuru,"Mysuru, Karnataka, India",4.3,4782,10728,INR,Resort
HOT00262,Regal Kolkata Lodge 262,Kolkata,"Kolkata, West Bengal, India",3.3,3317,5450,INR,Resort
HOT00263,Grand Shimla Retreat 263,Shimla,"Shimla, Himachal Pradesh, India",4.0,6069,16215,INR,Budget Hotel
HOT00264,Green Hyderabad Residency 264,Hyderabad,"Hyderabad, Telangana, India",2.9,6548,16584,INR,Budget Hotel
HOT00265,Palm Udaipur Residency 265,Udaipur,"Udaipur, Rajasthan, India",3.1,5219,3330,INR,Business Hotel
HOT00266,Urban Manali Lodge 266,Manali,"Manali, Himachal Pradesh, India",3.5,3006,5128,INR,Business Hotel
HOT00267,Grand Ooty Residency 267,Ooty,"Ooty, Tamil Nadu, India",3.9,5007,6295,INR,Resort
HOT00268,Comfort Mysuru Palace 268,Mysuru,"Mysuru, Karnataka, India",3.5,4678,3484,INR,Boutique Hotel
HOT00269,Urban Pune Lodge 269,Pune,"Pune, Maharashtra, India",3.4,4986,3961,INR,Budget Hotel
HOT00270,Green Kolkata Suites 270,Kolkata,"Kolkata, West Bengal, India",3.2,5556,2249,INR,Hotel
HOT00271,Grand Delhi Heights 271,Delhi,"Delhi, Delhi, India",4.2,6850,1892,INR,Business Hotel
HOT00272,Central Varanasi Heights 272,Varanasi,"Varanasi, Uttar Pradesh, India",3.8,6678,10646,INR,Business Hotel
HOT00273,Comfort Delhi Inn 273,Delhi,"Delhi, Delhi, India",3.1,6834,16767,INR,Business Hotel
HOT00274,Regal Pune Suites 274,Pune,"Pune, Maharashtra, India",3.5,5256,12217,INR,Business Hotel
HOT00275,Regal Hyderabad Lodge 275,Hyderabad,"Hyderabad, Telangana, India",4.0,5253,8821,INR,Business Hotel
HOT00276,Central Chennai Resort 276,Chennai,"Chennai, Tamil Nadu, India",3.3,1611,2558,INR,Boutique Hotel
HOT00277,Green Lucknow Hotel 277,Lucknow,"Lucknow, Uttar Pradesh, India",3.3,2641,11629,INR,Budget Hotel
HOT00278,Lakeview Mysuru Suites 278,Mysuru,"Mysuru, Karnataka, India",3.8,8458,16196,INR,Business Hotel
HOT00279,Heritage Kochi Inn 279,Kochi,"Kochi, Kerala, India",3.0,6467,17462,INR,Business Hotel
HOT00280,Lakeview Jaipur Retreat 280,Jaipur,"Jaipur, Rajasthan, India",2.9,4634,17116,INR,Budget Hotel
HOT00281,Central Shimla Lodge 281,Shimla,"Shimla, Himachal Pradesh, India",2.8,1786,15020,INR,Resort
HOT00282,Comfort Goa Retreat 282,Goa,"Goa, Goa, India",4.4,6020,2382,INR,Business Hotel
HOT00283,Green Mumbai Lodge 283,Mumbai,"Mumbai, Maharashtra, India",3.2,4753,3309,INR,Business Hotel
HOT00284,Heritage Ooty Lodge 284,Ooty,"Ooty, Tamil Nadu, India",3.4,1971,5116,INR,Hotel
HOT00285,Regal Lucknow Retreat 285,Lucknow,"Lucknow, Uttar Pradesh, India",4.0,6015,5627,INR,Resort
HOT00286,Skyline Rishikesh Hotel 286,Rishikesh,"Rishikesh, Uttarakhand, India",3.9,767,2175,INR,Resort
HOT00287,Heritage Mysuru Lodge 287,Mysuru,"Mysuru, Karnataka, India",3.8,8471,5480,INR,Boutique Hotel
HOT00288,Regal Rishikesh Suites 288,Rishikesh,"Rishikesh, Uttarakhand, India",3.6,4927,11922,INR,Budget Hotel
HOT00289,Skyline Ooty Resort 289,Ooty,"Ooty, Tamil Nadu, India",4.3,4936,16461,INR,Hotel
HOT00290,Regal Ahmedabad Residency 290,Ahmedabad,"Ahmedabad, Gujarat, India",4.9,5065,1773,INR,Budget Hotel
HOT00291,Central Shimla Palace 291,Shimla,"Shimla, Himachal Pradesh, India",4.3,7896,6487,INR,Budget Hotel
HOT00292,Palm Rishikesh Suites 292,Rishikesh,"Rishikesh, Uttarakhand, India",4.5,3993,1934,INR,Budget Hotel
HOT00293,Lakeview Chennai Inn 293,Chennai,"Chennai, Tamil Nadu, India",3.7,6886,5862,INR,Business Hotel
HOT00294,Palm Pune Lodge 294,Pune,"Pune, Maharashtra, India",4.4,7751,2940,INR,Luxury Hotel
HOT00295,Skyline Hyderabad Palace 295,Hyderabad,"Hyderabad, Telangana, India",4.0,7862,13247,INR,Boutique Hotel
HOT00296,Heritage Kolkata Lodge 296,Kolkata,"Kolkata, West Bengal, India",3.5,5829,9562,INR,Budget Hotel
HOT00297,Lakeview Shimla Palace 297,Shimla,"Shimla, Himachal Pradesh, India",3.4,4915,8268,INR,Boutique Hotel
HOT00298,Comfort Kochi Palace 298,Kochi,"Kochi, Kerala, India",4.2,8036,11288,INR,Business Hotel
HOT00299,Skyline Ahmedabad Heights 299,Ahmedabad,"Ahmedabad, Gujarat, India",3.4,6245,13828,INR,Boutique Hotel
HOT00300,Central Hyderabad Inn 300,Hyderabad,"Hyderabad, Telangana, India",3.4,1319,12249,INR,Business Hotel
HOT00301,Comfort Goa Resort 301,Goa,"Goa, Goa, India",3.2,4467,9800,INR,Resort
HOT00302,Green Chennai Palace 302,Chennai,"Chennai, Tamil Nadu, India",3.3,3722,8529,INR,Hotel
HOT00303,Palm Chennai Retreat 303,Chennai,"Chennai, Tamil Nadu, India",4.3,1672,5404,INR,Hotel
HOT00304,City Varanasi Hotel 304,Varanasi,"Varanasi, Uttar Pradesh, India",4.2,7818,16545,INR,Luxury Hotel
HOT00305,Central Pune Retreat 305,Pune,"Pune, Maharashtra, India",3.4,994,3831,INR,Luxury Hotel
HOT00306,Lakeview Agra Lodge 306,Agra,"Agra, Uttar Pradesh, India",4.4,636,6636,INR,Business Hotel
HOT00307,Grand Kolkata Hotel 307,Kolkata,"Kolkata, West Bengal, India",4.5,3077,10385,INR,Hotel
HOT00308,Central Bengaluru Residency 308,Bengaluru,"Bengaluru, Karnataka, India",4.7,5514,10224,INR,Business Hotel
HOT00309,Skyline Varanasi Resort 309,Varanasi,"Varanasi, Uttar Pradesh, India",4.7,2223,17422,INR,Business Hotel
HOT00310,Lakeview Goa Residency 310,Goa,"Goa, Goa, India",3.5,7543,9330,INR,Luxury Hotel
HOT00311,Grand Kolkata Retreat 311,Kolkata,"Kolkata, West Bengal, India",4.5,3189,6650,INR,Budget Hotel
HOT00312,Palm Lucknow Lodge 312,Lucknow,"Lucknow, Uttar Pradesh, India",3.5,6592,4025,INR,Resort
HOT00313,Heritage Hyderabad Retreat 313,Hyderabad,"Hyderabad, Telangana, India",4.8,136,9445,INR,Business Hotel
HOT00314,Heritage Jaipur Heights 314,Jaipur,"Jaipur, Rajasthan, India",4.8,4972,1274,INR,Boutique Hotel
HOT00315,Comfort Ahmedabad Palace 315,Ahmedabad,"Ahmedabad, Gujarat, India",2.9,1961,16150,INR,Boutique Hotel
HOT00316,Palm Kolkata Lodge 316,Kolkata,"Kolkata, West Bengal, India",4.7,5120,4747,INR,Luxury Hotel
HOT00317,Regal Kochi Palace 317,Kochi,"Kochi, Kerala, India",3.3,2213,16569,INR,Resort
HOT00318,Comfort Manali Retreat 318,Manali,"Manali, Himachal Pradesh, India",3.7,7739,8056,INR,Resort
HOT00319,Royal Rishikesh Lodge 319,Rishikesh,"Rishikesh, Uttarakhand, India",3.7,5952,3459,INR,Budget Hotel
HOT00320,Grand Chennai Lodge 320,Chennai,"Chennai, Tamil Nadu, India",4.7,3337,5810,INR,Resort
HOT00321,Skyline Mysuru Resort 321,Mysuru,"Mysuru, Karnataka, India",3.0,3390,16917,INR,Hotel
HOT00322,Heritage Ooty Inn 322,Ooty,"Ooty, Tamil Nadu, India",3.8,8434,14512,INR,Business Hotel
HOT00323,Grand Agra Lodge 323,Agra,"Agra, Uttar Pradesh, India",3.8,5074,1613,INR,Business Hotel
HOT00324,Grand Goa Palace 324,Goa,"Goa, Goa, India",4.0,767,14783,INR,Boutique Hotel
HOT00325,Skyline Delhi Inn 325,Delhi,"Delhi, Delhi, India",4.8,1155,16368,INR,Hotel
HOT00326,Palm Kochi Suites 326,Kochi,"Kochi, Kerala, India",4.4,6912,13170,INR,Business Hotel
HOT00327,Palm Manali Hotel 327,Manali,"Manali, Himachal Pradesh, India",3.0,2203,12295,INR,Hotel
HOT00328,Skyline Kolkata Hotel 328,Kolkata,"Kolkata, West Bengal, India",3.9,3673,1013,INR,Hotel
HOT00329,Heritage Kochi Lodge 329,Kochi,"Kochi, Kerala, India",3.7,6239,8425,INR,Resort
HOT00330,Regal Manali Suites 330,Manali,"Manali, Himachal Pradesh, India",3.4,1873,1955,INR,Luxury Hotel
HOT00331,Green Udaipur Inn 331,Udaipur,"Udaipur, Rajasthan, India",3.3,1127,4206,INR,Budget Hotel
HOT00332,Heritage Mumbai Inn 332,Mumbai,"Mumbai, Maharashtra, India",3.3,749,14081,INR,Business Hotel
HOT00333,Skyline Jaipur Palace 333,Jaipur,"Jaipur, Rajasthan, India",4.4,949,5491,INR,Budget Hotel
HOT00334,Lakeview Kochi Retreat 334,Kochi,"Kochi, Kerala, India",4.0,5278,8662,INR,Boutique Hotel
HOT00335,Urban Hyderabad Lodge 335,Hyderabad,"Hyderabad, Telangana, India",3.3,4948,9916,INR,Hotel
HOT00336,Green Varanasi Suites 336,Varanasi,"Varanasi, Uttar Pradesh, India",4.1,7024,17140,INR,Hotel
HOT00337,Urban Ahmedabad Hotel 337,Ahmedabad,"Ahmedabad, Gujarat, India",4.5,5247,14542,INR,Business Hotel
HOT00338,Central Hyderabad Hotel 338,Hyderabad,"Hyderabad, Telangana, India",3.2,7783,8796,INR,Resort
HOT00339,Comfort Kochi Suites 339,Kochi,"Kochi, Kerala, India",4.5,969,14422,INR,Business Hotel
HOT00340,Skyline Varanasi Suites 340,Varanasi,"Varanasi, Uttar Pradesh, India",3.6,4202,7562,INR,Boutique Hotel
HOT00341,Heritage Delhi Retreat 341,Delhi,"Delhi, Delhi, India",3.0,3145,2588,INR,Boutique Hotel
HOT00342,Urban Lucknow Inn 342,Lucknow,"Lucknow, Uttar Pradesh, India",4.6,3107,8011,INR,Business Hotel
HOT00343,Regal Pune Heights 343,Pune,"Pune, Maharashtra, India",4.8,276,7840,INR,Resort
HOT00344,Comfort Chennai Resort 344,Chennai,"Chennai, Tamil Nadu, India",4.7,3375,13896,INR,Resort
HOT00345,Regal Varanasi Heights 345,Varanasi,"Varanasi, Uttar Pradesh, India",3.6,5911,11006,INR,Boutique Hotel
HOT00346,Skyline Ahmedabad Resort 346,Ahmedabad,"Ahmedabad, Gujarat, India",3.8,7717,11393,INR,Resort
HOT00347,Regal Ahmedabad Hotel 347,Ahmedabad,"Ahmedabad, Gujarat, India",2.9,3650,5681,INR,Hotel
HOT00348,Skyline Goa Hotel 348,Goa,"Goa, Goa, India",3.4,3239,11709,INR,Resort
HOT00349,Green Lucknow Palace 349,Lucknow,"Lucknow, Uttar Pradesh, India",3.8,5555,9332,INR,Business Hotel
HOT00350,Heritage Shimla Suites 350,Shimla,"Shimla, Himachal Pradesh, India",4.3,5795,6446,INR,Resort
HOT00351,Heritage Varanasi Suites 351,Varanasi,"Varanasi, Uttar Pradesh, India",4.7,987,2008,INR,Hotel
HOT00352,Grand Mumbai Hotel 352,Mumbai,"Mumbai, Maharashtra, India",3.1,3816,3127,INR,Luxury Hotel
HOT00353,Grand Hyderabad Palace 353,Hyderabad,"Hyderabad, Telangana, India",3.9,6139,2880,INR,Budget Hotel
HOT00354,Heritage Rishikesh Resort 354,Rishikesh,"Rishikesh, Uttarakhand, India",2.8,6764,1288,INR,Hotel
HOT00355,Comfort Ooty Heights 355,Ooty,"Ooty, Tamil Nadu, India",3.9,4722,1461,INR,Budget Hotel
HOT00356,City Udaipur Residency 356,Udaipur,"Udaipur, Rajasthan, India",4.7,2464,8796,INR,Resort
HOT00357,Skyline Rishikesh Heights 357,Rishikesh,"Rishikesh, Uttarakhand, India",4.5,4404,13905,INR,Hotel
HOT00358,Palm Ahmedabad Resort 358,Ahmedabad,"Ahmedabad, Gujarat, India",4.0,3725,10729,INR,Luxury Hotel
HOT00359,Urban Delhi Inn 359,Delhi,"Delhi, Delhi, India",3.0,6238,13259,INR,Budget Hotel
HOT00360,Grand Shimla Inn 360,Shimla,"Shimla, Himachal Pradesh, India",4.3,1379,17279,INR,Business Hotel
HOT00361,Green Mysuru Residency 361,Mysuru,"Mysuru, Karnataka, India",4.7,722,8428,INR,Resort
HOT00362,Heritage Agra Heights 362,Agra,"Agra, Uttar Pradesh, India",2.9,1243,10087,INR,Budget Hotel
HOT00363,Urban Agra Inn 363,Agra,"Agra, Uttar Pradesh, India",3.2,5177,1413,INR,Resort
HOT00364,City Agra Hotel 364,Agra,"Agra, Uttar Pradesh, India",4.8,4928,6223,INR,Budget Hotel
HOT00365,Green Jaipur Hotel 365,Jaipur,"Jaipur, Rajasthan, India",4.2,5460,13477,INR,Luxury Hotel
HOT00366,Comfort Hyderabad Residency 366,Hyderabad,"Hyderabad, Telangana, India",3.9,5691,2659,INR,Hotel
HOT00367,Lakeview Udaipur Residency 367,Udaipur,"Udaipur, Rajasthan, India",3.5,6524,11594,INR,Hotel
HOT00368,Heritage Goa Resort 368,Goa,"Goa, Goa, India",3.3,6175,15050,INR,Resort
HOT00369,Urban Agra Hotel 369,Agra,"Agra, Uttar Pradesh, India",3.0,4864,8975,INR,Luxury Hotel
HOT00370,Royal Delhi Heights 370,Delhi,"Delhi, Delhi, India",3.1,2552,13667,INR,Boutique Hotel
HOT00371,Royal Ahmedabad Residency 371,Ahmedabad,"Ahmedabad, Gujarat, India",2.8,5075,15473,INR,Boutique Hotel
HOT00372,Royal Goa Suites 372,Goa,"Goa, Goa, India",3.0,7086,15607,INR,Budget Hotel
HOT00373,Skyline Varanasi Hotel 373,Varanasi,"Varanasi, Uttar Pradesh, India",3.0,1493,12497,INR,Budget Hotel
HOT00374,Green Delhi Retreat 374,Delhi,"Delhi, Delhi, India",4.6,227,10463,INR,Business Hotel
HOT00375,Royal Lucknow Lodge 375,Lucknow,"Lucknow, Uttar Pradesh, India",4.7,4002,17975,INR,Resort
HOT00376,City Lucknow Suites 376,Lucknow,"Lucknow, Uttar Pradesh, India",3.4,4422,17058,INR,Resort
HOT00377,City Delhi Hotel 377,Delhi,"Delhi, Delhi, India",3.4,4936,16767,INR,Hotel
HOT00378,Central Ahmedabad Palace 378,Ahmedabad,"Ahmedabad, Gujarat, India",4.3,8148,7307,INR,Business Hotel
HOT00379,City Chennai Heights 379,Chennai,"Chennai, Tamil Nadu, India",2.8,6508,11786,INR,Budget Hotel
HOT00380,Regal Lucknow Resort 380,Lucknow,"Lucknow, Uttar Pradesh, India",3.5,2255,10744,INR,Boutique Hotel
HOT00381,Comfort Rishikesh Palace 381,Rishikesh,"Rishikesh, Uttarakhand, India",3.8,2935,13949,INR,Boutique Hotel
HOT00382,Comfort Kochi Resort 382,Kochi,"Kochi, Kerala, India",4.8,3996,11578,INR,Business Hotel
HOT00383,Palm Goa Retreat 383,Goa,"Goa, Goa, India",3.0,3298,6795,INR,Luxury Hotel
HOT00384,Grand Varanasi Resort 384,Varanasi,"Varanasi, Uttar Pradesh, India",4.8,3459,15267,INR,Boutique Hotel
HOT00385,Palm Delhi Resort 385,Delhi,"Delhi, Delhi, India",3.1,4986,8830,INR,Boutique Hotel
HOT00386,Comfort Hyderabad Hotel 386,Hyderabad,"Hyderabad, Telangana, India",4.5,1236,15615,INR,Budget Hotel
HOT00387,Green Shimla Hotel 387,Shimla,"Shimla, Himachal Pradesh, India",3.9,6878,2104,INR,Boutique Hotel
HOT00388,Green Varanasi Residency 388,Varanasi,"Varanasi, Uttar Pradesh, India",3.0,4092,12532,INR,Resort
HOT00389,Grand Rishikesh Hotel 389,Rishikesh,"Rishikesh, Uttarakhand, India",4.8,5457,15005,INR,Hotel
HOT00390,Royal Bengaluru Heights 390,Bengaluru,"Bengaluru, Karnataka, India",3.3,3646,15507,INR,Boutique Hotel
HOT00391,Heritage Lucknow Lodge 391,Lucknow,"Lucknow, Uttar Pradesh, India",3.1,427,16719,INR,Hotel
HOT00392,Palm Kochi Residency 392,Kochi,"Kochi, Kerala, India",3.0,2346,12314,INR,Boutique Hotel
HOT00393,Heritage Mysuru Palace 393,Mysuru,"Mysuru, Karnataka, India",3.9,5731,16502,INR,Hotel
HOT00394,Comfort Manali Resort 394,Manali,"Manali, Himachal Pradesh, India",3.5,4944,2364,INR,Luxury Hotel
HOT00395,Grand Chennai Retreat 395,Chennai,"Chennai, Tamil Nadu, India",4.2,2717,8892,INR,Budget Hotel
HOT00396,Skyline Kolkata Suites 396,Kolkata,"Kolkata, West Bengal, India",3.5,7010,16040,INR,Resort
HOT00397,Urban Lucknow Suites 397,Lucknow,"Lucknow, Uttar Pradesh, India",3.2,7105,13862,INR,Hotel
HOT00398,Lakeview Rishikesh Resort 398,Rishikesh,"Rishikesh, Uttarakhand, India",4.0,6395,1045,INR,Luxury Hotel
HOT00399,Lakeview Pune Heights 399,Pune,"Pune, Maharashtra, India",4.4,1050,4234,INR,Budget Hotel
HOT00400,Regal Kolkata Retreat 400,Kolkata,"Kolkata, West Bengal, India",3.2,1892,9496,INR,Luxury Hotel
HOT00401,Skyline Shimla Retreat 401,Shimla,"Shimla, Himachal Pradesh, India",4.1,6456,4643,INR,Boutique Hotel
HOT00402,Heritage Ahmedabad Suites 402,Ahmedabad,"Ahmedabad, Gujarat, India",4.5,4898,3677,INR,Luxury Hotel
HOT00403,Regal Hyderabad Residency 403,Hyderabad,"Hyderabad, Telangana, India",3.3,1941,6898,INR,Boutique Hotel
HOT00404,Skyline Hyderabad Hotel 404,Hyderabad,"Hyderabad, Telangana, India",3.7,2283,13473,INR,Business Hotel
HOT00405,Heritage Kolkata Lodge 405,Kolkata,"Kolkata, West Bengal, India",4.3,2863,6367,INR,Business Hotel
HOT00406,City Kochi Suites 406,Kochi,"Kochi, Kerala, India",3.5,7414,2656,INR,Boutique Hotel
HOT00407,Heritage Bengaluru Suites 407,Bengaluru,"Bengaluru, Karnataka, India",3.2,6315,17462,INR,Luxury Hotel
HOT00408,Palm Shimla Resort 408,Shimla,"Shimla, Himachal Pradesh, India",3.7,7297,16913,INR,Resort
HOT00409,Green Delhi Inn 409,Delhi,"Delhi, Delhi, India",4.5,3638,10471,INR,Hotel
HOT00410,Lakeview Goa Lodge 410,Goa,"Goa, Goa, India",3.4,7517,17130,INR,Budget Hotel
HOT00411,Royal Ooty Residency 411,Ooty,"Ooty, Tamil Nadu, India",3.4,6035,2263,INR,Luxury Hotel
HOT00412,Skyline Manali Palace 412,Manali,"Manali, Himachal Pradesh, India",4.9,1702,9011,INR,Boutique Hotel
HOT00413,Heritage Mumbai Heights 413,Mumbai,"Mumbai, Maharashtra, India",3.5,1450,15287,INR,Hotel
HOT00414,Lakeview Jaipur Retreat 414,Jaipur,"Jaipur, Rajasthan, India",4.6,7040,6338,INR,Budget Hotel
HOT00415,Lakeview Hyderabad Palace 415,Hyderabad,"Hyderabad, Telangana, India",4.5,5772,10110,INR,Budget Hotel
HOT00416,City Varanasi Retreat 416,Varanasi,"Varanasi, Uttar Pradesh, India",4.9,4819,10380,INR,Budget Hotel
HOT00417,Skyline Goa Residency 417,Goa,"Goa, Goa, India",3.1,6768,2842,INR,Boutique Hotel
HOT00418,Comfort Hyderabad Suites 418,Hyderabad,"Hyderabad, Telangana, India",3.3,5302,9011,INR,Luxury Hotel
HOT00419,Heritage Lucknow Suites 419,Lucknow,"Lucknow, Uttar Pradesh, India",4.0,4427,14473,INR,Business Hotel
HOT00420,Royal Manali Residency 420,Manali,"Manali, Himachal Pradesh, India",3.6,4583,12993,INR,Business Hotel
HOT00421,Regal Shimla Inn 421,Shimla,"Shimla, Himachal Pradesh, India",4.6,1551,15922,INR,Luxury Hotel
HOT00422,Royal Ahmedabad Lodge 422,Ahmedabad,"Ahmedabad, Gujarat, India",3.6,7064,7841,INR,Business Hotel
HOT00423,Regal Goa Heights 423,Goa,"Goa, Goa, India",3.5,2164,16803,INR,Boutique Hotel
HOT00424,Grand Mumbai Residency 424,Mumbai,"Mumbai, Maharashtra, India",4.1,7554,1433,INR,Hotel
HOT00425,Heritage Kolkata Resort 425,Kolkata,"Kolkata, West Bengal, India",2.8,7034,7529,INR,Luxury Hotel
HOT00426,Urban Hyderabad Heights 426,Hyderabad,"Hyderabad, Telangana, India",3.1,4514,3958,INR,Luxury Hotel
HOT00427,Central Ahmedabad Residency 427,Ahmedabad,"Ahmedabad, Gujarat, India",3.6,2736,2596,INR,Business Hotel
HOT00428,Comfort Kochi Palace 428,Kochi,"Kochi, Kerala, India",3.7,1519,4018,INR,Hotel
HOT00429,Heritage Pune Residency 429,Pune,"Pune, Maharashtra, India",3.1,3730,17921,INR,Luxury Hotel
HOT00430,Grand Manali Inn 430,Manali,"Manali, Himachal Pradesh, India",4.3,2000,14738,INR,Luxury Hotel
HOT00431,Heritage Hyderabad Residency 431,Hyderabad,"Hyderabad, Telangana, India",3.3,1488,4256,INR,Hotel
HOT00432,Regal Mysuru Heights 432,Mysuru,"Mysuru, Karnataka, India",3.1,2206,5581,INR,Hotel
HOT00433,Green Ooty Inn 433,Ooty,"Ooty, Tamil Nadu, India",4.1,2713,15321,INR,Boutique Hotel
HOT00434,Urban Pune Suites 434,Pune,"Pune, Maharashtra, India",4.7,7273,8018,INR,Hotel
HOT00435,City Chennai Residency 435,Chennai,"Chennai, Tamil Nadu, India",4.0,6316,12419,INR,Business Hotel
HOT00436,City Mysuru Palace 436,Mysuru,"Mysuru, Karnataka, India",3.4,1405,9031,INR,Budget Hotel
HOT00437,Green Rishikesh Heights 437,Rishikesh,"Rishikesh, Uttarakhand, India",4.4,464,10784,INR,Resort
HOT00438,Green Ooty Lodge 438,Ooty,"Ooty, Tamil Nadu, India",3.2,6443,10584,INR,Luxury Hotel
HOT00439,Lakeview Mumbai Resort 439,Mumbai,"Mumbai, Maharashtra, India",3.6,3974,17270,INR,Luxury Hotel
HOT00440,Royal Rishikesh Lodge 440,Rishikesh,"Rishikesh, Uttarakhand, India",4.7,222,12732,INR,Boutique Hotel
HOT00441,Palm Hyderabad Hotel 441,Hyderabad,"Hyderabad, Telangana, India",3.6,2855,16334,INR,Hotel
HOT00442,Green Bengaluru Residency 442,Bengaluru,"Bengaluru, Karnataka, India",2.8,3559,2205,INR,Hotel
HOT00443,Skyline Lucknow Heights 443,Lucknow,"Lucknow, Uttar Pradesh, India",4.1,8234,14512,INR,Business Hotel
HOT00444,Royal Lucknow Lodge 444,Lucknow,"Lucknow, Uttar Pradesh, India",3.9,2526,9992,INR,Hotel
HOT00445,Royal Kochi Lodge 445,Kochi,"Kochi, Kerala, India",4.7,2570,11606,INR,Business Hotel
HOT00446,Urban Agra Residency 446,Agra,"Agra, Uttar Pradesh, India",3.5,7192,8719,INR,Hotel
HOT00447,Royal Jaipur Hotel 447,Jaipur,"Jaipur, Rajasthan, India",3.0,926,11034,INR,Luxury Hotel
HOT00448,Royal Kolkata Inn 448,Kolkata,"Kolkata, West Bengal, India",4.3,210,6268,INR,Business Hotel
HOT00449,Skyline Ahmedabad Lodge 449,Ahmedabad,"Ahmedabad, Gujarat, India",4.4,4272,6371,INR,Boutique Hotel
HOT00450,Comfort Hyderabad Heights 450,Hyderabad,"Hyderabad, Telangana, India",4.3,1959,1861,INR,Boutique Hotel
HOT00451,Central Udaipur Lodge 451,Udaipur,"Udaipur, Rajasthan, India",2.9,1287,17157,INR,Business Hotel
HOT00452,Regal Ooty Inn 452,Ooty,"Ooty, Tamil Nadu, India",3.8,2759,12948,INR,Resort
