payment_id,booking_id,customer_id,transaction_reference,amount,currency,payment_method,payment_status,gateway,created_at,failure_reason
PAY000268,BK000921,CUST00155,TXN91502655,2425,INR,Net Banking,success,PayU,2026-11-16,
PAY000269,BK000668,CUST00158,TXN13716487,98393,INR,Wallet,success,Cashfree,2026-11-29,
PAY000270,BK000304,CUST00257,TXN50566911,104318,INR,Wallet,success,Razorpay,2026-11-27,
PAY000271,BK000397,CUST00212,TXN28619630,64390,INR,Wallet,success,Razorpay,2026-12-01,
PAY000272,BK000408,CUST00022,TXN51083070,32579,INR,UPI,success,PayU,2027-02-04,
PAY000273,BK000112,CUST00247,TXN21181939,66433,INR,UPI,success,Cashfree,2026-10-04,
PAY000274,BK000889,CUST00023,TXN92409409,32247,INR,UPI,success,PayU,2026-11-26,
PAY000275,BK000182,CUST00016,TXN39261830,30768,INR,Net Banking,refunded,Razorpay,2027-01-24,
PAY000276,BK000371,CUST00225,TXN85785328,46597,INR,Debit Card,failed,Stripe,2026-12-04,gateway_timeout
PAY000277,BK000950,CUST00016,TXN53363052,55270,INR,UPI,success,Stripe,2026-10-24,
PAY000278,BK000412,CUST00159,TXN72582837,113423,INR,Credit Card,success,Razorpay,2026-11-15,
PAY000279,BK000038,CUST00215,TXN26367478,76489,INR,Debit Card,success,Stripe,2027-03-27,
PAY000280,BK001000,CUST00195,TXN61525932,68167,INR,Credit Card,pending,Stripe,2026-12-04,
PAY000281,BK000142,CUST00156,TXN91435795,65798,INR,Wallet,pending,Razorpay,2026-12-19,
PAY000282,BK000748,CUST00274,TXN57234709,97839,INR,Net Banking,success,Stripe,2027-03-15,
PAY000283,BK000085,CUST00240,TXN37359984,71429,INR,Net Banking,success,Stripe,2027-03-07,
PAY000284,BK000366,CUST00074,TXN53211428,111772,INR,UPI,success,PayU,2027-02-23,
PAY000285,BK000519,CUST00190,TXN78045688,13554,INR,Net Banking,success,Cashfree,2026-10-05,
PAY000286,BK000618,CUST00187,TXN32271477,29118,INR,Net Banking,success,Stripe,2026-10-27,
PAY000287,BK000655,CUST00217,TXN93368501,81453,INR,Debit Card,success,Razorpay,2026-11-16,
PAY000288,BK000747,CUST00220,TXN11571002,31135,INR,UPI,pending,Cashfree,2027-03-03,
PAY000289,BK000363,CUST00060,TXN79876999,80416,INR,Credit Card,failed,Cashfree,2026-11-19,gateway_timeout
PAY000290,BK000615,CUST00122,TXN36030153,87118,INR,Credit Card,success,Stripe,2026-11-28,
PAY000291,BK000071,CUST00124,TXN17476851,79642,INR,UPI,pending,Stripe,2026-12-26,
PAY000292,BK000266,CUST00257,TXN26604791,115355,INR,Debit Card,success,Razorpay,2026-12-17,
PAY000293,BK000797,CUST00279,TXN17517021,105884,INR,Net Banking,success,PayU,2026-10-18,
PAY000294,BK000450,CUST00005,TXN40732479,17318,INR,Net Banking,success,Stripe,2027-03-24,
PAY000295,BK000462,CUST00058,TXN19868126,115685,INR,Debit Card,refunded,PayU,2027-01-08,
PAY000296,BK000155,CUST00284,TXN56719368,102847,INR,UPI,failed,PayU,2027-01-22,gateway_timeout
PAY000297,BK000139,CUST00272,TXN48575671,58351,INR,Net Banking,success,Stripe,2026-10-18,
PAY000298,BK000231,CUST00156,TXN99598657,2879,INR,Debit Card,success,Stripe,2026-10-25,
PAY000299,BK000986,CUST00211,TXN38170176,43558,INR,UPI,success,Razorpay,2026-10-01,
PAY000300,BK000637,CUST00151,TXN30713867,20034,INR,Net Banking,pending,PayU,2026-10-28,
PAY000301,BK000388,CUST00290,TXN79819580,76765,INR,Net Banking,pending,Stripe,2026-12-23,
PAY000302,BK000659,CUST00208,TXN12214008,48005,INR,Net Banking,pending,Cashfree,2026-11-23,
PAY000303,BK000555,CUST00263,TXN98699621,69330,INR,Credit Card,success,PayU,2027-01-03,
PAY000304,BK000031,CUST00295,TXN81848079,77122,INR,Debit Card,success,Cashfree,2027-01-24,
PAY000305,BK000365,CUST00149,TXN43084851,58906,INR,UPI,success,Stripe,2026-10-13,
PAY000306,BK000794,CUST00070,TXN84721571,36197,INR,Credit Card,success,Razorpay,2026-12-15,
PAY000307,BK000165,CUST00048,TXN41767901,103189,INR,Credit Card,success,Cashfree,2026-12-31,
PAY000308,BK000348,CUST00120,TXN68281772,85594,INR,Net Banking,success,Cashfree,2026-10-23,
PAY000309,BK000341,CUST00117,TXN87154762,64621,INR,Net Banking,success,Razorpay,2026-11-20,
PAY000310,BK000888,CUST00217,TXN46954869,41672,INR,Net Banking,success,PayU,2027-02-09,
PAY000311,BK000017,CUST00215,TXN80783758,33350,INR,Debit Card,pending,Stripe,2026-11-06,
PAY000312,BK000487,CUST00090,TXN73297481,49363,INR,Net Banking,success,Cashfree,2026-11-20,
PAY000313,BK000066,CUST00010,TXN82397074,90206,INR,Net Banking,pending,Cashfree,2027-01-13,
PAY000314,BK000979,CUST00033,TXN24807552,49470,INR,Wallet,failed,Cashfree,2026-12-17,gateway_timeout
PAY000315,BK000826,CUST00086,TXN66149902,94752,INR,Debit Card,success,Razorpay,2027-02-18,
PAY000316,BK000141,CUST00236,TXN51409994,79462,INR,Credit Card,success,Stripe,2026-11-19,
PAY000317,BK000415,CUST00104,TXN37186241,114535,INR,UPI,refunded,Stripe,2027-02-23,
PAY000318,BK000403,CUST00224,TXN33577037,101314,INR,Wallet,refunded,PayU,2026-12-26,
PAY000319,BK000624,CUST00023,TXN99150774,73969,INR,UPI,success,Cashfree,2026-10-01,
PAY000320,BK000976,CUST00156,TXN29511227,83490,INR,UPI,success,Razorpay,2026-10-03,
PAY000321,BK000898,CUST00195,TXN60593422,114526,INR,Wallet,success,PayU,2026-12-20,
PAY000322,BK000201,CUST00192,TXN73304753,53153,INR,Debit Card,failed,PayU,2027-01-01,insufficient_funds
PAY000323,BK000337,CUST00153,TXN46663659,22154,INR,Debit Card,success,Stripe,2027-01-11,
PAY000324,BK000958,CUST00140,TXN38223881,116693,INR,Net Banking,success,Cashfree,2027-01-07,
PAY000325,BK000413,CUST00051,TXN21040990,116247,INR,Debit Card,success,Stripe,2027-02-07,
PAY000326,BK000524,CUST00183,TXN73888969,29484,INR,Credit Card,success,PayU,2026-12-30,
PAY000327,BK000354,CUST00148,TXN71847221,36588,INR,UPI,success,Cashfree,2027-02-27,
PAY000328,BK000777,CUST00209,TXN74757320,99053,INR,UPI,success,Stripe,2026-11-02,
PAY000329,BK000082,CUST00220,TXN76108492,73449,INR,Debit Card,failed,Cashfree,2026-11-29,bank_declined
PAY000330,BK000549,CUST00180,TXN75641395,2016,INR,Credit Card,success,Stripe,2026-10-12,
PAY000331,BK000932,CUST00275,TXN10382206,78590,INR,UPI,success,Stripe,2026-12-02,
PAY000332,BK000320,CUST00006,TXN98982924,13414,INR,Net Banking,pending,PayU,2026-11-25,
PAY000333,BK000933,CUST00168,TXN15845407,59995,INR,Wallet,failed,Stripe,2026-12-17,gateway_timeout
PAY000334,BK000786,CUST00212,TXN44664020,7714,INR,Credit Card,success,Razorpay,2026-12-20,
PAY000335,BK000557,CUST00103,TXN45749599,26372,INR,Net Banking,failed,Stripe,2026-11-25,gateway_timeout
PAY000336,BK000206,CUST00253,TXN66452136,8619,INR,Net Banking,pending,PayU,2026-12-09,
PAY000337,BK000300,CUST00263,TXN84818643,98555,INR,Debit Card,failed,Cashfree,2027-02-07,insufficient_funds
PAY000338,BK000854,CUST00055,TXN84771207,55959,INR,Credit Card,success,PayU,2026-11-02,
PAY000339,BK000555,CUST00208,TXN29428896,91870,INR,UPI,success,Cashfree,2027-02-13,
PAY000340,BK000247,CUST00244,TXN12419381,95778,INR,Wallet,success,PayU,2026-10-13,
PAY000341,BK000293,CUST00165,TXN40366425,83164,INR,Debit Card,success,Razorpay,2026-10-20,
PAY000342,BK000523,CUST00113,TXN76975259,95252,INR,Net Banking,success,Cashfree,2027-01-06,
PAY000343,BK000938,CUST00080,TXN26199774,11935,INR,UPI,pending,Stripe,2026-11-18,
PAY000344,BK000887,CUST00240,TXN38372804,5669,INR,Credit Card,success,Razorpay,2026-12-06,
PAY000345,BK000393,CUST00087,TXN70967898,101453,INR,Debit Card,failed,Razorpay,2026-12-23,invalid_payment
PAY000346,BK000920,CUST00200,TXN96989598,11778,INR,Debit Card,refunded,Stripe,2027-02-22,
PAY000347,BK000148,CUST00182,TXN60268713,68780,INR,Net Banking,success,PayU,2027-02-14,
PAY000348,BK000150,CUST00034,TXN18980156,23671,INR,Wallet,success,Cashfree,2027-03-19,
PAY000349,BK000068,CUST00192,TXN62012419,117664,INR,Credit Card,success,Cashfree,2027-01-18,
PAY000350,BK000443,CUST00224,TXN67497805,85782,INR,Wallet,success,Razorpay,2026-10-23,
PAY000351,BK000071,CUST00174,TXN79958514,119518,INR,UPI,success,Cashfree,2026-11-28,
PAY000352,BK000430,CUST00299,TXN85983617,108181,INR,Wallet,pending,Razorpay,2027-01-09,
PAY000353,BK000974,CUST00156,TXN94932048,90495,INR,Wallet,pending,Cashfree,2027-02-20,
PAY000354,BK000149,CUST00149,TXN57496746,42972,INR,Credit Card,success,Cashfree,2026-12-07,
PAY000355,BK000443,CUST00296,TXN56623358,94674,INR,Net Banking,success,Cashfree,2027-01-22,
PAY000356,BK000461,CUST00152,TXN42055946,109663,INR,Net Banking,failed,PayU,2027-02-09,invalid_payment
PAY000357,BK000782,CUST00284,TXN19142677,31618,INR,UPI,failed,Stripe,2027-03-12,invalid_payment
PAY000358,BK000791,CUST00144,TXN67093146,41845,INR,Credit Card,success,Stripe,2027-03-29,
PAY000359,BK000693,CUST00194,TXN60107334,67589,INR,UPI,failed,Razorpay,2027-02-19,bank_declined
PAY000360,BK000993,CUST00191,TXN39579938,10087,INR,Wallet,pending,Cashfree,2027-03-23,
PAY000361,BK000220,CUST00194,TXN22705720,84103,INR,UPI,success,Razorpay,2027-03-12,
PAY000362,BK000784,CUST00106,TXN43335086,6576,INR,Credit Card,success,Stripe,2026-12-28,
PAY000363,BK000607,CUST00262,TXN88945519,90545,INR,UPI,success,Razorpay,2027-02-05,
PAY000364,BK000586,CUST00233,TXN75170837,95412,INR,Net Banking,failed,Stripe,2026-11-19,gateway_timeout
PAY000365,BK000585,CUST00126,TXN34532154,10771,INR,Wallet,success,Cashfree,2026-11-11,
PAY000366,BK000099,CUST00230,TXN86828053,10440,INR,Net Banking,success,Razorpay,2027-01-08,
PAY000367,BK000917,CUST00152,TXN65620434,59406,INR,Debit Card,success,Razorpay,2026-11-23,
PAY000368,BK000578,CUST00033,TXN61188668,103355,INR,Debit Card,success,PayU,2027-01-13,
PAY000369,BK000631,CUST00287,TXN87524030,31799,INR,Wallet,success,Cashfree,2026-11-01,
PAY000370,BK000677,CUST00005,TXN77491199,109987,INR,Wallet,success,Stripe,2026-12-30,
PAY000371,BK000855,CUST00008,TXN68700413,39571,INR,Credit Card,success,Razorpay,2027-01-01,
PAY000372,BK000721,CUST00065,TXN94205259,78894,INR,UPI,success,Razorpay,2026-12-06,
PAY000373,BK000103,CUST00281,TXN46617012,67112,INR,Credit Card,success,PayU,2026-12-30,
PAY000374,BK000242,CUST00287,TXN18882397,110347,INR,Debit Card,success,Stripe,2027-01-02,
PAY000375,BK000784,CUST00088,TXN36074258,38542,INR,Net Banking,success,PayU,2026-10-12,
PAY000376,BK000513,CUST00137,TXN42522951,60188,INR,Wallet,refunded,PayU,2027-03-21,
PAY000377,BK000804,CUST00187,TXN37774220,73970,INR,Credit Card,pending,Stripe,2027-03-26,
PAY000378,BK000295,CUST00235,TXN75628750,72999,INR,Net Banking,success,Cashfree,2026-11-03,
PAY000379,BK000499,CUST00175,TXN92504840,31659,INR,Wallet,success,Stripe,2027-01-28,
PAY000380,BK000660,CUST00171,TXN52474676,53816,INR,UPI,refunded,Razorpay,2027-02-14,
PAY000381,BK000439,CUST00151,TXN12857729,76867,INR,Credit Card,success,Razorpay,2027-01-30,
PAY000382,BK000928,CUST00212,TXN31044657,21196,INR,Credit Card,pending,PayU,2026-10-03,
PAY000383,BK000422,CUST00005,TXN68351756,59618,INR,UPI,success,PayU,2027-02-14,
PAY000384,BK000442,CUST00153,TXN92765071,77407,INR,UPI,success,Razorpay,2027-03-07,
PAY000385,BK000561,CUST00202,TXN56665251,82662,INR,Net Banking,pending,Cashfree,2026-10-21,
PAY000386,BK000047,CUST00249,TXN50099605,78122,INR,Wallet,pending,Razorpay,2026-11-05,
PAY000387,BK000849,CUST00189,TXN56988447,9960,INR,UPI,refunded,PayU,2027-03-28,
PAY000388,BK000964,CUST00067,TXN29376135,52711,INR,Net Banking,failed,PayU,2026-10-15,invalid_payment
PAY000389,BK000564,CUST00239,TXN23508139,88891,INR,Debit Card,success,Stripe,2027-03-05,
PAY000390,BK000045,CUST00098,TXN61319627,4238,INR,Net Banking,failed,PayU,2026-11-14,invalid_payment
PAY000391,BK000639,CUST00055,TXN69837363,2308,INR,Wallet,pending,Cashfree,2026-10-05,
PAY000392,BK000172,CUST00179,TXN30187056,60384,INR,Wallet,success,Stripe,2027-02-13,
PAY000393,BK000934,CUST00094,TXN51570072,113181,INR,Net Banking,pending,Stripe,2027-03-20,
PAY000394,BK000329,CUST00092,TXN57068637,70714,INR,Credit Card,pending,Razorpay,2026-10-10,
PAY000395,BK000610,CUST00007,TXN91811215,69576,INR,UPI,pending,Cashfree,2026-10-17,
PAY000396,BK000843,CUST00010,TXN70323351,35837,INR,Debit Card,success,Stripe,2026-10-05,
PAY000397,BK000109,CUST00009,TXN40025791,71229,INR,Credit Card,pending,PayU,2027-02-06,
PAY000398,BK000425,CUST00090,TXN63216467,4615,INR,UPI,success,PayU,2026-11-05,
PAY000399,BK000881,CUST00113,TXN83874978,61777,INR,Credit Card,success,Razorpay,2027-01-12,
PAY000400,BK000423,CUST00224,TXN40460975,26165,INR,UPI,success,Stripe,2026-11-21,
PAY000401,BK000861,CUST00142,TXN55163126,82152,INR,Credit Card,success,Razorpay,2027-03-06,
PAY000402,BK000834,CUST00134,TXN81715687,9841,INR,Credit Card,success,Razorpay,2026-10-30,
PAY000403,BK000318,CUST00247,TXN25400042,62601,INR,UPI,success,Stripe,2026-12-30,
PAY000404,BK000187,CUST00174,TXN64625453,42179,INR,Credit Card,success,Razorpay,2027-01-29,
PAY000405,BK000369,CUST00063,TXN89179174,50339,INR,Credit Card,failed,PayU,2027-03-07,invalid_payment
PAY000406,BK000966,CUST00110,TXN54774048,117009,INR,UPI,success,Cashfree,2026-11-21,
PAY000407,BK000521,CUST00175,TXN69006384,108281,INR,Net Banking,success,Cashfree,2026-11-07,
PAY000408,BK000197,CUST00223,TXN92072667,92504,INR,UPI,success,Razorpay,2027-03-08,
PAY000409,BK000097,CUST00162,TXN78335310,33614,INR,Wallet,success,PayU,2026-12-26,
PAY000410,BK000214,CUST00276,TXN57501155,8930,INR,Wallet,failed,Stripe,2027-02-28,bank_declined
PAY000411,BK000863,CUST00069,TXN56324197,49557,INR,Credit Card,success,Razorpay,2026-10-03,
PAY000412,BK000416,CUST00295,TXN86879799,23014,INR,Credit Card,failed,Razorpay,2026-11-03,bank_declined
PAY000413,BK000995,CUST00052,TXN21582953,84300,INR,Credit Card,success,PayU,2027-01-21,
PAY000414,BK000473,CUST00205,TXN92979188,73886,INR,Wallet,refunded,Cashfree,2027-03-24,
PAY000415,BK000351,CUST00052,TXN62216993,53193,INR,UPI,refunded,PayU,2027-01-20,
PAY000416,BK000523,CUST00224,TXN59217566,27549,INR,UPI,success,Cashfree,2027-02-18,
PAY000417,BK000453,CUST00250,TXN96961559,57753,INR,Debit Card,success,Cashfree,2027-02-25,
PAY000418,BK000723,CUST00128,TXN74599202,13012,INR,Wallet,success,Razorpay,2027-03-09,
PAY000419,BK000741,CUST00150,TXN92915130,12904,INR,Net Banking,refunded,PayU,2027-03-25,
PAY000420,BK000605,CUST00108,TXN33688149,77630,INR,Net Banking,pending,Razorpay,2027-03-11,
PAY000421,BK000469,CUST00066,TXN40927408,28478,INR,Wallet,success,Stripe,2027-03-11,
PAY000422,BK000844,CUST00142,TXN88152567,42445,INR,Credit Card,success,Cashfree,2027-03-12,
PAY000423,BK000729,CUST00293,TXN58072926,68965,INR,Debit Card,success,Cashfree,2027-03-26,
PAY000424,BK000523,CUST00010,TXN54613278,117361,INR,Net Banking,success,Stripe,2026-10-25,
PAY000425,BK000489,CUST00151,TXN60971663,114890,INR,UPI,success,Cashfree,2026-11-22,
PAY000426,BK000031,CUST00100,TXN46157788,49778,INR,UPI,success,Stripe,2027-03-09,
PAY000427,BK000271,CUST00259,TXN47492048,84632,INR,Wallet,success,Cashfree,2026-12-01,
PAY000428,BK000031,CUST00014,TXN91483600,24220,INR,UPI,success,PayU,2026-10-01,
PAY000429,BK000850,CUST00073,TXN62640561,29090,INR,Credit Card,success,PayU,2026-12-28,
PAY000430,BK000324,CUST00091,TXN59932169,55371,INR,Wallet,refunded,Razorpay,2027-02-03,
PAY000431,BK000489,CUST00122,TXN15397281,83913,INR,Debit Card,pending,Razorpay,2026-12-07,
PAY000432,BK000255,CUST00242,TXN67729371,105433,INR,Debit Card,failed,PayU,2027-03-13,invalid_payment
PAY000433,BK000345,CUST00078,TXN39198844,8162,INR,Credit Card,success,Stripe,2026-11-28,
PAY000434,BK000637,CUST00132,TXN46316379,56311,INR,Credit Card,pending,Razorpay,2027-03-28,
PAY000435,BK000473,CUST00247,TXN57638903,14603,INR,Credit Card,success,Cashfree,2026-12-09,
PAY000436,BK000418,CUST00067,TXN34336293,32831,INR,Debit Card,success,PayU,2026-11-23,
PAY000437,BK000154,CUST00034,TXN63908950,86449,INR,Credit Card,failed,Cashfree,2027-03-09,invalid_payment
PAY000438,BK000714,CUST00235,TXN81058136,2391,INR,Wallet,refunded,Stripe,2027-01-14,
PAY000439,BK000348,CUST00194,TXN83689358,83454,INR,UPI,success,Cashfree,2026-10-25,
PAY000440,BK000228,CUST00063,TXN48917278,2643,INR,Debit Card,success,Razorpay,2026-12-03,
PAY000441,BK000541,CUST00202,TXN13616099,107338,INR,Credit Card,success,Cashfree,2026-11-02,
PAY000442,BK000768,CUST00083,TXN63594646,64199,INR,Credit Card,success,Razorpay,2026-11-11,
PAY000443,BK000846,CUST00234,TXN17579490,33350,INR,Net Banking,success,Cashfree,2027-01-20,
PAY000444,BK000127,CUST00240,TXN31749243,36572,INR,Wallet,success,Stripe,2026-10-18,
PAY000445,BK000207,CUST00297,TXN80916143,41519,INR,UPI,success,Cashfree,2026-10-30,
PAY000446,BK000288,CUST00248,TXN42582503,37514,INR,Credit Card,pending,Cashfree,2027-03-20,
PAY000447,BK000154,CUST00238,TXN78068990,42314,INR,Wallet,success,Razorpay,2026-12-23,
PAY000448,BK000779,CUST00104,TXN89223187,70043,INR,UPI,success,Razorpay,2027-01-27,
PAY000449,BK000556,CUST00242,TXN20457497,6266,INR,Wallet,success,PayU,2027-01-21,
PAY000450,BK000056,CUST00288,TXN33061889,42931,INR,Wallet,success,PayU,2026-12-15,
PAY000451,BK000998,CUST00118,TXN10428728,55025,INR,UPI,success,Cashfree,2026-10-13,
PAY000452,BK000598,CUST00168,TXN64197002,8771,INR,Wallet,success,PayU,2026-12-14,
PAY000453,BK000097,CUST00161,TXN18906787,60107,INR,Debit Card,success,Stripe,2027-01-14,
PAY000454,BK000622,CUST00275,TXN43619443,5960,INR,Wallet,success,Stripe,2026-10-22,
PAY000455,BK000594,CUST00020,TXN89666587,100608,INR,Net Banking,failed,PayU,2026-12-14,gateway_timeout
PAY000456,BK000844,CUST00137,TXN20491026,25719,INR,Credit Card,success,PayU,2027-02-23,
PAY000457,BK000576,CUST00209,TXN36652387,111542,INR,UPI,success,Cashfree,2027-03-11,
PAY000458,BK000707,CUST00111,TXN11982622,59336,INR,UPI,success,Razorpay,2027-02-25,
PAY000459,BK000440,CUST00243,TXN11831010,88950,INR,Credit Card,pending,Stripe,2026-11-08,
PAY000460,BK000576,CUST00102,TXN37239262,69766,INR,Credit Card,success,Razorpay,2026-12-30,
PAY000461,BK000096,CUST00051,TXN31771435,46301,INR,Credit Card,pending,Razorpay,2027-03-06,
PAY000462,BK000082,CUST00155,TXN54119722,96737,INR,UPI,success,PayU,2026-12-23,
PAY000463,BK000294,CUST00242,TXN44471605,3816,INR,UPI,success,Razorpay,2027-03-28,
PAY000464,BK000577,CUST00079,TXN97254238,17293,INR,Credit Card,success,Cashfree,2027-03-02,
PAY000465,BK000091,CUST00250,TXN73799364,78367,INR,UPI,success,Stripe,2027-03-11,
PAY000466,BK000656,CUST00109,TXN29231982,53244,INR,Credit Card,success,Stripe,2027-03-27,
PAY000467,BK000685,CUST00212,TXN67814524,57067,INR,Credit Card,success,PayU,2026-11-11,
PAY000468,BK000232,CUST00255,TXN11242378,81796,INR,Wallet,success,PayU,2027-02-13,
PAY000469,BK000861,CUST00283,TXN71888145,8599,INR,Credit Card,success,Razorpay,2027-01-18,
PAY000470,BK000307,CUST00197,TXN42713551,51868,INR,Wallet,success,Stripe,2027-01-01,
PAY000471,BK000793,CUST00181,TXN46779199,85808,INR,UPI,failed,Razorpay,2026-10-14,gateway_timeout
PAY000472,BK000109,CUST00045,TXN65236481,26244,INR,Wallet,success,Razorpay,2026-12-08,
PAY000473,BK000857,CUST00105,TXN94819929,946,INR,Credit Card,success,Stripe,2027-01-17,
PAY000474,BK000620,CUST00202,TXN78609976,30692,INR,UPI,pending,Cashfree,2027-02-16,
PAY000475,BK000585,CUST00207,TXN38424102,104456,INR,Credit Card,success,Cashfree,2026-12-23,
PAY000476,BK000611,CUST00218,TXN66504293,68539,INR,UPI,refunded,Razorpay,2026-12-13,
PAY000477,BK000807,CUST00092,TXN77171910,24361,INR,Net Banking,success,Stripe,2026-11-06,
PAY000478,BK000891,CUST00192,TXN64023332,111748,INR,Wallet,failed,Cashfree,2026-12-13,invalid_payment
PAY000479,BK000453,CUST00075,TXN43328064,18862,INR,Debit Card,success,PayU,2027-02-08,
PAY000480,BK000379,CUST00171,TXN22942172,111696,INR,Debit Card,success,Razorpay,2026-11-15,
PAY000481,BK000769,CUST00163,TXN11234815,41976,INR,Credit Card,success,Stripe,2027-01-02,
PAY000482,BK000703,CUST00128,TXN95186347,4999,INR,Debit Card,success,Razorpay,2026-12-05,
PAY000483,BK000721,CUST00178,TXN61208154,13723,INR,Credit Card,success,Cashfree,2026-11-27,
PAY000484,BK000507,CUST00011,TXN34075787,42434,INR,Net Banking,pending,PayU,2026-11-04,
PAY000485,BK000739,CUST00199,TXN77602213,42677,INR,Debit Card,success,Razorpay,2027-01-15,
PAY000486,BK000281,CUST00219,TXN86283131,70170,INR,Wallet,success,Cashfree,2027-02-04,
PAY000487,BK000203,CUST00050,TXN26642099,14299,INR,UPI,failed,Cashfree,2027-01-05,invalid_payment
PAY000488,BK000159,CUST00217,TXN77494500,21889,INR,Credit Card,success,Cashfree,2027-02-25,
PAY000489,BK000091,CUST00127,TXN40348891,64609,INR,Credit Card,pending,Cashfree,2027-01-19,
PAY000490,BK000298,CUST00191,TXN22336294,78270,INR,Net Banking,success,PayU,2026-12-14,
PAY000491,BK000721,CUST00239,TXN47007022,96145,INR,UPI,success,Razorpay,2026-11-19,
PAY000492,BK000984,CUST00096,TXN21553314,57523,INR,Wallet,success,Stripe,2027-03-28,
PAY000493,BK000709,CUST00282,TXN51013568,91317,INR,Net Banking,success,Cashfree,2026-10-01,
PAY000494,BK000368,CUST00097,TXN64836708,34843,INR,Wallet,success,Razorpay,2027-02-24,
PAY000495,BK000542,CUST00017,TXN16196457,100778,INR,Debit Card,success,Cashfree,2026-10-22,
PAY000496,BK000762,CUST00149,TXN67470563,114450,INR,UPI,refunded,Razorpay,2027-02-09,
PAY000497,BK000959,CUST00126,TXN88886423,20108,INR,Net Banking,success,Stripe,2027-03-24,
PAY000498,BK000403,CUST00275,TXN62656956,25609,INR,Net Banking,refunded,PayU,2026-11-29,
PAY000499,BK000627,CUST00127,TXN53410619,87789,INR,Wallet,success,Stripe,2027-01-23,
PAY000500,BK000160,CUST00160,TXN22464902,109940,INR,Wallet,success,PayU,2027-01-19,
PAY000501,BK000837,CUST00203,TXN66073609,19615,INR,UPI,failed,PayU,2026-12-15,invalid_payment
PAY000502,BK000515,CUST00236,TXN23993848,45895,INR,Debit Card,pending,Cashfree,2027-02-03,
PAY000503,BK000052,CUST00258,TXN46320519,93454,INR,UPI,refunded,PayU,2027-03-27,
PAY000504,BK000874,CUST00007,TXN26801474,98533,INR,Net Banking,success,Cashfree,2026-10-26,
PAY000505,BK000299,CUST00232,TXN30936101,17749,INR,Credit Card,success,PayU,2027-03-14,
PAY000506,BK000625,CUST00225,TXN23195299,20483,INR,Credit Card,success,Stripe,2027-01-25,
PAY000507,BK000916,CUST00258,TXN53948309,78371,INR,Net Banking,success,PayU,2027-01-25,
PAY000508,BK000005,CUST00211,TXN83584628,26681,INR,UPI,pending,Razorpay,2026-11-16,
PAY000509,BK000283,CUST00255,TXN38341470,73994,INR,Net Banking,success,Stripe,2027-02-12,
PAY000510,BK000421,CUST00181,TXN66071789,96315,INR,Credit Card,success,Razorpay,2027-02-05,
PAY000511,BK000253,CUST00120,TXN85645902,72540,INR,Wallet,success,Cashfree,2026-10-18,
PAY000512,BK000323,CUST00099,TXN53674924,68514,INR,Debit Card,pending,Razorpay,2027-01-07,
PAY000513,BK000753,CUST00145,TXN20665602,32712,INR,Wallet,failed,Cashfree,2027-01-02,gateway_timeout
PAY000514,BK000524,CUST00212,TXN40752549,115486,INR,Credit Card,pending,Cashfree,2026-10-25,
PAY000515,BK000138,CUST00127,TXN31594187,31929,INR,Net Banking,refunded,Razorpay,2026-10-31,
PAY000516,BK000156,CUST00058,TXN86783929,91506,INR,Credit Card,pending,Stripe,2026-11-07,
PAY000517,BK000505,CUST00195,TXN61137561,42475,INR,Credit Card,success,Razorpay,2027-02-03,
PAY000518,BK000180,CUST00045,TXN97072076,119707,INR,Net Banking,success,Stripe,2027-03-03,
PAY000519,BK000752,CUST00120,TXN46066351,109440,INR,Credit Card,success,PayU,2026-11-29,
PAY000520,BK000965,CUST00167,TXN69484180,96183,INR,Credit Card,failed,Stripe,2027-01-22,bank_declined
PAY000521,BK000806,CUST00056,TXN71086084,22422,INR,UPI,success,Razorpay,2026-12-23,
PAY000522,BK000574,CUST00248,TXN30831278,13672,INR,Net Banking,refunded,Razorpay,2027-03-02,
PAY000523,BK000028,CUST00144,TXN87585511,29473,INR,Credit Card,failed,Razorpay,2027-02-09,gateway_timeout
PAY000524,BK000670,CUST00094,TXN34577919,96536,INR,Credit Card,success,Stripe,2027-01-01,
PAY000525,BK000846,CUST00182,TXN88287723,46745,INR,Wallet,success,Stripe,2027-02-03,
PAY000526,BK000981,CUST00200,TXN55807562,63695,INR,UPI,pending,PayU,2026-12-19,
PAY000527,BK000733,CUST00222,TXN32874573,20530,INR,Debit Card,success,Cashfree,2027-02-09,
PAY000528,BK000198,CUST00214,TXN47135861,94079,INR,Wallet,pending,Razorpay,2027-03-04,
PAY000529,BK000544,CUST00278,TXN67112418,14439,INR,UPI,success,Cashfree,2027-02-14,
PAY000530,BK000794,CUST00167,TXN28108782,67198,INR,Credit Card,refunded,Stripe,2026-10-13,
PAY000531,BK000829,CUST00015,TXN83432507,98824,INR,Credit Card,failed,Stripe,2026-10-19,insufficient_funds
PAY000532,BK000242,CUST00001,TXN49007287,51337,INR,UPI,pending,Cashfree,2026-10-29,
PAY000533,BK000822,CUST00128,TXN82229746,104807,INR,UPI,success,Stripe,2027-02-28,
PAY000534,BK000432,CUST00268,TXN37347508,26335,INR,Net Banking,success,Razorpay,2026-10-20,
PAY000535,BK000906,CUST00235,TXN76876784,115690,INR,Wallet,success,Cashfree,2026-12-25,
PAY000536,BK000548,CUST00242,TXN19932356,110041,INR,Debit Card,success,Razorpay,2027-03-17,
