compensation_id,booking_id,customer_id,incident_type,original_amount,compensation_amount,currency,compensation_type,status,resolution,created_at
COMP000264,BK000292,CUST00211,overbooking,88844,17763,INR,partial_refund,approved,partial_refund,2026-10-09
COMP000265,BK000731,CUST00245,overbooking,10447,15039,INR,voucher,processed,partial_refund,2027-03-13
COMP000266,BK000762,CUST00040,overbooking,30272,5290,INR,partial_refund,pending,manual_review,2026-11-16
COMP000267,BK000034,CUST00095,provider_failure,1543,17965,INR,credit,rejected,partial_refund,2026-11-30
COMP000268,BK000037,CUST00262,overbooking,40493,8671,INR,refund,processed,full_refund,2027-02-24
COMP000269,BK000425,CUST00155,partial_booking,1093,21485,INR,partial_refund,rejected,alternative_service,2026-12-09
COMP000270,BK000559,CUST00225,cancellation,89267,17158,INR,credit,processed,alternative_service,2026-10-30
COMP000271,BK000562,CUST00250,cancellation,96135,14037,INR,cash_compensation,pending,customer_credit,2027-02-02
COMP000272,BK000852,CUST00125,service_unavailable,76067,8149,INR,cash_compensation,rejected,provider_rebooked,2026-10-05
COMP000273,BK000156,CUST00018,service_unavailable,146968,22314,INR,refund,processed,provider_rebooked,2027-01-04
COMP000274,BK000791,CUST00228,cancellation,28948,15885,INR,cash_compensation,processed,alternative_service,2026-10-29
COMP000275,BK000357,CUST00171,partial_booking,121531,18786,INR,cash_compensation,pending,provider_rebooked,2027-02-14
COMP000276,BK000467,CUST00153,overbooking,72030,16001,INR,credit,approved,manual_review,2027-02-04
COMP000277,BK000194,CUST00135,partial_booking,61066,23071,INR,cash_compensation,approved,partial_refund,2027-03-27
COMP000278,BK000386,CUST00017,overbooking,19456,9459,INR,refund,approved,partial_refund,2027-01-17
COMP000279,BK000488,CUST00034,payment_failure,89302,22475,INR,credit,pending,manual_review,2026-10-03
COMP000280,BK000770,CUST00269,payment_failure,54617,3927,INR,cash_compensation,rejected,partial_refund,2026-11-28
COMP000281,BK000667,CUST00250,service_unavailable,50033,23078,INR,voucher,approved,provider_rebooked,2027-02-26
COMP000282,BK000207,CUST00076,partial_booking,118314,5186,INR,voucher,processed,customer_credit,2026-12-10
COMP000283,BK000524,CUST00286,service_unavailable,51401,9009,INR,refund,rejected,manual_review,2026-11-27
COMP000284,BK000126,CUST00104,overbooking,127378,15927,INR,partial_refund,approved,provider_rebooked,2027-01-10
COMP000285,BK000574,CUST00039,overbooking,105216,15843,INR,cash_compensation,approved,full_refund,2026-11-29
COMP000286,BK000394,CUST00083,service_unavailable,141489,21633,INR,credit,processed,full_refund,2026-10-15
COMP000287,BK000981,CUST00117,payment_failure,30661,4506,INR,partial_refund,rejected,alternative_service,2027-03-25
COMP000288,BK000769,CUST00184,partial_booking,88045,10138,INR,credit,pending,partial_refund,2027-01-01
COMP000289,BK000891,CUST00136,partial_booking,85254,15537,INR,credit,processed,partial_refund,2026-11-01
COMP000290,BK000252,CUST00183,overbooking,100344,23964,INR,cash_compensation,approved,full_refund,2027-01-16
COMP000291,BK000605,CUST00157,cancellation,78435,4505,INR,refund,approved,manual_review,2026-11-18
COMP000292,BK001000,CUST00099,overbooking,149760,9098,INR,voucher,approved,alternative_service,2027-03-08
COMP000293,BK000489,CUST00172,cancellation,65972,8015,INR,refund,rejected,alternative_service,2026-12-02
COMP000294,BK000693,CUST00275,provider_failure,74300,10712,INR,partial_refund,rejected,alternative_service,2027-02-03
COMP000295,BK000138,CUST00244,payment_failure,59336,5904,INR,credit,rejected,customer_credit,2026-11-02
COMP000296,BK000113,CUST00133,payment_failure,101540,528,INR,credit,rejected,customer_credit,2026-12-29
COMP000297,BK000865,CUST00108,cancellation,134416,3582,INR,voucher,approved,full_refund,2027-01-11
COMP000298,BK000723,CUST00083,payment_failure,113651,7137,INR,refund,rejected,provider_rebooked,2027-01-19
COMP000299,BK000313,CUST00007,overbooking,134156,1785,INR,partial_refund,approved,customer_credit,2027-02-25
COMP000300,BK000623,CUST00248,provider_failure,20918,4961,INR,voucher,rejected,partial_refund,2027-02-22
COMP000301,BK000348,CUST00290,overbooking,14352,2361,INR,partial_refund,approved,full_refund,2027-03-21
COMP000302,BK000774,CUST00281,payment_failure,119746,4443,INR,voucher,rejected,partial_refund,2027-02-08
COMP000303,BK000799,CUST00181,partial_booking,32978,5423,INR,partial_refund,approved,provider_rebooked,2026-11-19
COMP000304,BK000452,CUST00047,payment_failure,55153,20041,INR,refund,approved,full_refund,2026-10-14
COMP000305,BK000469,CUST00130,overbooking,126729,21982,INR,credit,pending,manual_review,2026-12-27
COMP000306,BK000259,CUST00262,cancellation,6613,7105,INR,cash_compensation,approved,full_refund,2026-10-20
COMP000307,BK000225,CUST00108,partial_booking,26877,6400,INR,cash_compensation,approved,partial_refund,2027-01-23
COMP000308,BK000505,CUST00222,service_unavailable,25187,6823,INR,credit,approved,alternative_service,2027-03-30
COMP000309,BK000795,CUST00246,partial_booking,135080,15846,INR,refund,approved,provider_rebooked,2026-10-01
COMP000310,BK000193,CUST00087,overbooking,79468,11043,INR,cash_compensation,processed,full_refund,2027-03-27
COMP000311,BK000713,CUST00142,partial_booking,67312,15012,INR,cash_compensation,rejected,provider_rebooked,2027-03-26
COMP000312,BK000163,CUST00273,provider_failure,64218,24451,INR,cash_compensation,processed,provider_rebooked,2026-10-10
COMP000313,BK000397,CUST00074,cancellation,118661,15445,INR,cash_compensation,rejected,manual_review,2027-03-04
COMP000314,BK000494,CUST00102,provider_failure,2509,6877,INR,refund,approved,full_refund,2027-01-01
COMP000315,BK000332,CUST00237,partial_booking,121608,7751,INR,voucher,approved,provider_rebooked,2026-12-12
COMP000316,BK000400,CUST00203,payment_failure,8582,9983,INR,voucher,pending,partial_refund,2027-03-04
COMP000317,BK000401,CUST00017,partial_booking,87268,19352,INR,credit,approved,alternative_service,2026-12-28
COMP000318,BK000893,CUST00276,overbooking,88918,8979,INR,cash_compensation,pending,manual_review,2027-02-23
COMP000319,BK000316,CUST00065,provider_failure,85256,24728,INR,credit,processed,provider_rebooked,2026-10-14
COMP000320,BK000985,CUST00219,service_unavailable,79549,7338,INR,partial_refund,approved,manual_review,2027-03-25
COMP000321,BK000135,CUST00282,cancellation,142404,4980,INR,refund,rejected,customer_credit,2027-01-20
COMP000322,BK000817,CUST00195,payment_failure,23813,11744,INR,voucher,rejected,alternative_service,2027-03-15
COMP000323,BK000890,CUST00097,payment_failure,40470,5906,INR,credit,processed,full_refund,2027-03-13
COMP000324,BK000536,CUST00161,service_unavailable,118702,11488,INR,cash_compensation,pending,alternative_service,2026-10-27
COMP000325,BK000521,CUST00033,cancellation,146409,5420,INR,refund,pending,alternative_service,2026-12-05
COMP000326,BK000691,CUST00287,partial_booking,134702,22232,INR,voucher,rejected,provider_rebooked,2026-10-20
COMP000327,BK000583,CUST00253,provider_failure,4337,15035,INR,voucher,approved,customer_credit,2027-02-24
COMP000328,BK000511,CUST00146,partial_booking,55500,18847,INR,refund,processed,customer_credit,2027-01-08
COMP000329,BK000009,CUST00028,cancellation,58762,19616,INR,refund,rejected,partial_refund,2026-11-23
COMP000330,BK000260,CUST00299,partial_booking,104599,23334,INR,partial_refund,rejected,manual_review,2027-02-26
COMP000331,BK000708,CUST00106,service_unavailable,24332,6086,INR,credit,processed,manual_review,2027-02-21
COMP000332,BK000317,CUST00228,service_unavailable,112884,2912,INR,cash_compensation,pending,partial_refund,2027-02-16
COMP000333,BK000758,CUST00206,service_unavailable,86261,15678,INR,credit,processed,partial_refund,2027-01-01
COMP000334,BK000414,CUST00177,provider_failure,141067,15536,INR,credit,approved,full_refund,2026-10-20
COMP000335,BK000514,CUST00182,service_unavailable,141878,8590,INR,voucher,approved,manual_review,2026-11-26
COMP000336,BK000282,CUST00077,provider_failure,91167,24932,INR,credit,rejected,full_refund,2027-03-26
COMP000337,BK000138,CUST00214,overbooking,76192,562,INR,voucher,processed,manual_review,2027-01-17
COMP000338,BK000276,CUST00125,service_unavailable,84898,7955,INR,voucher,processed,manual_review,2026-10-24
COMP000339,BK000053,CUST00146,provider_failure,132493,21735,INR,partial_refund,rejected,full_refund,2027-02-24
COMP000340,BK000653,CUST00209,partial_booking,123147,22790,INR,credit,approved,provider_rebooked,2026-11-24
COMP000341,BK000581,CUST00288,cancellation,21054,15884,INR,credit,pending,manual_review,2027-03-16
COMP000342,BK000985,CUST00234,provider_failure,58511,10835,INR,refund,processed,provider_rebooked,2027-03-21
COMP000343,BK000092,CUST00171,overbooking,11229,19799,INR,partial_refund,rejected,customer_credit,2026-11-11
COMP000344,BK000794,CUST00291,payment_failure,85177,3768,INR,cash_compensation,rejected,full_refund,2026-10-21
COMP000345,BK000215,CUST00153,service_unavailable,75960,2635,INR,credit,pending,partial_refund,2027-01-27
COMP000346,BK000709,CUST00181,partial_booking,87785,6984,INR,partial_refund,rejected,partial_refund,2026-10-28
COMP000347,BK000885,CUST00243,payment_failure,129603,20903,INR,cash_compensation,approved,provider_rebooked,2027-03-16
COMP000348,BK000311,CUST00133,provider_failure,96904,14965,INR,credit,rejected,partial_refund,2026-10-24
COMP000349,BK000445,CUST00171,payment_failure,89015,15259,INR,partial_refund,approved,full_refund,2027-03-13
COMP000350,BK000081,CUST00294,partial_booking,110975,8437,INR,refund,rejected,provider_rebooked,2026-12-19
COMP000351,BK000866,CUST00067,provider_failure,95778,20662,INR,voucher,rejected,full_refund,2026-11-19
COMP000352,BK000283,CUST00263,provider_failure,80628,5889,INR,voucher,pending,partial_refund,2027-02-21
COMP000353,BK000260,CUST00013,overbooking,120372,9011,INR,voucher,pending,full_refund,2026-11-25
COMP000354,BK000455,CUST00262,service_unavailable,67774,217,INR,refund,approved,manual_review,2027-03-13
COMP000355,BK000915,CUST00218,service_unavailable,123194,3011,INR,credit,pending,manual_review,2026-12-29
COMP000356,BK000536,CUST00180,overbooking,44408,3526,INR,partial_refund,pending,provider_rebooked,2027-01-27
COMP000357,BK000870,CUST00267,cancellation,41306,21489,INR,credit,pending,full_refund,2026-12-29
COMP000358,BK000215,CUST00297,payment_failure,146590,3926,INR,voucher,pending,full_refund,2027-01-18
COMP000359,BK000631,CUST00021,cancellation,28242,18716,INR,refund,approved,provider_rebooked,2027-03-28
COMP000360,BK000096,CUST00004,cancellation,19799,21175,INR,credit,pending,full_refund,2027-03-06
COMP000361,BK000176,CUST00157,payment_failure,126426,21165,INR,partial_refund,processed,alternative_service,2026-12-14
COMP000362,BK000486,CUST00043,overbooking,55203,15293,INR,partial_refund,pending,partial_refund,2026-12-04
COMP000363,BK000624,CUST00018,service_unavailable,14020,8931,INR,credit,rejected,alternative_service,2026-12-01
COMP000364,BK000985,CUST00176,payment_failure,66742,4079,INR,voucher,rejected,partial_refund,2026-11-05
COMP000365,BK000679,CUST00072,overbooking,50696,795,INR,credit,rejected,full_refund,2026-11-09
COMP000366,BK000247,CUST00098,payment_failure,60841,19350,INR,partial_refund,rejected,customer_credit,2026-11-05
COMP000367,BK000381,CUST00211,partial_booking,83685,4869,INR,credit,approved,alternative_service,2026-10-03
COMP000368,BK000545,CUST00184,cancellation,75225,9950,INR,voucher,approved,alternative_service,2027-01-19
COMP000369,BK000936,CUST00286,overbooking,34679,22188,INR,credit,pending,alternative_service,2027-03-15
COMP000370,BK000201,CUST00262,cancellation,121185,24601,INR,credit,processed,full_refund,2026-12-08
COMP000371,BK000401,CUST00267,partial_booking,127488,14106,INR,partial_refund,pending,manual_review,2027-02-12
COMP000372,BK000559,CUST00196,payment_failure,36144,7491,INR,credit,pending,provider_rebooked,2026-12-19
COMP000373,BK000865,CUST00059,overbooking,69668,133,INR,credit,rejected,customer_credit,2026-10-14
COMP000374,BK000145,CUST00125,service_unavailable,140582,23379,INR,partial_refund,pending,partial_refund,2027-01-15
COMP000375,BK000614,CUST00139,payment_failure,100187,9186,INR,refund,processed,provider_rebooked,2027-01-17
COMP000376,BK000205,CUST00123,payment_failure,42846,3928,INR,partial_refund,pending,provider_rebooked,2027-02-12
COMP000377,BK000092,CUST00190,partial_booking,88677,17638,INR,voucher,pending,full_refund,2027-02-18
COMP000378,BK000522,CUST00203,overbooking,74871,5962,INR,cash_compensation,processed,provider_rebooked,2027-03-29
COMP000379,BK000524,CUST00039,payment_failure,72797,4832,INR,credit,pending,partial_refund,2026-12-18
COMP000380,BK000415,CUST00081,partial_booking,67389,22566,INR,partial_refund,approved,full_refund,2027-01-24
COMP000381,BK000139,CUST00062,service_unavailable,125789,6509,INR,partial_refund,pending,alternative_service,2026-11-06
COMP000382,BK000456,CUST00198,cancellation,125952,18063,INR,partial_refund,processed,alternative_service,2027-03-23
COMP000383,BK000497,CUST00177,overbooking,4811,10782,INR,credit,rejected,provider_rebooked,2026-10-25
COMP000384,BK000091,CUST00020,provider_failure,53875,20282,INR,refund,processed,partial_refund,2027-03-04
COMP000385,BK000842,CUST00046,cancellation,85745,7779,INR,credit,approved,full_refund,2026-10-29
COMP000386,BK000506,CUST00171,partial_booking,115380,10382,INR,refund,rejected,provider_rebooked,2027-01-29
COMP000387,BK000215,CUST00080,partial_booking,95017,19805,INR,credit,approved,partial_refund,2027-03-09
COMP000388,BK000694,CUST00247,provider_failure,87367,2991,INR,partial_refund,pending,provider_rebooked,2027-03-26
COMP000389,BK000050,CUST00105,cancellation,74019,6407,INR,cash_compensation,processed,manual_review,2026-12-06
COMP000390,BK000803,CUST00281,partial_booking,108273,11650,INR,voucher,rejected,provider_rebooked,2027-01-25
COMP000391,BK000215,CUST00293,provider_failure,7151,19200,INR,credit,rejected,alternative_service,2027-03-29
COMP000392,BK000643,CUST00008,service_unavailable,86835,14668,INR,refund,approved,manual_review,2027-01-30
COMP000393,BK000871,CUST00002,service_unavailable,100467,4166,INR,refund,processed,full_refund,2027-01-12
COMP000394,BK000928,CUST00192,cancellation,96528,22255,INR,voucher,pending,alternative_service,2027-03-18
COMP000395,BK000936,CUST00020,provider_failure,3575,14209,INR,partial_refund,pending,provider_rebooked,2027-03-12
COMP000396,BK000321,CUST00196,cancellation,95205,2156,INR,refund,processed,manual_review,2026-11-06
COMP000397,BK000454,CUST00170,overbooking,120291,22737,INR,partial_refund,approved,partial_refund,2027-01-10
COMP000398,BK000348,CUST00085,cancellation,79798,2092,INR,cash_compensation,rejected,customer_credit,2027-03-07
COMP000399,BK000047,CUST00021,provider_failure,54923,806,INR,refund,rejected,partial_refund,2027-02-01
COMP000400,BK000137,CUST00146,service_unavailable,61558,6604,INR,refund,rejected,manual_review,2027-02-26
COMP000401,BK000821,CUST00179,overbooking,31718,10225,INR,refund,approved,customer_credit,2027-01-14
COMP000402,BK000379,CUST00069,service_unavailable,127767,3212,INR,cash_compensation,processed,alternative_service,2027-02-24
COMP000403,BK000211,CUST00051,overbooking,60588,23554,INR,cash_compensation,rejected,alternative_service,2026-10-17
COMP000404,BK000963,CUST00089,overbooking,141204,15717,INR,credit,approved,alternative_service,2026-12-02
COMP000405,BK000024,CUST00292,overbooking,87476,16175,INR,cash_compensation,pending,full_refund,2026-10-31
COMP000406,BK000414,CUST00020,partial_booking,32328,24209,INR,credit,rejected,provider_rebooked,2026-10-13
COMP000407,BK000497,CUST00223,overbooking,8671,18496,INR,refund,processed,alternative_service,2026-10-19
COMP000408,BK000917,CUST00003,provider_failure,117750,10220,INR,refund,processed,provider_rebooked,2027-01-28
COMP000409,BK000978,CUST00112,provider_failure,116109,10497,INR,voucher,pending,partial_refund,2027-03-10
COMP000410,BK000039,CUST00100,overbooking,42274,19094,INR,partial_refund,approved,provider_rebooked,2026-12-20
COMP000411,BK000086,CUST00002,overbooking,87390,14090,INR,voucher,processed,alternative_service,2026-10-23
COMP000412,BK000238,CUST00193,overbooking,116352,22547,INR,refund,approved,customer_credit,2026-10-20
COMP000413,BK000788,CUST00130,payment_failure,128799,12487,INR,refund,rejected,full_refund,2026-12-27
COMP000414,BK000456,CUST00009,cancellation,94576,2857,INR,refund,processed,provider_rebooked,2027-03-22
COMP000415,BK000496,CUST00015,cancellation,84941,12259,INR,credit,processed,partial_refund,2027-01-02
COMP000416,BK000738,CUST00098,partial_booking,89970,1415,INR,refund,pending,manual_review,2026-12-29
COMP000417,BK000528,CUST00022,cancellation,104093,24613,INR,credit,pending,customer_credit,2027-02-06
COMP000418,BK000351,CUST00274,overbooking,62173,20916,INR,refund,processed,customer_credit,2027-03-20
COMP000419,BK000525,CUST00081,cancellation,34382,4854,INR,cash_compensation,approved,customer_credit,2027-03-12
COMP000420,BK000502,CUST00088,partial_booking,52309,18998,INR,voucher,rejected,alternative_service,2026-12-30
COMP000421,BK000644,CUST00078,service_unavailable,149308,20864,INR,refund,pending,customer_credit,2026-12-19
COMP000422,BK000086,CUST00259,provider_failure,27740,16957,INR,cash_compensation,pending,customer_credit,2027-03-05
COMP000423,BK000338,CUST00239,service_unavailable,126652,20879,INR,refund,approved,partial_refund,2026-10-15
COMP000424,BK000572,CUST00270,service_unavailable,131407,7030,INR,refund,processed,customer_credit,2026-11-25
COMP000425,BK000158,CUST00093,overbooking,75952,18909,INR,refund,rejected,manual_review,2027-01-18
COMP000426,BK000768,CUST00131,service_unavailable,66009,15004,INR,partial_refund,pending,manual_review,2027-03-30
COMP000427,BK000969,CUST00140,partial_booking,23376,19533,INR,partial_refund,pending,alternative_service,2027-01-06
COMP000428,BK000354,CUST00048,cancellation,89459,13926,INR,voucher,rejected,provider_rebooked,2027-02-19
COMP000429,BK000857,CUST00154,cancellation,78962,1227,INR,credit,pending,provider_rebooked,2026-10-23
COMP000430,BK000237,CUST00138,service_unavailable,22055,19272,INR,cash_compensation,processed,full_refund,2026-10-17
COMP000431,BK000359,CUST00160,service_unavailable,143974,18166,INR,cash_compensation,rejected,alternative_service,2027-03-19
COMP000432,BK000408,CUST00164,provider_failure,47523,5974,INR,refund,approved,customer_credit,2026-10-19
COMP000433,BK000926,CUST00100,payment_failure,30721,4010,INR,partial_refund,approved,manual_review,2026-11-30
COMP000434,BK000551,CUST00287,provider_failure,95903,21172,INR,voucher,rejected,full_refund,2026-10-20
COMP000435,BK000059,CUST00259,cancellation,54120,18517,INR,voucher,pending,provider_rebooked,2026-11-09
COMP000436,BK000827,CUST00138,partial_booking,66926,14665,INR,partial_refund,rejected,customer_credit,2026-12-13
COMP000437,BK000409,CUST00122,cancellation,119949,11094,INR,partial_refund,processed,alternative_service,2027-01-20
COMP000438,BK000321,CUST00137,overbooking,92822,5623,INR,cash_compensation,processed,provider_rebooked,2027-01-01
COMP000439,BK000811,CUST00255,service_unavailable,71939,4892,INR,voucher,processed,provider_rebooked,2026-12-11
COMP000440,BK000143,CUST00045,cancellation,27319,4905,INR,cash_compensation,approved,customer_credit,2027-02-06
COMP000441,BK000381,CUST00114,service_unavailable,130288,1910,INR,cash_compensation,approved,provider_rebooked,2027-01-15
COMP000442,BK000394,CUST00024,cancellation,72693,20877,INR,refund,rejected,alternative_service,2027-03-04
COMP000443,BK000685,CUST00223,overbooking,93429,220,INR,refund,approved,full_refund,2026-12-15
COMP000444,BK000775,CUST00291,service_unavailable,92460,10031,INR,credit,rejected,provider_rebooked,2027-01-12
COMP000445,BK000134,CUST00106,provider_failure,80557,13068,INR,refund,pending,full_refund,2026-12-14
COMP000446,BK000179,CUST00070,provider_failure,75621,19650,INR,voucher,approved,customer_credit,2026-11-12
COMP000447,BK000283,CUST00121,overbooking,135933,22098,INR,refund,pending,full_refund,2026-12-09
COMP000448,BK000259,CUST00128,payment_failure,147692,19025,INR,credit,approved,full_refund,2026-12-11
COMP000449,BK000797,CUST00148,partial_booking,65488,5972,INR,partial_refund,approved,partial_refund,2026-11-28
COMP000450,BK000326,CUST00174,overbooking,58747,8069,INR,cash_compensation,rejected,full_refund,2027-03-16
COMP000451,BK000038,CUST00059,payment_failure,105650,11289,INR,voucher,pending,full_refund,2027-01-23
COMP000452,BK000782,CUST00283,provider_failure,48225,23160,INR,cash_compensation,rejected,manual_review,2026-11-06
COMP000453,BK000138,CUST00077,payment_failure,40492,19018,INR,credit,rejected,customer_credit,2027-01-03
COMP000454,BK000628,CUST00094,overbooking,119936,18167,INR,credit,rejected,alternative_service,2026-11-30
COMP000455,BK000639,CUST00039,cancellation,122381,24299,INR,voucher,approved,partial_refund,2026-12-03
COMP000456,BK000982,CUST00122,service_unavailable,56065,23047,INR,credit,approved,manual_review,2026-12-03
COMP000457,BK000761,CUST00146,payment_failure,29799,2527,INR,credit,processed,full_refund,2026-10-27
COMP000458,BK000212,CUST00152,provider_failure,36439,16028,INR,credit,approved,customer_credit,2027-02-14
COMP000459,BK000296,CUST00011,provider_failure,113862,23411,INR,refund,processed,full_refund,2027-02-21
COMP000460,BK000600,CUST00280,overbooking,19133,17837,INR,cash_compensation,pending,provider_rebooked,2027-03-22
COMP000461,BK000765,CUST00111,partial_booking,74683,23278,INR,partial_refund,approved,full_refund,2027-01-25
COMP000462,BK000892,CUST00167,cancellation,40520,9699,INR,partial_refund,approved,customer_credit,2026-10-12
COMP000463,BK000177,CUST00157,cancellation,101835,21949,INR,partial_refund,processed,full_refund,2026-12-23
COMP000464,BK000415,CUST00185,provider_failure,9276,466,INR,partial_refund,processed,manual_review,2026-12-23
COMP000465,BK000185,CUST00062,payment_failure,96082,24615,INR,credit,pending,customer_credit,2027-03-29
COMP000466,BK000195,CUST00024,overbooking,84346,16835,INR,voucher,rejected,full_refund,2026-12-13
COMP000467,BK000704,CUST00045,cancellation,84249,18096,INR,cash_compensation,pending,partial_refund,2027-03-06
COMP000468,BK000532,CUST00112,payment_failure,126966,1610,INR,cash_compensation,processed,full_refund,2027-01-09
COMP000469,BK000560,CUST00045,provider_failure,10174,17380,INR,refund,processed,full_refund,2026-12-07
COMP000470,BK000114,CUST00157,service_unavailable,93839,2805,INR,partial_refund,approved,customer_credit,2026-10-09
COMP000471,BK000165,CUST00089,overbooking,96886,6376,INR,refund,processed,provider_rebooked,2026-11-17
COMP000472,BK000373,CUST00121,service_unavailable,116427,2272,INR,credit,rejected,provider_rebooked,2027-03-05
COMP000473,BK000355,CUST00061,provider_failure,117744,7527,INR,voucher,processed,full_refund,2026-10-02
COMP000474,BK000012,CUST00053,partial_booking,78954,11114,INR,cash_compensation,approved,alternative_service,2027-02-24
COMP000475,BK000984,CUST00221,partial_booking,69489,24155,INR,credit,pending,full_refund,2026-11-11
COMP000476,BK000021,CUST00227,cancellation,149059,6244,INR,cash_compensation,processed,alternative_service,2026-10-28
COMP000477,BK000570,CUST00009,overbooking,139353,24816,INR,partial_refund,approved,manual_review,2026-10-23
COMP000478,BK000433,CUST00182,provider_failure,140288,22328,INR,partial_refund,processed,provider_rebooked,2026-11-11
COMP000479,BK000317,CUST00204,provider_failure,27436,16893,INR,credit,processed,customer_credit,2027-03-04
COMP000480,BK000266,CUST00239,cancellation,11795,9568,INR,cash_compensation,approved,alternative_service,2027-01-09
COMP000481,BK000996,CUST00203,payment_failure,24580,127,INR,voucher,rejected,customer_credit,2026-11-04
COMP000482,BK000514,CUST00260,overbooking,130107,18528,INR,cash_compensation,pending,alternative_service,2027-03-19
COMP000483,BK000250,CUST00149,provider_failure,74284,21444,INR,cash_compensation,processed,full_refund,2026-11-25
COMP000484,BK000895,CUST00124,cancellation,49935,4371,INR,cash_compensation,processed,customer_credit,2027-01-28
COMP000485,BK000511,CUST00014,payment_failure,137834,21783,INR,cash_compensation,rejected,customer_credit,2026-11-20
COMP000486,BK000851,CUST00030,service_unavailable,134841,17447,INR,credit,processed,customer_credit,2026-12-10
COMP000487,BK000244,CUST00224,partial_booking,148106,13684,INR,cash_compensation,approved,provider_rebooked,2027-01-25
COMP000488,BK000672,CUST00103,service_unavailable,33596,2476,INR,partial_refund,rejected,provider_rebooked,2027-03-29
COMP000489,BK000946,CUST00120,payment_failure,12288,15838,INR,credit,rejected,manual_review,2026-10-04
COMP000490,BK000297,CUST00197,provider_failure,58833,5198,INR,credit,approved,provider_rebooked,2026-11-30
COMP000491,BK000089,CUST00010,overbooking,139482,8068,INR,refund,processed,provider_rebooked,2027-01-25
COMP000492,BK000478,CUST00050,cancellation,5349,3207,INR,refund,processed,full_refund,2026-10-18
COMP000493,BK000954,CUST00178,service_unavailable,129774,509,INR,voucher,pending,full_refund,2026-12-28
COMP000494,BK000781,CUST00041,payment_failure,112202,5210,INR,cash_compensation,pending,customer_credit,2027-02-04
COMP000495,BK000283,CUST00175,overbooking,100532,945,INR,voucher,pending,full_refund,2026-11-22
COMP000496,BK000398,CUST00234,payment_failure,111863,16986,INR,credit,pending,partial_refund,2027-01-14
COMP000497,BK000325,CUST00111,service_unavailable,17005,23196,INR,cash_compensation,processed,customer_credit,2026-11-07
COMP000498,BK000293,CUST00188,cancellation,53077,5716,INR,credit,pending,full_refund,2027-02-04
COMP000499,BK000799,CUST00152,cancellation,130958,15606,INR,credit,rejected,partial_refund,2027-02-03
COMP000500,BK000670,CUST00074,partial_booking,122865,475,INR,credit,approved,manual_review,2027-01-14
COMP000501,BK000339,CUST00052,service_unavailable,117627,21903,INR,partial_refund,pending,manual_review,2026-10-21
COMP000502,BK000516,CUST00248,payment_failure,138602,14443,INR,voucher,approved,alternative_service,2027-03-22
COMP000503,BK000395,CUST00215,overbooking,15596,2885,INR,refund,pending,partial_refund,2027-02-27
COMP000504,BK000983,CUST00038,service_unavailable,139467,17149,INR,credit,pending,full_refund,2027-03-30
COMP000505,BK000113,CUST00193,cancellation,89058,23776,INR,cash_compensation,processed,partial_refund,2027-01-03
COMP000506,BK000463,CUST00012,payment_failure,27908,22422,INR,refund,pending,full_refund,2026-11-04
COMP000507,BK000843,CUST00130,overbooking,11022,17863,INR,cash_compensation,pending,full_refund,2027-03-21
COMP000508,BK000950,CUST00193,cancellation,80819,12534,INR,credit,rejected,partial_refund,2026-11-02
COMP000509,BK000009,CUST00124,overbooking,54687,21658,INR,partial_refund,approved,manual_review,2027-01-18
COMP000510,BK000041,CUST00118,provider_failure,2328,24392,INR,refund,pending,partial_refund,2026-10-12
COMP000511,BK000625,CUST00023,provider_failure,121968,12327,INR,partial_refund,approved,partial_refund,2026-10-22
COMP000512,BK000380,CUST00296,service_unavailable,4298,18308,INR,refund,rejected,partial_refund,2027-01-03
COMP000513,BK000325,CUST00140,cancellation,14196,14309,INR,voucher,rejected,partial_refund,2027-01-01
COMP000514,BK000944,CUST00004,provider_failure,104669,6772,INR,voucher,pending,full_refund,2027-03-03
COMP000515,BK000423,CUST00090,overbooking,49595,16400,INR,cash_compensation,processed,alternative_service,2026-11-18
COMP000516,BK000927,CUST00285,partial_booking,2953,9749,INR,partial_refund,processed,alternative_service,2027-03-17
COMP000517,BK000282,CUST00140,payment_failure,128070,19831,INR,cash_compensation,processed,provider_rebooked,2027-03-07
COMP000518,BK000103,CUST00274,overbooking,126295,5519,INR,credit,rejected,manual_review,2027-02-22
COMP000519,BK000410,CUST00268,overbooking,44123,22488,INR,refund,pending,provider_rebooked,2027-02-25
COMP000520,BK000737,CUST00285,payment_failure,103321,22792,INR,partial_refund,rejected,full_refund,2026-10-02
COMP000521,BK000863,CUST00232,overbooking,18353,17033,INR,voucher,pending,alternative_service,2027-01-02
COMP000522,BK000091,CUST00041,partial_booking,63878,11065,INR,cash_compensation,rejected,customer_credit,2026-10-10
COMP000523,BK000562,CUST00276,cancellation,84664,1562,INR,cash_compensation,rejected,full_refund,2026-10-28
COMP000524,BK000265,CUST00168,service_unavailable,94802,1071,INR,partial_refund,pending,provider_rebooked,2026-10-18
COMP000525,BK000665,CUST00102,cancellation,130457,17057,INR,credit,rejected,full_refund,2027-02-05
COMP000526,BK000671,CUST00187,partial_booking,36563,964,INR,refund,approved,full_refund,2026-12-10
COMP000527,BK000522,CUST00211,provider_failure,44282,3089,INR,voucher,processed,manual_review,2026-11-10
COMP000528,BK000815,CUST00164,partial_booking,106701,6803,INR,refund,rejected,customer_credit,2026-12-29
