availability_check_id,customer_id,resource_type,resource_id,requested_quantity,available_quantity_at_check,availability_result,reservation_lock,check_duration_ms,status
CHK000329,CUST00077,hotel_room,CAR00217,2,14,unavailable,none,902,failed
CHK000330,CUST00705,transport,CAR00112,5,15,insufficient,lock_expired,531,failed
CHK000331,CUST00168,hotel_room,ROOM00307,1,9,unavailable,lock_expired,1243,failed
CHK000332,CUST00928,activity_slot,CAR00278,3,17,insufficient,none,166,passed
CHK000333,CUST00245,activity_slot,FLT00411,4,14,available,none,458,passed
CHK000334,CUST00676,hotel_room,CAR00479,3,2,insufficient,temporary_lock,1080,timeout
CHK000335,CUST00090,transport,ROOM00022,2,18,available,none,1073,passed
CHK000336,CUST00573,flight_seat,AINV00417,4,20,available,lock_expired,1191,passed
CHK000337,CUST00008,activity_slot,CAR00352,3,2,available,none,88,timeout
CHK000338,CUST00904,transport,CAR00138,6,5,insufficient,temporary_lock,1382,failed
CHK000339,CUST00772,activity_slot,CAR00465,5,5,available,lock_expired,312,failed
CHK000340,CUST00329,activity_slot,AINV00444,6,18,insufficient,none,1283,timeout
CHK000341,CUST00691,flight_seat,AINV00383,1,7,insufficient,lock_expired,940,timeout
CHK000342,CUST00807,hotel_room,FLT00414,2,9,available,temporary_lock,737,failed
CHK000343,CUST00348,transport,FLT00181,3,7,unavailable,none,138,passed
CHK000344,CUST00661,transport,CAR00418,1,3,insufficient,lock_expired,202,failed
CHK000345,CUST00776,flight_seat,CAR00267,3,3,unavailable,temporary_lock,503,timeout
CHK000346,CUST00132,flight_seat,AINV00174,3,15,insufficient,temporary_lock,984,failed
CHK000347,CUST00891,hotel_room,AINV00392,1,0,available,lock_expired,559,failed
CHK000348,CUST00640,transport,CAR00358,1,5,available,temporary_lock,1191,passed
CHK000349,CUST00364,activity_slot,ROOM00335,4,10,insufficient,temporary_lock,1136,failed
CHK000350,CUST00126,transport,CAR00349,2,18,available,temporary_lock,998,timeout
CHK000351,CUST00336,activity_slot,AINV00398,6,15,available,none,394,passed
CHK000352,CUST00699,hotel_room,ROOM00369,3,19,insufficient,lock_expired,648,failed
CHK000353,CUST00188,activity_slot,AINV00237,5,12,insufficient,lock_expired,992,timeout
CHK000354,CUST00729,flight_seat,FLT00086,3,4,insufficient,lock_expired,232,failed
CHK000355,CUST00488,hotel_room,AINV00212,4,6,unavailable,lock_expired,1371,passed
CHK000356,CUST00390,transport,CAR00031,5,13,insufficient,none,1403,timeout
CHK000357,CUST00809,flight_seat,FLT00498,5,16,unavailable,none,1175,passed
CHK000358,CUST00303,hotel_room,FLT00413,2,7,unavailable,temporary_lock,895,timeout
CHK000359,CUST00640,transport,FLT00262,2,0,unavailable,none,386,failed
CHK000360,CUST00766,activity_slot,FLT00438,3,14,insufficient,lock_expired,912,passed
CHK000361,CUST00503,hotel_room,ROOM00291,2,19,insufficient,none,1489,failed
CHK000362,CUST00769,hotel_room,AINV00418,4,7,unavailable,none,637,timeout
CHK000363,CUST00778,transport,ROOM00001,5,11,available,lock_expired,1372,timeout
CHK000364,CUST00712,hotel_room,AINV00039,4,10,insufficient,temporary_lock,1080,passed
CHK000365,CUST00964,activity_slot,FLT00108,2,2,unavailable,lock_expired,499,timeout
CHK000366,CUST00412,transport,CAR00417,5,6,unavailable,lock_expired,1329,failed
CHK000367,CUST00917,transport,FLT00044,5,2,insufficient,temporary_lock,1237,passed
CHK000368,CUST00335,flight_seat,AINV00486,1,11,unavailable,none,1111,failed
CHK000369,CUST00880,activity_slot,ROOM00198,5,10,available,temporary_lock,650,failed
CHK000370,CUST00433,activity_slot,CAR00035,6,11,unavailable,none,673,timeout
CHK000371,CUST00461,flight_seat,AINV00195,4,14,available,lock_expired,379,failed
CHK000372,CUST00876,activity_slot,CAR00118,4,8,available,temporary_lock,1033,failed
CHK000373,CUST00835,activity_slot,ROOM00248,6,3,available,temporary_lock,132,failed
CHK000374,CUST00253,transport,CAR00291,1,16,unavailable,temporary_lock,732,timeout
CHK000375,CUST00732,flight_seat,CAR00018,4,18,insufficient,none,555,passed
CHK000376,CUST00842,activity_slot,AINV00447,2,18,available,none,210,timeout
CHK000377,CUST00382,hotel_room,FLT00242,4,19,unavailable,none,634,passed
CHK000378,CUST00775,transport,AINV00487,6,2,insufficient,none,1106,passed
CHK000379,CUST00174,activity_slot,CAR00221,4,16,unavailable,lock_expired,1023,failed
CHK000380,CUST00819,activity_slot,FLT00046,4,15,unavailable,temporary_lock,1092,timeout
CHK000381,CUST00604,activity_slot,FLT00191,5,11,available,lock_expired,121,passed
CHK000382,CUST00691,activity_slot,CAR00127,4,15,available,lock_expired,1409,timeout
CHK000383,CUST00904,hotel_room,FLT00362,4,6,insufficient,temporary_lock,723,passed
CHK000384,CUST00151,activity_slot,ROOM00420,4,14,insufficient,temporary_lock,182,passed
CHK000385,CUST00877,activity_slot,AINV00301,4,15,unavailable,none,692,timeout
CHK000386,CUST00989,activity_slot,ROOM00202,1,13,available,temporary_lock,397,timeout
CHK000387,CUST00437,flight_seat,CAR00244,6,3,unavailable,temporary_lock,987,failed
CHK000388,CUST00343,hotel_room,FLT00020,3,9,insufficient,lock_expired,401,passed
CHK000389,CUST00225,activity_slot,FLT00404,4,13,available,temporary_lock,1267,timeout
CHK000390,CUST00709,hotel_room,CAR00449,3,4,insufficient,none,478,passed
CHK000391,CUST00201,flight_seat,FLT00216,3,20,insufficient,none,1236,passed
CHK000392,CUST00818,activity_slot,AINV00105,4,0,insufficient,none,1489,failed
CHK000393,CUST00315,transport,CAR00061,4,11,unavailable,temporary_lock,955,timeout
CHK000394,CUST00832,hotel_room,CAR00005,1,14,available,lock_expired,1375,failed
CHK000395,CUST00446,activity_slot,CAR00252,2,20,unavailable,none,453,passed
CHK000396,CUST00750,hotel_room,AINV00390,2,18,insufficient,temporary_lock,278,timeout
CHK000397,CUST00675,flight_seat,FLT00058,2,12,available,temporary_lock,78,timeout
CHK000398,CUST00247,activity_slot,AINV00392,6,11,available,none,1366,failed
CHK000399,CUST00564,flight_seat,ROOM00298,5,7,available,temporary_lock,327,timeout
CHK000400,CUST00452,activity_slot,ROOM00091,2,4,insufficient,none,535,failed
CHK000401,CUST00102,activity_slot,ROOM00216,5,16,available,lock_expired,344,failed
CHK000402,CUST00921,transport,ROOM00477,3,9,insufficient,temporary_lock,179,timeout
CHK000403,CUST00614,hotel_room,FLT00257,1,10,insufficient,temporary_lock,775,failed
CHK000404,CUST00231,transport,CAR00371,5,10,insufficient,none,257,passed
CHK000405,CUST00166,hotel_room,ROOM00301,2,14,insufficient,lock_expired,683,failed
CHK000406,CUST00494,hotel_room,FLT00320,6,14,unavailable,temporary_lock,409,passed
CHK000407,CUST00254,hotel_room,FLT00269,2,10,available,temporary_lock,1039,passed
CHK000408,CUST00253,transport,AINV00170,3,8,unavailable,none,1102,failed
CHK000409,CUST00665,transport,ROOM00124,6,19,available,lock_expired,1388,failed
CHK000410,CUST00746,flight_seat,FLT00427,1,1,insufficient,temporary_lock,1479,failed
CHK000411,CUST00594,hotel_room,ROOM00394,4,15,unavailable,none,457,passed
CHK000412,CUST00593,activity_slot,AINV00370,6,1,available,none,61,failed
CHK000413,CUST00499,transport,CAR00473,4,0,available,none,384,passed
CHK000414,CUST00323,flight_seat,CAR00201,6,13,insufficient,none,1285,failed
CHK000415,CUST00580,flight_seat,ROOM00142,1,18,available,none,1376,timeout
CHK000416,CUST00190,activity_slot,ROOM00123,3,8,available,lock_expired,1425,passed
CHK000417,CUST00924,hotel_room,ROOM00301,3,12,unavailable,none,1219,timeout
CHK000418,CUST00499,flight_seat,CAR00286,1,18,available,none,346,failed
CHK000419,CUST00406,hotel_room,CAR00264,2,14,insufficient,none,1318,passed
CHK000420,CUST00342,transport,ROOM00226,2,13,available,temporary_lock,1389,failed
CHK000421,CUST00343,activity_slot,AINV00460,6,5,available,none,1135,timeout
CHK000422,CUST00984,activity_slot,FLT00447,5,12,unavailable,none,540,failed
CHK000423,CUST00983,transport,AINV00359,6,4,available,lock_expired,1355,failed
CHK000424,CUST00136,hotel_room,ROOM00131,2,16,unavailable,lock_expired,1494,failed
CHK000425,CUST00137,activity_slot,CAR00045,2,15,unavailable,none,464,timeout
CHK000426,CUST00687,flight_seat,FLT00187,4,12,available,temporary_lock,860,failed
CHK000427,CUST00961,transport,AINV00092,5,11,unavailable,none,1386,passed
CHK000428,CUST00890,activity_slot,AINV00307,1,10,insufficient,lock_expired,1438,failed
CHK000429,CUST00952,transport,FLT00150,2,13,unavailable,none,539,failed
CHK000430,CUST00127,activity_slot,AINV00044,4,15,available,none,1237,timeout
CHK000431,CUST00806,hotel_room,ROOM00452,5,8,insufficient,lock_expired,457,timeout
CHK000432,CUST00969,activity_slot,ROOM00202,4,4,unavailable,lock_expired,965,failed
CHK000433,CUST00578,activity_slot,CAR00361,2,14,unavailable,lock_expired,124,passed
CHK000434,CUST00454,activity_slot,AINV00342,5,16,insufficient,lock_expired,1019,failed
CHK000435,CUST00842,transport,FLT00306,5,6,insufficient,none,153,passed
CHK000436,CUST00166,transport,ROOM00049,4,20,insufficient,lock_expired,464,failed
CHK000437,CUST00719,flight_seat,CAR00327,6,3,unavailable,none,1253,timeout
CHK000438,CUST00105,hotel_room,CAR00265,5,5,available,lock_expired,309,timeout
CHK000439,CUST00075,hotel_room,ROOM00082,3,3,insufficient,none,594,failed
CHK000440,CUST00669,activity_slot,ROOM00085,4,6,insufficient,temporary_lock,1170,timeout
CHK000441,CUST00372,transport,FLT00332,5,7,available,temporary_lock,744,failed
CHK000442,CUST00992,activity_slot,AINV00416,3,15,available,none,59,timeout
CHK000443,CUST00946,transport,AINV00366,4,19,unavailable,temporary_lock,1155,timeout
CHK000444,CUST00777,hotel_room,ROOM00479,3,16,unavailable,none,1203,failed
CHK000445,CUST00951,flight_seat,AINV00047,5,15,unavailable,lock_expired,1064,timeout
CHK000446,CUST00520,hotel_room,CAR00429,5,8,unavailable,lock_expired,137,passed
CHK000447,CUST00611,transport,AINV00405,3,18,insufficient,lock_expired,1192,timeout
CHK000448,CUST00727,activity_slot,CAR00428,4,4,available,lock_expired,92,timeout
CHK000449,CUST00043,activity_slot,FLT00167,6,8,unavailable,temporary_lock,957,timeout
CHK000450,CUST00155,hotel_room,ROOM00054,5,14,insufficient,none,667,timeout
CHK000451,CUST00235,activity_slot,FLT00073,4,0,insufficient,temporary_lock,159,timeout
CHK000452,CUST00220,activity_slot,CAR00142,3,16,available,none,1065,passed
CHK000453,CUST00719,transport,FLT00485,2,17,insufficient,none,828,passed
CHK000454,CUST00087,flight_seat,AINV00240,2,5,insufficient,none,394,passed
CHK000455,CUST00944,transport,CAR00021,4,10,unavailable,temporary_lock,489,failed
CHK000456,CUST00125,transport,ROOM00079,6,15,available,temporary_lock,1125,failed
CHK000457,CUST00481,hotel_room,ROOM00090,4,4,insufficient,temporary_lock,94,passed
CHK000458,CUST00915,transport,CAR00256,6,7,unavailable,temporary_lock,432,failed
CHK000459,CUST00827,activity_slot,CAR00396,2,4,insufficient,lock_expired,1068,timeout
CHK000460,CUST00339,activity_slot,ROOM00480,1,19,insufficient,lock_expired,1173,timeout
CHK000461,CUST00102,transport,CAR00175,6,19,insufficient,none,440,timeout
CHK000462,CUST00189,flight_seat,AINV00207,4,19,available,none,1337,passed
CHK000463,CUST00545,hotel_room,ROOM00202,5,18,insufficient,temporary_lock,55,timeout
CHK000464,CUST00868,transport,FLT00380,2,18,insufficient,temporary_lock,260,timeout
CHK000465,CUST00825,hotel_room,FLT00301,3,16,insufficient,temporary_lock,1112,failed
CHK000466,CUST00783,transport,FLT00032,3,20,available,none,1080,timeout
CHK000467,CUST00664,hotel_room,CAR00348,1,19,unavailable,lock_expired,1352,timeout
CHK000468,CUST00638,hotel_room,AINV00415,1,9,available,lock_expired,1307,failed
CHK000469,CUST00919,flight_seat,CAR00186,1,1,unavailable,none,1102,passed
CHK000470,CUST00148,flight_seat,AINV00120,3,17,insufficient,temporary_lock,291,passed
CHK000471,CUST00890,transport,CAR00217,3,15,unavailable,lock_expired,471,failed
CHK000472,CUST00989,hotel_room,AINV00313,5,4,unavailable,temporary_lock,700,timeout
CHK000473,CUST00525,flight_seat,AINV00495,2,19,insufficient,none,783,passed
CHK000474,CUST00287,flight_seat,ROOM00005,5,11,unavailable,temporary_lock,918,failed
CHK000475,CUST00634,transport,FLT00373,3,9,unavailable,lock_expired,574,passed
CHK000476,CUST00518,flight_seat,ROOM00221,3,11,available,temporary_lock,930,passed
CHK000477,CUST00905,hotel_room,ROOM00289,3,16,available,lock_expired,927,failed
CHK000478,CUST00204,activity_slot,AINV00249,6,16,available,lock_expired,1051,passed
CHK000479,CUST00193,transport,CAR00210,6,17,unavailable,temporary_lock,294,passed
CHK000480,CUST00708,hotel_room,ROOM00235,6,2,insufficient,temporary_lock,591,timeout
CHK000481,CUST00942,activity_slot,ROOM00376,6,6,insufficient,none,879,timeout
CHK000482,CUST00714,transport,FLT00151,3,8,available,temporary_lock,1192,failed
CHK000483,CUST00033,flight_seat,ROOM00388,3,13,insufficient,temporary_lock,1056,passed
CHK000484,CUST00378,transport,ROOM00452,5,14,insufficient,temporary_lock,328,passed
CHK000485,CUST00889,transport,AINV00143,4,18,unavailable,lock_expired,724,timeout
CHK000486,CUST00620,hotel_room,CAR00321,4,19,insufficient,lock_expired,701,timeout
CHK000487,CUST00710,hotel_room,CAR00371,2,17,available,none,903,failed
CHK000488,CUST00309,flight_seat,CAR00092,3,17,available,temporary_lock,514,passed
CHK000489,CUST00278,transport,AINV00298,3,16,unavailable,temporary_lock,975,passed
CHK000490,CUST00516,hotel_room,AINV00297,5,18,available,none,1189,passed
CHK000491,CUST00907,activity_slot,ROOM00265,2,8,insufficient,none,208,passed
CHK000492,CUST00795,transport,FLT00305,3,17,available,temporary_lock,1269,timeout
CHK000493,CUST00333,hotel_room,CAR00368,1,3,insufficient,lock_expired,1110,timeout
CHK000494,CUST00513,activity_slot,CAR00195,2,3,insufficient,temporary_lock,649,failed
CHK000495,CUST00496,activity_slot,FLT00405,4,0,available,none,154,failed
CHK000496,CUST00618,transport,FLT00295,1,17,insufficient,lock_expired,1261,timeout
CHK000497,CUST00918,activity_slot,FLT00148,3,16,available,none,193,passed
CHK000498,CUST00822,hotel_room,AINV00115,6,7,available,none,1052,timeout
CHK000499,CUST00643,hotel_room,ROOM00499,6,18,available,temporary_lock,1190,passed
CHK000500,CUST00054,flight_seat,ROOM00315,2,19,unavailable,temporary_lock,1218,passed
CHK000501,CUST00022,hotel_room,CAR00162,3,17,insufficient,lock_expired,1465,passed
CHK000502,CUST00879,flight_seat,ROOM00450,2,11,available,none,620,timeout
CHK000503,CUST00721,transport,ROOM00310,3,13,insufficient,temporary_lock,503,passed
CHK000504,CUST00819,flight_seat,FLT00298,5,0,insufficient,temporary_lock,202,timeout
CHK000505,CUST00177,transport,ROOM00174,3,4,available,lock_expired,1118,timeout
CHK000506,CUST00605,transport,FLT00220,2,6,available,temporary_lock,703,failed
CHK000507,CUST00903,transport,FLT00004,4,17,insufficient,lock_expired,219,failed
CHK000508,CUST00530,transport,FLT00457,3,8,available,lock_expired,489,failed
CHK000509,CUST00715,hotel_room,AINV00345,4,17,insufficient,none,1034,failed
CHK000510,CUST00543,activity_slot,FLT00489,5,10,insufficient,temporary_lock,473,failed
CHK000511,CUST00535,hotel_room,CAR00421,3,2,unavailable,none,1101,failed
CHK000512,CUST00692,activity_slot,CAR00359,4,2,unavailable,temporary_lock,1030,passed
CHK000513,CUST00906,activity_slot,CAR00323,6,4,insufficient,none,382,timeout
CHK000514,CUST00789,hotel_room,AINV00373,6,0,insufficient,none,935,timeout
CHK000515,CUST00377,transport,ROOM00040,3,9,available,none,724,timeout
CHK000516,CUST00028,transport,FLT00465,6,2,unavailable,none,373,passed
CHK000517,CUST00451,hotel_room,ROOM00263,5,14,insufficient,temporary_lock,763,timeout
CHK000518,CUST00948,hotel_room,FLT00103,1,18,available,none,37,passed
CHK000519,CUST00381,flight_seat,AINV00101,6,8,available,none,34,timeout
CHK000520,CUST00392,activity_slot,FLT00259,6,8,available,lock_expired,681,timeout
CHK000521,CUST00860,activity_slot,FLT00428,5,6,unavailable,lock_expired,1117,passed
CHK000522,CUST00389,transport,AINV00438,1,7,available,lock_expired,410,failed
CHK000523,CUST00457,hotel_room,FLT00498,6,3,available,none,150,timeout
CHK000524,CUST00906,activity_slot,ROOM00487,2,16,unavailable,none,1003,failed
CHK000525,CUST00521,flight_seat,AINV00288,1,6,unavailable,none,100,failed
CHK000526,CUST00785,flight_seat,CAR00439,3,2,unavailable,none,562,timeout
CHK000527,CUST00997,flight_seat,FLT00366,5,18,available,lock_expired,827,timeout
CHK000528,CUST00474,hotel_room,ROOM00324,4,14,available,none,1290,failed
CHK000529,CUST00281,transport,AINV00106,1,10,available,temporary_lock,1156,passed
CHK000530,CUST00733,flight_seat,ROOM00339,3,9,unavailable,none,436,passed
CHK000531,CUST00698,hotel_room,AINV00411,5,7,insufficient,lock_expired,79,failed
CHK000532,CUST00860,activity_slot,ROOM00016,1,11,insufficient,temporary_lock,67,passed
CHK000533,CUST00659,hotel_room,CAR00025,5,6,insufficient,temporary_lock,822,passed
CHK000534,CUST00432,activity_slot,ROOM00242,1,20,available,none,1281,failed
CHK000535,CUST00640,transport,AINV00367,5,11,available,lock_expired,59,failed
CHK000536,CUST00309,hotel_room,AINV00433,2,9,available,lock_expired,1044,failed
CHK000537,CUST00479,flight_seat,FLT00003,2,12,insufficient,none,830,failed
CHK000538,CUST00659,transport,FLT00411,4,3,available,temporary_lock,878,failed
CHK000539,CUST00439,transport,ROOM00263,5,13,insufficient,none,885,timeout
CHK000540,CUST00329,hotel_room,FLT00040,5,0,available,none,30,passed
CHK000541,CUST00535,activity_slot,ROOM00333,3,19,unavailable,none,103,failed
CHK000542,CUST00517,activity_slot,AINV00237,6,0,unavailable,lock_expired,381,failed
CHK000543,CUST00313,transport,ROOM00420,1,19,available,none,451,failed
CHK000544,CUST00902,flight_seat,AINV00205,2,10,insufficient,none,295,passed
CHK000545,CUST00165,flight_seat,AINV00094,4,11,insufficient,lock_expired,149,passed
CHK000546,CUST00467,activity_slot,FLT00237,6,3,unavailable,none,202,failed
CHK000547,CUST00962,hotel_room,FLT00042,2,0,insufficient,temporary_lock,848,passed
CHK000548,CUST00974,flight_seat,AINV00371,4,16,available,lock_expired,820,failed
CHK000549,CUST00704,activity_slot,ROOM00297,6,12,unavailable,temporary_lock,1007,failed
CHK000550,CUST00081,transport,FLT00274,2,9,insufficient,temporary_lock,531,passed
CHK000551,CUST00772,activity_slot,AINV00411,1,9,available,none,784,passed
CHK000552,CUST00384,activity_slot,CAR00232,5,7,available,none,306,failed
CHK000553,CUST00377,flight_seat,CAR00147,2,15,available,temporary_lock,632,timeout
CHK000554,CUST00477,hotel_room,ROOM00275,3,8,unavailable,lock_expired,183,failed
CHK000555,CUST00435,activity_slot,CAR00084,6,5,available,lock_expired,996,timeout
CHK000556,CUST00200,hotel_room,CAR00466,6,16,unavailable,lock_expired,372,timeout
CHK000557,CUST00470,flight_seat,AINV00073,4,2,unavailable,temporary_lock,138,failed
CHK000558,CUST00728,transport,CAR00207,6,18,insufficient,temporary_lock,1121,timeout
CHK000559,CUST00022,hotel_room,AINV00022,2,17,unavailable,lock_expired,744,passed
CHK000560,CUST00096,hotel_room,ROOM00215,2,11,unavailable,temporary_lock,1348,timeout
CHK000561,CUST00596,activity_slot,AINV00308,4,18,unavailable,none,666,failed
CHK000562,CUST00837,activity_slot,AINV00041,3,1,available,temporary_lock,302,timeout
CHK000563,CUST00193,activity_slot,AINV00188,4,1,available,none,337,passed
CHK000564,CUST00969,transport,ROOM00391,3,12,unavailable,lock_expired,26,failed
CHK000565,CUST00950,activity_slot,CAR00111,4,0,insufficient,none,1143,passed
CHK000566,CUST00840,flight_seat,CAR00015,2,7,insufficient,none,178,timeout
CHK000567,CUST00119,hotel_room,FLT00087,3,4,unavailable,none,1084,passed
CHK000568,CUST00766,transport,AINV00341,6,13,insufficient,none,1061,failed
CHK000569,CUST00397,transport,ROOM00070,5,10,insufficient,temporary_lock,276,timeout
CHK000570,CUST00144,transport,CAR00339,4,8,available,none,264,passed
CHK000571,CUST00122,transport,CAR00155,2,0,insufficient,none,1035,failed
CHK000572,CUST00187,hotel_room,AINV00047,4,7,insufficient,none,992,passed
CHK000573,CUST00999,activity_slot,FLT00461,3,18,available,temporary_lock,968,timeout
CHK000574,CUST00791,flight_seat,ROOM00203,3,1,available,temporary_lock,1492,passed
CHK000575,CUST00280,hotel_room,ROOM00384,3,16,insufficient,none,280,passed
CHK000576,CUST00975,flight_seat,ROOM00252,5,20,insufficient,none,550,failed
CHK000577,CUST00978,activity_slot,FLT00057,3,11,available,lock_expired,1226,passed
CHK000578,CUST00735,hotel_room,ROOM00149,2,16,unavailable,lock_expired,355,passed
CHK000579,CUST00892,activity_slot,CAR00304,6,18,unavailable,temporary_lock,619,timeout
CHK000580,CUST00262,hotel_room,CAR00099,2,19,unavailable,temporary_lock,841,timeout
CHK000581,CUST00744,hotel_room,CAR00106,2,18,unavailable,none,88,passed
CHK000582,CUST00846,flight_seat,ROOM00241,1,15,available,temporary_lock,131,failed
CHK000583,CUST00866,hotel_room,FLT00262,6,18,available,none,738,passed
CHK000584,CUST00456,activity_slot,AINV00450,5,4,available,temporary_lock,477,failed
CHK000585,CUST00538,hotel_room,AINV00419,3,7,available,lock_expired,373,failed
CHK000586,CUST00346,transport,FLT00275,1,14,insufficient,none,1185,passed
CHK000587,CUST00187,flight_seat,AINV00273,6,12,available,lock_expired,402,passed
CHK000588,CUST00995,activity_slot,FLT00450,4,9,available,none,1383,failed
CHK000589,CUST00178,activity_slot,AINV00410,1,11,unavailable,none,1112,failed
CHK000590,CUST00221,activity_slot,AINV00011,1,8,insufficient,none,348,passed
CHK000591,CUST00798,transport,CAR00344,4,13,available,lock_expired,365,timeout
CHK000592,CUST00200,flight_seat,CAR00085,2,16,unavailable,lock_expired,1100,failed
CHK000593,CUST00651,activity_slot,FLT00107,4,13,insufficient,none,1103,passed
CHK000594,CUST00948,transport,AINV00132,6,15,unavailable,temporary_lock,324,timeout
CHK000595,CUST00021,hotel_room,AINV00012,1,19,unavailable,none,461,failed
CHK000596,CUST00344,hotel_room,AINV00079,4,17,insufficient,temporary_lock,91,timeout
CHK000597,CUST00922,transport,ROOM00042,5,19,available,lock_expired,784,passed
CHK000598,CUST00590,hotel_room,FLT00258,6,17,unavailable,none,1245,passed
CHK000599,CUST00724,flight_seat,AINV00231,2,14,insufficient,lock_expired,672,failed
CHK000600,CUST00575,transport,ROOM00075,1,9,insufficient,none,286,passed
CHK000601,CUST00195,hotel_room,CAR00348,2,12,unavailable,lock_expired,1496,failed
CHK000602,CUST00149,transport,CAR00261,4,20,available,none,720,timeout
CHK000603,CUST00301,hotel_room,AINV00061,1,10,unavailable,lock_expired,140,passed
CHK000604,CUST00987,hotel_room,CAR00262,2,11,unavailable,temporary_lock,382,passed
CHK000605,CUST00879,hotel_room,FLT00344,4,4,insufficient,lock_expired,909,failed
CHK000606,CUST00118,transport,AINV00230,6,1,unavailable,temporary_lock,412,failed
CHK000607,CUST00661,transport,CAR00491,2,9,unavailable,none,266,timeout
CHK000608,CUST00651,transport,ROOM00331,6,9,unavailable,lock_expired,260,passed
CHK000609,CUST00553,hotel_room,CAR00349,2,5,available,none,118,passed
CHK000610,CUST00957,activity_slot,AINV00258,4,9,available,lock_expired,1142,failed
CHK000611,CUST00556,flight_seat,CAR00344,4,0,unavailable,temporary_lock,599,timeout
CHK000612,CUST00423,flight_seat,CAR00265,2,10,insufficient,lock_expired,1418,timeout
CHK000613,CUST00476,hotel_room,FLT00334,5,3,insufficient,lock_expired,803,failed
CHK000614,CUST00436,transport,CAR00157,3,11,available,none,94,timeout
CHK000615,CUST00459,activity_slot,FLT00159,1,9,insufficient,lock_expired,656,timeout
CHK000616,CUST00954,activity_slot,FLT00445,5,1,available,none,351,timeout
CHK000617,CUST00203,transport,FLT00240,2,20,insufficient,none,1228,timeout
CHK000618,CUST00707,flight_seat,ROOM00418,5,4,unavailable,lock_expired,437,passed
CHK000619,CUST00004,flight_seat,FLT00476,6,18,available,none,887,failed
CHK000620,CUST00248,flight_seat,AINV00111,6,1,insufficient,none,555,failed
CHK000621,CUST00373,activity_slot,CAR00478,4,10,available,lock_expired,703,failed
CHK000622,CUST00706,activity_slot,CAR00246,6,9,available,temporary_lock,152,passed
CHK000623,CUST00009,activity_slot,CAR00422,5,19,insufficient,temporary_lock,1292,timeout
CHK000624,CUST00999,hotel_room,ROOM00426,6,6,available,lock_expired,828,passed
CHK000625,CUST00228,transport,ROOM00040,3,8,insufficient,none,924,timeout
CHK000626,CUST00409,transport,CAR00273,6,12,unavailable,temporary_lock,939,timeout
CHK000627,CUST00994,flight_seat,CAR00153,5,1,insufficient,temporary_lock,1036,passed
CHK000628,CUST00496,hotel_room,FLT00499,6,10,unavailable,none,187,timeout
CHK000629,CUST00244,flight_seat,FLT00069,6,10,available,none,1069,timeout
CHK000630,CUST00282,transport,CAR00056,2,2,insufficient,none,1066,timeout
CHK000631,CUST00228,flight_seat,AINV00110,5,20,available,lock_expired,536,failed
CHK000632,CUST00642,transport,FLT00283,2,0,available,none,272,timeout
CHK000633,CUST00026,flight_seat,ROOM00186,2,10,unavailable,lock_expired,560,failed
CHK000634,CUST00919,hotel_room,AINV00305,1,14,unavailable,lock_expired,395,failed
CHK000635,CUST00019,hotel_room,CAR00487,3,13,available,temporary_lock,1455,timeout
CHK000636,CUST00045,hotel_room,ROOM00030,3,2,insufficient,temporary_lock,569,timeout
CHK000637,CUST00688,flight_seat,AINV00197,1,4,available,none,258,passed
CHK000638,CUST00421,activity_slot,ROOM00307,1,9,available,none,1261,timeout
CHK000639,CUST00936,flight_seat,FLT00162,4,2,insufficient,lock_expired,59,timeout
CHK000640,CUST00190,transport,ROOM00487,3,9,available,lock_expired,1033,failed
CHK000641,CUST00144,hotel_room,FLT00340,6,4,unavailable,lock_expired,282,failed
CHK000642,CUST00327,transport,FLT00140,5,2,available,none,1179,timeout
CHK000643,CUST00775,transport,FLT00151,5,19,unavailable,none,1133,timeout
CHK000644,CUST00048,flight_seat,ROOM00372,3,9,unavailable,temporary_lock,598,passed
CHK000645,CUST00550,transport,CAR00422,5,13,insufficient,lock_expired,115,failed
CHK000646,CUST00895,hotel_room,AINV00306,3,13,available,none,365,failed
CHK000647,CUST00281,transport,FLT00119,1,6,insufficient,lock_expired,156,timeout
CHK000648,CUST00877,hotel_room,ROOM00105,6,9,insufficient,none,1101,failed
CHK000649,CUST00379,transport,AINV00129,2,7,available,none,758,timeout
CHK000650,CUST00902,hotel_room,FLT00307,6,6,available,temporary_lock,1158,passed
CHK000651,CUST00282,transport,FLT00490,2,4,insufficient,none,1222,failed
CHK000652,CUST00616,transport,FLT00272,1,17,insufficient,lock_expired,893,failed
CHK000653,CUST00184,activity_slot,FLT00332,1,3,unavailable,none,98,passed
CHK000654,CUST00406,activity_slot,ROOM00351,2,10,available,lock_expired,329,passed
CHK000655,CUST00682,activity_slot,ROOM00302,5,13,insufficient,temporary_lock,402,passed
CHK000656,CUST00327,flight_seat,AINV00413,5,5,unavailable,none,1407,timeout
CHK000657,CUST00444,transport,ROOM00498,6,16,unavailable,none,367,timeout
CHK000658,CUST00492,flight_seat,AINV00103,5,11,unavailable,temporary_lock,1267,failed
CHK000659,CUST00341,hotel_room,FLT00320,6,20,available,temporary_lock,700,failed
CHK000660,CUST00369,flight_seat,FLT00028,6,20,insufficient,lock_expired,1049,failed
CHK000661,CUST00235,hotel_room,AINV00059,1,8,unavailable,none,25,timeout
